ticker,precio,vcp_score,calidad_patron,num_contracciones,contracciones,profundidad_base,etapa_analisis,trend_score,volumen_score,breakout_potential,listo_comprar,sector,market_cap,razon,fecha_scan
FTV,61.91999816894531,91.79411764705883,Excellent,17,11.2% → 21.1% → 11.5% → 7.0% → 7.7% → 5.4% → 10.1% → 9.2% → 12.3% → 6.0% → 4.1% → 4.9% → 6.2% → 12.3% → 4.9% → 6.3% → 6.1%,21.106606270962978,Stage 2 Strong,85.0,81.47058823529412,100.0,True,Technology,19666511872,VCP 17 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 21.1% | Stage 2 Strong,2026-02-10 23:15:56
PSKY,10.84000015258789,58.5,Excellent,12,36.4% → 14.7% → 8.6% → 8.4% → 12.3% → 19.0% → 13.5% → 12.3% → 8.0% → 17.8% → 15.6% → 19.0%,36.39475652146191,Stage Unknown,0.0,67.5,50.0,False,Communication Services,11958331392,VCP 12 contracciones (Excellent) | Base: 36.4% | Stage Unknown,2026-02-10 23:15:56
TTWO,210.7100067138672,58.182352941176475,Excellent,17,11.3% → 5.8% → 7.3% → 3.4% → 3.2% → 11.5% → 9.5% → 5.4% → 3.6% → 6.2% → 3.4% → 4.3% → 5.9% → 11.8% → 4.2% → 4.4% → 10.1%,11.833171677982541,Stage Unknown,5.0,56.91176470588235,53.0,False,Communication Services,39018319872,VCP 17 contracciones (Excellent) | Base: 11.8% | Stage Unknown,2026-02-10 23:15:56
VRSK,169.47000122070312,57.92173913043478,Excellent,23,12.8% → 4.0% → 6.6% → 10.7% → 5.3% → 4.7% → 5.1% → 4.3% → 3.5% → 3.1% → 4.9% → 10.5% → 13.9% → 4.7% → 12.3% → 5.1% → 8.1% → 17.7% → 5.7% → 3.3% → 5.9% → 3.6% → 5.5%,17.735001380556533,Stage Unknown,0.0,62.10869565217391,55.0,False,Industrials,23677497344,VCP 23 contracciones (Excellent) | Base: 17.7% | Stage Unknown,2026-02-10 23:15:56
KKR,107.20999908447266,57.55,Excellent,20,24.2% → 8.4% → 9.8% → 29.2% → 18.9% → 5.4% → 11.4% → 3.1% → 7.5% → 4.9% → 9.8% → 8.9% → 8.3% → 4.8% → 22.6% → 10.3% → 10.4% → 10.0% → 6.4% → 12.1%,29.182079001011456,Stage Unknown,0.0,63.75,48.0,False,Financial Services,99278651392,VCP 20 contracciones (Excellent) | Base: 29.2% | Stage Unknown,2026-02-10 23:15:56
TTD,28.1299991607666,56.8,Excellent,15,31.3% → 17.9% → 10.8% → 9.0% → 9.3% → 11.4% → 8.0% → 8.1% → 45.1% → 7.4% → 22.4% → 14.0% → 30.6% → 13.1% → 16.9%,45.09567986875939,Stage Unknown,0.0,64.0,40.0,False,Communication Services,13753962496,VCP 15 contracciones (Excellent) | Base: 45.1% | Stage Unknown,2026-02-10 23:15:56
PLTR,139.50999450683594,56.738461538461536,Excellent,13,25.1% → 8.1% → 6.2% → 9.3% → 9.0% → 8.3% → 18.6% → 20.8% → 15.5% → 7.3% → 16.4% → 9.2% → 11.7%,25.084212453741777,Stage Unknown,0.0,64.6923076923077,38.0,False,Technology,332513181696,VCP 13 contracciones (Excellent) | Base: 25.1% | Stage Unknown,2026-02-10 23:15:56
SPGI,401.0799865722656,56.13333333333333,Excellent,15,11.8% → 3.3% → 17.0% → 6.7% → 3.5% → 4.5% → 4.7% → 3.5% → 7.9% → 12.6% → 4.0% → 4.9% → 4.0% → 3.4% → 4.0%,17.04569349636124,Stage Unknown,0.0,53.16666666666667,55.0,False,Financial Services,122449723392,VCP 15 contracciones (Excellent) | Base: 17.0% | Stage Unknown,2026-02-10 23:15:56
COIN,162.50999450683594,55.96153846153846,Excellent,13,12.6% → 34.0% → 15.6% → 7.4% → 13.8% → 10.5% → 21.0% → 12.3% → 24.0% → 28.8% → 9.9% → 20.8% → 8.4%,34.03575810531169,Stage Unknown,0.0,64.8076923076923,30.0,False,Financial Services,43822055424,VCP 13 contracciones (Excellent) | Base: 34.0% | Stage Unknown,2026-02-10 23:15:56
WDAY,153.22999572753906,55.955555555555556,Excellent,18,16.2% → 5.3% → 19.2% → 10.7% → 14.1% → 10.5% → 8.8% → 10.7% → 11.3% → 10.1% → 8.2% → 7.6% → 6.9% → 10.9% → 7.8% → 12.3% → 5.8% → 18.3%,19.205948562138015,Stage Unknown,0.0,64.77777777777777,30.0,False,Technology,40912408576,VCP 18 contracciones (Excellent) | Base: 19.2% | Stage Unknown,2026-02-10 23:15:56
APP,472.9200134277344,54.733333333333334,Excellent,6,26.9% → 11.2% → 27.5% → 10.0% → 19.3% → 25.1%,27.511112919560187,Stage Unknown,0.0,56.16666666666667,35.0,False,Communication Services,159965151232,VCP 6 contracciones (Excellent) | Base: 27.5% | Stage Unknown,2026-02-10 23:15:56
DDOG,129.6699981689453,54.625,Excellent,4,24.7% → 16.6% → 8.2% → 20.6%,24.65913035268085,Stage Unknown,5.0,42.625,70.0,False,Technology,45471477760,VCP 4 contracciones (Excellent) | Base: 24.7% | Stage Unknown,2026-02-10 23:15:56
BSX,74.25,54.4,Excellent,15,11.6% → 17.6% → 11.1% → 4.1% → 3.7% → 5.7% → 7.4% → 5.6% → 6.7% → 12.3% → 9.3% → 7.6% → 9.1% → 11.3% → 13.7%,17.60421215697792,Stage Unknown,0.0,53.0,38.0,False,Healthcare,110114217984,VCP 15 contracciones (Excellent) | Base: 17.6% | Stage Unknown,2026-02-10 23:15:56
INTU,421.3900146484375,54.34444444444445,Excellent,18,11.8% → 4.4% → 14.8% → 6.9% → 6.0% → 14.1% → 11.0% → 5.8% → 3.1% → 8.7% → 5.8% → 6.4% → 4.4% → 9.2% → 3.9% → 4.8% → 8.7% → 20.7%,20.699137868659204,Stage Unknown,0.0,56.72222222222223,30.0,False,Technology,117314977792,VCP 18 contracciones (Excellent) | Base: 20.7% | Stage Unknown,2026-02-10 23:15:56
IT,159.88999938964844,54.175,Excellent,20,19.4% → 15.1% → 5.9% → 3.7% → 7.5% → 9.3% → 45.4% → 4.4% → 8.0% → 10.8% → 6.2% → 8.2% → 13.4% → 12.2% → 4.9% → 7.2% → 4.5% → 4.2% → 8.1% → 12.5%,45.41927260681003,Stage Unknown,0.0,51.875,38.0,False,Technology,12109395968,VCP 20 contracciones (Excellent) | Base: 45.4% | Stage Unknown,2026-02-10 23:15:56
CRM,193.4499969482422,53.742105263157896,Excellent,19,20.8% → 13.1% → 14.0% → 6.1% → 4.7% → 3.9% → 8.0% → 17.3% → 9.1% → 7.1% → 7.1% → 6.0% → 6.8% → 10.4% → 10.7% → 3.7% → 5.9% → 6.2% → 18.2%,20.812544950236628,Stage Unknown,0.0,53.71052631578947,30.0,False,Technology,184164401152,VCP 19 contracciones (Excellent) | Base: 20.8% | Stage Unknown,2026-02-10 23:15:56
NOW,106.4800033569336,52.705882352941174,Excellent,17,18.4% → 5.5% → 13.0% → 18.0% → 13.0% → 10.0% → 4.9% → 3.6% → 7.5% → 11.7% → 20.1% → 5.1% → 6.2% → 8.9% → 4.4% → 17.6% → 29.3%,29.268572126116073,Stage Unknown,0.0,48.529411764705884,30.0,False,Technology,112351625216,VCP 17 contracciones (Excellent) | Base: 29.3% | Stage Unknown,2026-02-10 23:15:56
