ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,upside_triangulated_pct,upside_divergence_pts,upside_divergence,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
BRK-B,0.0,,,,15.8,Berkshire Hathaway Inc. New,71.0,Financial Services,Insurance - Diversified,100.0,60.0,36.0,85.0,60.0,491.09,1059209281536.0,15.0,24.5,False,flat,119.6,False,0.0,10.5,False,0.0,1.0,2.3,False,516.85,-5.0,0.0,False,"{'roe_pct': 10.5, 'debt_to_equity': 0.18, 'current_ratio': 2.88, 'operating_margin_pct': 14.4}","{'eps_growth_yoy': 119.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.3}",520.33,570.0,481.0,3.0,buy,6.0,1856.94,278.1,996.0,102.8,5.78,43.79,,,,True,-0.02,14.4,83.7,17.0,2026-08-01,False,True,4.0,NEUTRAL,,,0.19,,,,,,0.0,0.0,4.7,21.3,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MICRO_FLOAT,1.2,40.0,26.0,15.0,False,flat,24.5,0.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,24.5,0.0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,37.49,0.0,0.0,6.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.75,-3.0,0.0,,0,,0,UNRELIABLE/INSUFFICIENT (0),,0.0,44,0.1583,BAJA,14.6,102.8,-184.5,,⚪ WEAK,🔴 Weak,,,,,,,
WM,0.0,,,,26.0,"Waste Management, Inc.",46.5,Industrials,Waste Management,50.0,40.0,44.0,45.0,60.0,234.27,94077149184.0,35.0,40.5,False,down,-0.4,False,0.0,-3.2,True,1.0,1.6,2.6,False,248.13,-5.6,0.0,False,"{'roe_pct': 29.9, 'debt_to_equity': 2.28, 'current_ratio': 0.93, 'operating_margin_pct': 17.5}","{'eps_growth_yoy': -0.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 11.0}",256.24,285.0,210.0,25.0,buy,9.4,119.86,-48.8,90.97,-61.2,2.27,5.32,1.5,49.5,1.49,True,-0.37,4.9,13.3,13.0,2026-07-28,False,True,8.0,STRONG,3.71,21.3,1.91,BULLISH,0.0,50.0,1.0,0.0,5.0,0.0,7.8,13.9,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,400.4,43.0,21.8,35.0,False,down,40.5,0.0,False,0.0,True,1.0,2.0,13.0,29.0,58.6,Medio,32.4,0.0,0.0,3.0,-5.0,5.0,0.0,0.0,0.0,False,2/3,28.9,0.0,0.0,0.0,3.0,3.0,3.0,0.08,0.08,0.0,0.0,0.0,1.18,0.0,10.0,107.0,0,,-8,RELIABLE/AVOID (-8),WATCH,0.0,44,0.2596,BAJA,6.15,-48.8,64.4,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
EQIX,0.0,,,,16.2,"Equinix, Inc.",67.3,Real Estate,REIT - Specialty,90.0,50.0,54.0,70.0,65.0,1023.54,100945862656.0,60.0,64.3,False,down,12.8,True,1.0,8.3,False,0.0,2.1,2.7,False,1128.68,-9.3,0.0,False,"{'roe_pct': 10.1, 'debt_to_equity': 1.63, 'current_ratio': 1.18, 'operating_margin_pct': 24.3}","{'eps_growth_yoy': 12.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 14.9}",1198.97,1350.0,950.0,29.0,buy,17.1,808.91,-21.0,284.6,-72.2,2.7,27.63,1.9,133.0,1.86,False,,3.9,20.0,14.0,2026-07-29,False,True,6.0,NEUTRAL,1.66,7.8,2.66,,,,,,0.0,0.0,4.9,20.2,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 40% up volume)",HIGH_FLOAT,98.2,47.0,25.0,60.0,False,down,64.3,0.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,64.3,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,31.729999999999997,5.0,0.0,0.0,-2.0,0.0,5.0,0.03,0.16,0.0,0.0,0.0,2.14,2.0,2.0,124.0,0,,-5,MIXED/AVOID (-5),,0.0,12,0.1624,BAJA,8.23,-21.0,63.7,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
TJX,0.0,,,,3.1,"TJX Companies, Inc. (The)",51.0,Consumer Cyclical,Apparel Retail,65.0,30.0,36.0,75.0,55.0,150.34,166081249280.0,15.0,12.7,False,down,7.2,False,0.0,-0.5,False,0.0,1.5,2.6,False,170.0,-11.6,0.0,False,"{'roe_pct': 61.3, 'debt_to_equity': 1.36, 'current_ratio': 1.14, 'operating_margin_pct': 11.8}","{'eps_growth_yoy': 7.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 9.4}",177.63,197.0,125.0,19.0,none,18.2,161.5,7.4,150.31,-0.0,2.6,3.91,1.28,33.1,1.33,True,-1.51,104.7,14.6,35.0,2026-08-19,False,False,7.0,NEUTRAL,4.22,36.2,0.89,,,,,,0.0,0.0,0.9,15.3,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,1102.2,43.0,16.2,15.0,False,down,12.7,0.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,12.7,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,38.555,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.28,2.0,5.0,84.0,0,,2,RELIABLE/WATCH (+2),,0.0,42,0.0307,BAJA,6.6,7.4,14.5,,⚪ WEAK,🔴 Weak,,,,,,,
NDSN,0.0,,,,7.9,Nordson Corporation,52.5,Industrials,Specialty Industrial Machinery,50.0,40.0,44.0,85.0,60.0,286.83,15981578240.0,35.0,48.8,False,down,-6.7,False,0.0,-0.1,True,1.0,3.7,4.2,False,307.74,-6.8,0.0,False,"{'roe_pct': 17.1, 'debt_to_equity': 0.62, 'current_ratio': 2.6, 'operating_margin_pct': 23.5}","{'eps_growth_yoy': -6.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 18.2}",319.44,345.0,260.0,9.0,buy,11.4,173.01,-39.7,93.8,-67.3,3.6,10.31,1.14,34.6,1.08,True,-1.81,7.7,4.3,35.0,2026-08-19,False,False,7.0,NEUTRAL,3.93,65.0,3.79,,,,,,0.0,0.0,2.4,15.8,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 45% up volume)",MEDIUM_FLOAT,49.6,47.0,18.1,35.0,False,down,48.8,0.0,False,0.0,True,1.0,2.0,9.0,29.0,72.4,Medio,35.6,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,28.295,0.0,0.0,3.0,0.0,3.0,1.0,0.1,0.1,0.0,0.0,0.0,1.42,2.0,5.0,68.0,0,,-8,RELIABLE/AVOID (-8),WATCH,3.0,44,0.0793,BAJA,6.75,-39.7,64.9,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
KVUE,0.0,,,,3.1,Kenvue Inc.,67.3,Consumer Defensive,Household & Personal Products,90.0,70.0,44.0,60.0,50.0,18.76,36019363840.0,35.0,37.2,False,up,12.9,True,1.0,1.8,True,2.0,3.5,2.6,False,22.87,-18.0,7.0,True,"{'roe_pct': 15.7, 'debt_to_equity': 0.83, 'current_ratio': 0.98, 'operating_margin_pct': 21.6}","{'eps_growth_yoy': 12.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.6}",19.58,23.0,18.0,12.0,hold,4.4,41.04,118.8,24.6,31.1,5.16,0.97,4.32,98.5,,True,-0.37,6.2,18.8,22.0,2026-08-06,False,False,7.0,NEUTRAL,5.44,109.8,0.32,,,,,,14.0,0.0,0.9,20.2,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,1917.5,23.0,21.1,35.0,False,up,37.2,2.0,True,1.0,True,2.0,5.0,18.0,29.0,41.4,Bajo 50%,28.1,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,False,3/3,28.075000000000003,0.0,0.0,6.0,-2.0,3.0,5.0,0.0,0.43,0.0,0.0,0.0,0.55,-3.0,5.0,23.0,1,Appaloosa (Tepper),-8,RELIABLE/AVOID (-8),,0.0,44,0.0307,BAJA,17.23,31.1,-70.6,,⚪ WEAK,🔴 Weak,BUY,85.0,Good pullback (-18.0% from high) - valid VCP setup,-18.0,NEUTRAL,HOLD,False
NVR,0.0,,,,3.1,"NVR, Inc.",47.5,Consumer Cyclical,Residential Construction,50.0,30.0,36.0,85.0,50.0,6378.8,17218242560.0,15.0,18.2,False,down,-40.6,False,0.0,-27.6,False,0.0,7.5,4.2,False,8618.28,-26.0,0.0,False,"{'roe_pct': 33.3, 'debt_to_equity': 0.31, 'current_ratio': 5.58, 'operating_margin_pct': 13.5}","{'eps_growth_yoy': -40.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 12.5}",7132.0,8096.0,5664.0,5.0,hold,11.8,6817.73,6.9,4056.9,-36.4,7.26,463.34,,,,True,-10.93,57.4,-11.4,7.0,2026-07-22,True,False,5.0,NEUTRAL,10.75,41.3,,,,,,,0.0,0.0,0.9,14.2,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",MICRO_FLOAT,2.7,40.0,15.2,15.0,False,down,18.2,0.0,False,0.0,False,0.0,0.0,28.0,29.0,6.9,Bottom 25%,9.1,-3.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,27.155,0.0,0.0,6.0,0.0,3.0,-3.0,0.0,0.88,0.0,0.0,0.0,1.48,2.0,0.0,25.0,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),,0.0,6,0.0307,BAJA,0.0,6.9,26.6,MEDIA,⚪ WEAK,🔴 Weak,,,,,,,
KD,0.0,,,,45.9,"Kyndryl Holdings, Inc.",43.2,Technology,Information Technology Services,45.0,50.0,36.0,30.0,55.0,11.61,2560204800.0,15.0,4.4,False,down,-69.6,False,0.0,0.7,False,0.0,13.9,6.7,True,40.015,-71.0,0.0,False,"{'roe_pct': 15.1, 'debt_to_equity': 3.84, 'current_ratio': 0.88, 'operating_margin_pct': 4.1}","{'eps_growth_yoy': -69.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 1.3}",14.1,16.5,13.0,5.0,none,21.4,186.67,1507.8,8.0,-31.1,109.27,12.69,,,,True,-15.55,5.7,-36.5,21.0,2026-08-05,False,True,6.0,NEUTRAL,10.05,14.9,,,,,,,0.0,0.0,13.8,13.0,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",MEGA_FLOAT,204.2,50.0,26.7,15.0,False,down,4.4,0.0,False,0.0,False,0.0,0.0,26.0,29.0,13.8,Bottom 25%,11.6,-3.0,3.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,26.575000000000003,0.0,0.0,8.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,2.68,2.0,2.0,51.0,1,Appaloosa (Tepper),-8,RELIABLE/AVOID (-8),,0.0,12,0.4592,ALTA,0.0,21.4,-717.0,,⚪ WEAK,🔴 Weak,,,,,,,
PG,0.0,,,,9.4,Procter & Gamble Company (The),60.2,Consumer Defensive,Household & Personal Products,80.0,50.0,36.0,70.0,60.0,146.08,340161757184.0,15.0,19.8,False,down,8.8,True,1.0,1.7,False,0.0,1.0,2.5,False,167.25,-12.7,0.0,False,"{'roe_pct': 31.1, 'debt_to_equity': 0.68, 'current_ratio': 0.73, 'operating_margin_pct': 23.0}","{'eps_growth_yoy': 8.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.2}",163.43,186.0,145.0,23.0,buy,11.9,90.6,-38.0,67.3,-53.9,3.74,5.47,2.87,61.8,2.47,True,-1.43,25.6,4.1,14.0,2026-07-29,False,True,6.0,NEUTRAL,5.68,88.2,3.57,NEUTRAL,0.81,70.0,5.0,4.0,0.0,0.0,2.8,18.1,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEGA_FLOAT,2324.3,43.0,20.9,15.0,False,down,19.8,0.0,True,1.0,False,0.0,2.0,18.0,29.0,41.4,Bajo 50%,28.1,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,26.549999999999997,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.49,2.0,2.0,27.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,-6.0,42,0.0943,BAJA,7.52,-38.0,57.8,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
FHN,0.0,,,,10.5,First Horizon Corporation,61.5,Financial Services,Banks - Regional,75.0,50.0,54.0,65.0,60.0,25.72,12207170560.0,60.0,58.6,False,flat,8.7,False,0.0,3.7,False,0.0,0.0,0.0,False,26.56,-3.2,0.0,False,"{'roe_pct': 11.3, 'operating_margin_pct': 42.9}","{'eps_growth_yoy': 8.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 29.9}",28.03,30.0,25.0,19.0,buy,9.0,,,58.01,125.5,,,2.63,31.2,3.34,True,-6.46,,20.5,0.0,2026-07-15,True,False,5.0,NEUTRAL,,,0.37,,,,,,3.0,0.0,3.1,18.4,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.5x ratio, 54% up volume)",MEGA_FLOAT,469.2,43.0,21.6,60.0,False,flat,58.6,0.0,False,0.0,False,0.0,0.0,5.0,29.0,86.2,Top 25%,46.4,3.0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,26.025,0.0,0.0,0.0,3.0,3.0,5.0,0.76,4.31,3.0,0.0,0.0,1.12,0.0,0.0,,1,Appaloosa (Tepper),-8,RELIABLE/AVOID (-8),,0.0,16,0.1046,BAJA,13.65,67.2,-116.5,,⚪ WEAK,🔴 Weak,,,,,,,
CDNS,0.0,,,,4.5,"Cadence Design Systems, Inc.",74.5,Technology,Software - Application,100.0,60.0,54.0,85.0,60.0,376.8,103927463936.0,60.0,56.5,False,up,109.7,False,0.0,15.6,False,0.0,2.2,2.1,False,416.69,-9.6,0.0,False,"{'roe_pct': 20.7, 'debt_to_equity': 0.47, 'current_ratio': 1.47, 'operating_margin_pct': 29.7}","{'eps_growth_yoy': 109.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.2}",391.18,470.0,275.0,25.0,strong_buy,3.8,178.28,-52.7,98.9,-73.8,1.44,5.44,,,,True,-0.96,14.4,23.0,12.0,2026-07-27,False,True,7.0,NEUTRAL,1.55,44.0,1.74,,,,,,0.0,0.0,1.3,22.3,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,274.5,43.0,23.7,60.0,False,up,56.5,2.0,False,0.0,False,0.0,0.0,22.0,29.0,27.6,Bajo 50%,20.1,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,26.025,0.0,0.0,0.0,0.0,3.0,5.0,0.62,1.51,1.0,0.0,0.0,0.48,-3.0,5.0,112.0,0,,-8,RELIABLE/AVOID (-8),WATCH,0.0,43,0.0445,BAJA,8.95,-52.7,67.0,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
BN,0.0,,,,50.0,Brookfield Corporation,47.2,Financial Services,Asset Management,45.0,50.0,36.0,50.0,65.0,43.66,97518788608.0,15.0,6.3,False,down,-62.5,False,0.0,2.7,False,0.0,,3.7,False,49.57,-11.9,0.0,False,"{'roe_pct': 2.5, 'debt_to_equity': 1.61, 'current_ratio': 0.89, 'operating_margin_pct': 28.9}","{'eps_growth_yoy': -62.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 1.7}",54.5,61.0,31.0,10.0,buy,24.8,,,15.6,-64.3,-2.28,-0.99,0.65,49.0,0.87,True,-1.08,1.3,158.8,22.0,2026-08-06,False,False,6.0,NEUTRAL,4.54,12.9,0.05,,,,,,0.0,0.0,,14.2,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.9x ratio, 45% up volume)",MEGA_FLOAT,1732.9,50.0,20.2,15.0,False,down,6.3,0.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,6.3,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,5.0,False,1/3,33.88,0.0,0.0,-5.0,0.0,3.0,5.0,0.0,0.18,0.0,0.0,0.0,3.1,0.0,2.0,93.0,1,Pershing Square (Ackman),0,MIXED/INSUFFICIENT (0),,0.0,0,,,6.220000000000001,-19.8,89.1,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
WST,89.76666666666667,Excellent,Stage 2 Strong,20.428015796223274,19.8,"West Pharmaceutical Services, I",75.3,Healthcare,Medical Instruments & Supplies,80.0,70.0,68.0,95.0,60.0,357.65,25267109888.0,95.0,93.0,False,up,5.3,True,1.0,10.2,True,1.0,3.8,2.9,False,367.66,-2.7,1.0,False,"{'roe_pct': 19.1, 'debt_to_equity': 0.11, 'current_ratio': 2.71, 'operating_margin_pct': 21.7}","{'eps_growth_yoy': 5.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.8}",379.0,447.0,310.0,15.0,strong_buy,6.0,165.47,-53.7,223.2,-37.6,1.09,3.9,0.24,11.5,0.25,True,-1.19,336.2,56.1,8.0,2026-07-23,False,True,7.0,NEUTRAL,2.4,19.0,0.66,,,,,,34.400000000000006,35.9,5.9,22.6,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.7x ratio, 61% up volume)",HIGH_FLOAT,70.2,40.0,64.4,95.0,False,up,93.0,5.0,True,1.0,True,1.0,5.0,14.0,29.0,55.2,Medio,31.3,0.0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,25.860000000000007,0.0,0.0,0.0,0.0,3.0,5.0,4.39,5.63,3.0,0.0,3.0,0.75,-3.0,5.0,120.0,0,,-8,RELIABLE/AVOID (-8),WATCH,0.0,37,0.1975,BAJA,59.91333333333333,-37.6,51.6,ALTA,⚪ WEAK,🔴 Weak,AVOID,25.0,Near ATH (-2.7% from high) - poor entry point | Elevated P/E (48.1) - watch valuation,-2.7,NEUTRAL,STRONG_BUY,True
PEP,0.0,,,,5.5,"Pepsico, Inc.",61.0,Consumer Defensive,Beverages - Non-Alcoholic,90.0,60.0,36.0,45.0,50.0,135.45,185024692224.0,15.0,5.5,False,down,14.5,True,1.0,1.0,True,1.0,2.7,3.4,False,171.48,-21.0,0.0,False,"{'roe_pct': 51.5, 'debt_to_equity': 2.39, 'current_ratio': 0.93, 'operating_margin_pct': 17.0}","{'eps_growth_yoy': 14.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.8}",155.73,183.0,124.0,22.0,hold,15.0,242.5,79.0,228.9,69.0,4.22,5.72,4.27,75.3,3.03,True,-0.53,12.7,54.8,85.0,2026-10-08,False,False,5.0,NEUTRAL,4.91,33.8,0.11,,,,,,3.0,0.0,1.6,18.3,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,1361.0,45.0,19.9,15.0,False,down,5.5,0.0,True,1.0,True,1.0,5.0,8.0,29.0,75.9,Top 25%,36.0,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,25.674999999999997,0.0,0.0,3.0,0.0,3.0,5.0,-5.93,-7.58,0.0,3.0,-3.0,1.88,2.0,0.0,79.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,2.0,35,0.0547,BAJA,0.0,69.0,-59.0,,⚪ WEAK,🔴 Weak,,,,,,,
DBOEY,0.0,,,,30.4,Deutsche Boerse AG,67.3,Financial Services,Financial Data & Stock Exchanges,95.0,50.0,44.0,80.0,55.0,29.25,53265985536.0,35.0,29.6,False,down,11.4,True,1.0,8.5,False,0.0,,,False,31.44,-7.0,0.0,False,"{'roe_pct': 19.2, 'debt_to_equity': 0.65, 'current_ratio': 1.01, 'operating_margin_pct': 43.6}","{'eps_growth_yoy': 11.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.3}",34.97,34.97,34.97,1.0,none,19.6,,,15.62,-46.6,,,1.67,35.4,1.9,,,,6.1,7.0,2026-07-22,True,False,5.0,NEUTRAL,5.29,66.8,1.5,,,,,,0.0,0.0,9.1,20.2,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MEGA_FLOAT,1822.3,45.0,29.3,35.0,False,down,29.6,0.0,True,1.0,False,0.0,2.0,16.0,29.0,48.3,Bajo 50%,29.9,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,25.440000000000005,0.0,0.0,0.0,3.0,0.0,3.0,0.45,-1.18,1.0,0.0,0.0,2.45,2.0,0.0,39.0,0,,-8,RELIABLE/AVOID (-8),,0.0,29,0.3039,MEDIA,8.23,-13.5,66.2,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
POOL,0.0,,,,12.0,Pool Corporation,51.5,Industrials,Industrial Distribution,55.0,40.0,36.0,75.0,65.0,210.07,7655582208.0,15.0,16.9,False,down,-72.6,True,1.0,-36.2,True,1.0,12.1,2.9,True,345.0,-39.1,0.0,False,"{'roe_pct': 34.2, 'debt_to_equity': 1.4, 'current_ratio': 1.87, 'operating_margin_pct': 7.3}","{'eps_growth_yoy': -72.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 7.6}",254.55,300.0,210.0,11.0,buy,21.2,90.47,-56.9,108.4,-48.4,2.93,6.15,2.47,46.0,1.26,True,-4.63,16.4,1.5,8.0,2026-07-23,False,True,5.0,NEUTRAL,6.32,34.5,8.31,,,,,,6.0,0.0,3.6,15.4,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.8x ratio, 63% up volume)",MEDIUM_FLOAT,35.2,40.0,19.0,15.0,False,down,16.9,0.0,True,1.0,True,1.0,5.0,6.0,29.0,82.8,Top 25%,45.8,3.0,3.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,25.300000000000004,0.0,0.0,0.0,3.0,3.0,1.0,0.0,-0.53,0.0,1.0,0.0,2.65,2.0,0.0,48.0,0,,-8,RELIABLE/AVOID (-8),,0.0,12,0.1196,BAJA,0.0,-48.4,73.8,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
