ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,upside_triangulated_pct,upside_divergence_pts,upside_divergence,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes
VRSK,0.0,,,,50.0,"Verisk Analytics, Inc.",61.5,Industrials,Consulting Services,75.0,60.0,38.7,65.0,65.0,194.85,25360900096.0,15.0,22.4,False,up,1.4,False,0.0,4.9,True,1.0,5.6,2.0,False,276.19,-29.5,1.0,False,"{'current_ratio': 1.0, 'operating_margin_pct': 45.1}","{'eps_growth_yoy': 1.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.2}",237.12,275.0,185.0,17.0,buy,21.7,119.33,-38.8,65.1,-66.6,4.16,8.11,1.03,29.2,0.63,True,-8.48,6.9,-2.4,86.0,2026-10-28,False,False,7.0,NEUTRAL,4.56,113.1,,,,,,,4.399999999999999,0.0,,18.4,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",HIGH_FLOAT,129.7,22.0,26.4,15.0,False,up,22.4,2.0,False,0.0,True,1.0,2.0,13,29.0,58.6,Medio,38.4,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,37.300000000000004,5.0,3.0,0.0,3.0,0.0,5.36,7.55,2.0,0.0,3.0,-38.8,74.4,ALTA,2.71,2.0,5.0,33,0,,-8,RELIABLE/AVOID (-8),REVISION_UP,11.0,31,,,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,
AUTO.L,0.0,,,,19.8,AUTOTRADER GROUP PLC ORD 1P,59.9,Communication Services,Internet Content & Information,60.0,50.0,54.5,90.0,50.0,532.389,4167915264.0,,,,,,,0.0,,,0.0,,,False,844.4,-37.0,1.0,False,"{'roe_pct': 60.2, 'debt_to_equity': 0.52, 'current_ratio': 1.73, 'operating_margin_pct': 62.2}",{'profit_margin_pct': 47.1},562.33,800.0,410.0,18.0,hold,5.6,,,,,5.85,0.31,2.21,32.0,1.35,,,,2.0,94.0,2026-11-05,False,False,5.0,NEUTRAL,8.87,332.4,2.38,,,,,,0.0,0.0,5.9,18.0,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,95,"Strong institutional buying (3.4x ratio, 75% up volume)",MEGA_FLOAT,803.0,23.0,23.9,,,,,0.0,,0.0,,0.0,0.0,5,29.0,86.2,Top 25%,54.5,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,36.95,0.0,6.0,3.0,0.0,1.0,-0.65,-3.46,0.0,2.0,0.0,,,,0.7,-3.0,0.0,3,0,,-5,MIXED/AVOID (-5),BEST,5.0,45,0.198,BAJA,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,
VRSN,0.0,,,,43.6,"VeriSign, Inc.",64.0,Technology,Software - Infrastructure,75.0,60.0,65.1,50.0,60.0,290.02,26217807872.0,60.0,59.8,False,down,1.7,False,0.0,3.7,True,1.0,2.0,2.2,False,312.48,-7.2,6.0,False,"{'current_ratio': 0.59, 'operating_margin_pct': 68.2}","{'eps_growth_yoy': 1.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 49.8}",318.0,355.0,270.0,5.0,buy,9.6,165.22,-43.0,92.2,-68.2,3.18,9.21,1.12,34.3,,True,-3.43,15.5,7.7,80.0,2026-10-22,False,False,8.0,STRONG,4.17,512.5,3.43,BEARISH,999.0,50.0,0.0,1.0,17.299999999999997,0.0,13.1,19.2,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,83,200 MA declining - structural weakness,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",HIGH_FLOAT,89.7,20.0,32.3,60.0,False,down,59.8,0.0,False,0.0,True,1.0,2.0,6,29.0,82.8,Top 25%,49.0,3.0,0.0,3.0,5.0,-8.0,0.0,0.0,0.0,False,2/3,36.28,0.0,3.0,0.0,3.0,3.0,0.0,1.92,1.0,0.0,0.0,-43.0,65.2,ALTA,1.2,0.0,10.0,22,1,Berkshire Hathaway (Buffett),-5,MIXED/AVOID (-5),CONFIRM,11.0,45,0.4362,BAJA,22.9,⚪ WEAK,🔴 Weak,,,,,,,,,,
7741.T,0.0,,,,50.0,HOYA CORP,61.2,Healthcare,Medical Instruments & Supplies,60.0,50.0,50.0,95.0,65.0,25260.0,8449937113088.0,,,,,,,0.0,,,0.0,,,False,30400.0,-16.9,4.0,False,"{'roe_pct': 26.5, 'debt_to_equity': 0.04, 'current_ratio': 4.91, 'operating_margin_pct': 32.4}",{'profit_margin_pct': 27.2},30200.0,35000.0,23100.0,15.0,strong_buy,19.6,22662.84,-10.3,22281.6,-11.8,2.12,534.4,1.2,39.7,0.76,,,,30.0,87.0,2026-10-30,False,False,6.0,NEUTRAL,4.25,33.1,1.23,,,,,,3.1999999999999993,0.0,,18.4,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 55% up volume)",MEGA_FLOAT,334.6,23.0,26.2,,,,,0.0,,0.0,,0.0,0.0,18,29.0,41.4,Bajo 50%,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,36.230000000000004,0.0,0.0,0.0,0.0,5.0,-0.59,-0.59,0.0,0.0,0.0,-10.3,30.6,MEDIA,2.45,2.0,2.0,83,0,,0,MIXED/INSUFFICIENT (0),CAUTION,0.0,45,,,6.12,⚪ WEAK,🔴 Weak,,,,,,,,,,
FHN,0.0,,,,31.6,First Horizon Corporation,60.5,Financial Services,Banks - Regional,75.0,50.0,54.0,65.0,50.0,25.64,0.0,60.0,56.8,False,up,8.7,False,0.0,3.7,False,0.0,0.0,0.0,False,26.56,-3.5,6.0,False,"{'roe_pct': 11.5, 'operating_margin_pct': 40.1}","{'eps_growth_yoy': 8.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 30.2}",27.95,30.0,25.0,19.0,none,9.0,,,39.8,55.2,,,2.65,31.2,3.34,False,,,10.0,72.0,2026-10-14,False,False,5.0,NEUTRAL,,,0.56,,,,,,41.6,0.0,9.5,18.1,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MEGA_FLOAT,468.6,3.0,27.6,60.0,False,up,56.8,2.0,False,0.0,False,0.0,0.0,3,29.0,93.1,Top 10%,58.8,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,3/3,35.78,0.0,0.0,3.0,0.0,3.0,0.0,2.12,0.0,0.0,0.0,32.1,-46.2,,1.12,0.0,0.0,,1,Appaloosa (Tepper),0,UNRELIABLE/INSUFFICIENT (0),,0.0,35,0.3162,BAJA,28.55,⚪ WEAK,🔴 Weak,,,,,,,,,,
CB,0.0,,,,18.0,Chubb Limited,64.3,Financial Services,Insurance - Property & Casualty,80.0,50.0,60.3,65.0,60.0,350.68,135292297216.0,60.0,60.5,False,up,1.9,True,1.0,-1.5,True,2.0,1.1,2.4,False,365.91,-4.2,7.0,True,"{'roe_pct': 14.8, 'debt_to_equity': 0.31, 'current_ratio': 0.41, 'operating_margin_pct': 23.5}","{'eps_growth_yoy': 1.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 18.1}",365.26,425.0,306.0,23.0,buy,4.2,400.01,14.1,282.3,-19.5,7.75,27.19,1.16,13.9,1.44,True,-3.32,18.9,-0.5,85.0,2026-10-27,False,False,6.0,NEUTRAL,8.75,,,,,,,,43.7,0.0,5.4,19.3,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,349.9,3.0,24.7,60.0,False,up,60.5,2.0,True,1.0,True,2.0,5.0,8,29.0,75.9,Top 25%,42.7,3.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,3/3,35.62,0.0,6.0,0.0,3.0,0.0,-0.08,5.54,1.0,0.0,0.0,4.2,6.9,,0.52,-3.0,2.0,,0,,3,MIXED/BUY (+3),CAUTION,-1.0,45,0.1798,BAJA,31.93,⚪ WEAK,🔴 Weak,AVOID,35.0,Near ATH (-4.2% from high) - poor entry point,-4.2,NEUTRAL,BUY,False,,,
TW,0.0,,,,50.0,Tradeweb Markets Inc.,58.5,Financial Services,Capital Markets,65.0,50.0,36.0,85.0,65.0,100.5,0.0,15.0,10.1,False,down,-2.3,True,1.0,9.9,False,0.0,3.6,2.5,False,141.13,-28.8,2.0,False,"{'roe_pct': 14.5, 'debt_to_equity': 0.02, 'current_ratio': 6.79, 'operating_margin_pct': 43.8}","{'eps_growth_yoy': -2.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 40.7}",126.0,201.0,98.0,14.0,buy,25.4,,,82.54,-17.9,,,0.56,12.4,0.4,False,,633.6,13.8,87.0,2026-10-29,False,False,8.0,STRONG,5.88,57.1,1.11,,,,,,2.1000000000000014,0.0,,17.6,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.1x ratio, 51% up volume)",HIGH_FLOAT,113.7,20.0,25.1,15.0,False,down,10.1,0.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,10.1,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,35.3,0.0,0.0,0.0,0.0,3.0,-1.95,-6.42,0.0,3.0,-1.5,3.8,43.3,ALTA,3.18,0.0,10.0,32,0,,-8,RELIABLE/AVOID (-8),REVISION_UP,8.0,17,,,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,
NYT,0.0,,,,50.0,New York Times Company (The),60.8,Communication Services,Publishing,70.0,50.0,44.0,90.0,50.0,74.89,0.0,35.0,37.6,False,flat,6.0,False,0.0,3.8,False,0.0,8.7,7.6,True,87.1,-14.0,5.0,False,"{'roe_pct': 19.7, 'debt_to_equity': 0.02, 'current_ratio': 1.6, 'operating_margin_pct': 13.1}","{'eps_growth_yoy': 6.0, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.3}",83.44,95.0,66.0,9.0,none,11.4,,,69.9,-6.7,,,1.23,40.8,0.92,False,,525.6,40.0,2.0,2026-08-05,True,False,8.0,STRONG,3.92,52.8,0.29,,,,,,15.100000000000001,0.0,,18.2,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 50% up volume)",HIGH_FLOAT,134.7,20.0,26.1,35.0,False,flat,37.6,0.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,37.6,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,34.32,0.0,0.0,0.0,0.0,5.0,0.0,-0.79,0.0,0.0,0.0,2.4,18.1,,1.42,2.0,10.0,73,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),,0.0,45,,,19.58,⚪ WEAK,🔴 Weak,,,,,,,,,,
EQIX,0.0,,,,50.0,"Equinix, Inc.",74.0,Real Estate,REIT - Specialty,90.0,70.0,62.4,70.0,65.0,1019.28,100574085120.0,60.0,59.7,False,down,28.1,False,0.0,13.3,True,1.0,2.2,2.8,False,1128.68,-9.7,6.0,False,"{'roe_pct': 10.7, 'debt_to_equity': 1.62, 'current_ratio': 1.13, 'operating_margin_pct': 27.0}","{'eps_growth_yoy': 28.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 15.5}",1220.14,1350.0,1060.0,29.0,buy,19.7,1554.22,52.5,446.11,-56.2,3.75,38.27,2.02,126.8,1.86,False,,4.0,28.8,86.0,2026-10-28,False,False,6.0,NEUTRAL,1.65,7.8,1.9,,,,,,34.7,0.0,,22.2,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 40% up volume)",HIGH_FLOAT,98.3,7.0,31.7,60.0,False,down,59.7,0.0,False,0.0,True,1.0,2.0,,29.0,,Sin datos suficientes,59.7,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,2/3,34.1,5.0,3.0,-2.0,0.0,5.0,1.71,1.8,1.0,0.0,1.5,19.7,21.6,MEDIA,2.46,2.0,2.0,124,0,,-10,UNRELIABLE/AVOID (-10),WATCH,4.0,31,,,23.9,⚪ WEAK,🔴 Weak,,,,,,,,,,
ROL,0.0,,,,3.2,"Rollins, Inc.",57.8,Consumer Cyclical,Personal Services,70.0,70.0,15.0,65.0,65.0,37.97,18269091840.0,15.0,0.0,False,down,-12.0,True,2.0,5.1,True,2.0,4.5,2.9,False,66.14,-42.6,0.0,False,"{'roe_pct': 37.0, 'debt_to_equity': 0.78, 'current_ratio': 0.63, 'operating_margin_pct': 18.8}","{'eps_growth_yoy': -12.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 13.6}",45.59,66.0,32.0,17.0,buy,20.1,15.41,-59.4,11.0,-71.0,2.75,1.04,1.92,64.9,1.15,True,-1.34,21.8,2.2,86.0,2026-10-28,False,False,6.0,NEUTRAL,3.78,132.5,9.33,,,,,,3.0,0.0,1.0,17.3,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,STRONG_DISTRIBUTION,5,"Strong selling pressure (0.4x ratio, 27% up volume)",MEGA_FLOAT,308.7,33.0,18.3,15.0,False,down,0.0,0.0,True,2.0,True,2.0,8.0,,29.0,,Sin datos suficientes,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,33.98,0.0,0.0,3.0,3.0,1.0,0.0,-26.91,0.0,2.0,0.0,-59.4,85.3,ALTA,2.51,2.0,2.0,53,0,,0,MIXED/WATCH (0),,0.0,6,0.0317,BAJA,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,
CTAS,0.0,,,,50.0,Cintas Corporation,70.8,Industrials,Specialty Business Services,90.0,60.0,50.3,85.0,60.0,204.63,81886699520.0,35.0,39.2,False,up,4.0,True,2.0,6.9,True,1.0,4.1,5.4,False,226.75,-9.8,3.0,False,"{'roe_pct': 40.7, 'debt_to_equity': 0.53, 'current_ratio': 1.43, 'operating_margin_pct': 23.7}","{'eps_growth_yoy': 4.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 17.8}",215.38,250.0,160.0,16.0,buy,5.3,90.31,-55.9,76.6,-62.6,1.79,3.66,1.02,36.7,0.89,True,-1.16,24.6,10.9,51.0,2026-09-23,False,False,8.0,STRONG,3.1,82.2,2.15,BULLISH,0.0,50.0,1.0,0.0,25.3,0.0,,21.2,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 60% up volume)",MEGA_FLOAT,342.2,23.0,30.3,35.0,False,up,39.2,2.0,True,2.0,True,1.0,8.0,16,29.0,48.3,Bajo 50%,31.4,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,False,2/3,33.919999999999995,5.0,0.0,0.0,3.0,3.0,0.41,3.2,2.0,0.0,0.0,-55.9,64.6,ALTA,0.66,-3.0,10.0,83,0,,-8,RELIABLE/AVOID (-8),CAUTION,-8.0,45,,,16.08,⚪ WEAK,🔴 Weak,,,,,,,,,,
VEEV,91.29411764705884,Excellent,Stage 2 Strong,27.949189152179983,50.0,Veeva Systems Inc.,79.3,Healthcare,Health Information Services,100.0,80.0,50.3,85.0,65.0,203.78,33102694400.0,35.0,26.4,False,up,30.3,True,1.0,11.9,True,2.0,5.3,3.2,False,310.5,-34.4,2.0,False,"{'roe_pct': 13.9, 'debt_to_equity': 0.01, 'current_ratio': 4.74, 'operating_margin_pct': 30.9}","{'eps_growth_yoy': 30.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 28.4}",244.14,350.0,165.0,28.0,buy,19.8,183.94,-9.7,82.34,-59.6,3.8,7.75,,,,True,-0.69,,14.6,30.0,2026-09-02,False,False,7.0,NEUTRAL,3.54,14.1,1.39,BULLISH,0.0,70.0,2.0,0.0,74.2,36.5,,23.8,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",HIGH_FLOAT,148.9,20.0,86.2,35.0,False,up,26.4,2.0,True,1.0,True,2.0,5.0,,29.0,,Sin datos suficientes,26.4,0.0,1.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,2/3,32.72,0.0,3.0,0.0,3.0,3.0,0.0,-0.18,0.0,0.0,0.0,-9.7,54.4,ALTA,2.48,2.0,5.0,117,0,,-8,RELIABLE/AVOID (-8),WATCH,3.0,26,,,46.07705882352942,⚪ WEAK,🔴 Weak,BUY,90.0,Good pullback (-34.4% from high) - valid VCP setup | Elevated P/E (36.1) - watch valuation | Strong upside (+19.8%) - analyst support,-34.4,NEUTRAL,BUY,False,,,
ETN,79.1,Excellent,Stage 2 Early,15.335188564337043,50.0,"Eaton Corporation, PLC",61.5,Industrials,Specialty Industrial Machinery,50.0,70.0,62.4,70.0,60.0,415.2,0.0,60.0,61.5,False,up,-11.8,False,0.0,6.0,True,2.0,2.1,3.4,False,436.74,-4.9,7.0,True,"{'roe_pct': 19.7, 'debt_to_equity': 1.05, 'current_ratio': 1.24, 'operating_margin_pct': 16.6}","{'eps_growth_yoy': -11.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 12.8}",457.75,534.0,333.0,25.0,buy,10.2,,,102.1,-75.4,,,1.06,41.3,1.55,False,,16.5,-15.9,92.0,2026-11-03,False,False,7.0,NEUTRAL,2.84,64.1,,,,,,,87.6,31.6,,18.4,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,70,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,387.8,3.0,71.6,60.0,False,up,61.5,2.0,False,0.0,True,2.0,2.0,4,29.0,89.7,Top 25%,56.3,3.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,3/3,32.6,5.0,0.0,0.0,0.0,-3.0,0.43,0.43,0.0,0.0,0.0,-32.6,85.6,ALTA,1.27,2.0,5.0,98,0,,0,MIXED/WATCH (0),REVISION_UP,8.0,31,,,71.2,⚪ WEAK,🔴 Weak,AVOID,25.0,Near ATH (-4.9% from high) - poor entry point | Elevated P/E (40.7) - watch valuation,-4.9,NEUTRAL,BUY,True,,,
IT,0.0,,,,50.0,"Gartner, Inc.",39.8,Technology,Information Technology Services,50.0,30.0,24.0,50.0,50.0,151.02,10111074304.0,15.0,9.0,False,down,-7.7,False,0.0,-10.4,False,0.0,23.7,7.4,True,337.29,-55.2,1.0,False,"{'roe_pct': 94.9, 'debt_to_equity': 52.93, 'current_ratio': 0.94, 'operating_margin_pct': 20.5}","{'eps_growth_yoy': -7.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 11.4}",160.38,203.0,120.0,13.0,hold,6.2,419.26,177.6,175.08,15.9,10.53,15.89,,,,True,-23.37,8.5,6.9,1.0,2026-08-04,True,False,6.0,NEUTRAL,9.27,255.4,0.57,,,,,,0.0,0.0,,11.9,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",HIGH_FLOAT,60.9,22.0,17.1,15.0,False,down,9.0,0.0,False,0.0,False,0.0,0.0,26,29.0,13.8,Bottom 25%,15.7,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,31.92,0.0,8.0,0.0,3.0,3.0,0.0,-2.8,0.0,2.0,0.0,15.9,-90.6,,0.78,-3.0,2.0,2,0,,-5,MIXED/AVOID (-5),BEST,11.0,31,,,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,
HEI,0.0,,,,50.0,Heico Corporation,79.6,Industrials,Aerospace & Defense,100.0,70.0,63.0,90.0,60.0,356.36,0.0,60.0,63.4,False,up,31.8,True,1.0,19.9,True,1.0,1.5,1.7,False,369.48,-3.6,7.0,True,"{'roe_pct': 17.2, 'debt_to_equity': 0.48, 'current_ratio': 2.92, 'operating_margin_pct': 25.5}","{'eps_growth_yoy': 31.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.1}",386.53,472.0,290.0,19.0,buy,8.5,,,167.7,-52.9,,,0.07,4.3,0.1,False,,9.0,48.2,22.0,2026-08-25,False,False,8.0,STRONG,1.94,52.3,1.07,,,,,,53.1,0.0,,23.9,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 55% up volume)",HIGH_FLOAT,123.9,0.0,34.1,60.0,False,up,63.4,2.0,True,1.0,True,1.0,5.0,,29.0,,Sin datos suficientes,63.4,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,3/3,31.739999999999995,5.0,0.0,0.0,0.0,5.0,0.0,0.12,0.0,0.0,0.0,-22.2,61.4,ALTA,1.06,0.0,10.0,107,0,,-8,RELIABLE/AVOID (-8),WATCH,0.0,45,,,33.46,⚪ WEAK,🔴 Weak,AVOID,15.0,Near ATH (-3.6% from high) - poor entry point | High P/E (63.7) - valuation risk,-3.6,NEUTRAL,BUY,True,,,
