ticker,super_score_4d,tier,vcp_score,insiders_score,sector_score,institutional_score,num_whales,top_whales,next_earnings,days_to_earnings,sector_name,sector_momentum,tier_boost,dj_ticker,current_price,price_target,upside_percent,analyst_target,analyst_upside,num_analysts,fundamental_score,pe_ratio,peg_ratio,fcf_yield,roe,revenue_growth,entry_score,entry_bonus,super_score_5d,entry_price,entry_date,snapshot_id
COCP,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,0.9649,4.53,369.48,8.0,729.1014612913254,3,25.0,,,-45.18517009031996,-0.94944,,0.0,0,35.0,0.9599999785423279,2026-02-17,20260217_143327
EP,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,2025-11-14,-86.0,Energy,improving,0,DJUSEN,2.91,,,,,0,10.0,,,-9.7616628248886,-0.31425,-0.13,0.0,0,35.0,2.9100000858306885,2026-02-17,20260217_143327
KTTA,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,0.7099999785423279,2026-02-17,20260217_143327
BLNE,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-03-30,50.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,3.0299999713897705,2026-02-17,20260217_143327
NWTG,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,,,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,1.4500000476837158,2026-02-17,20260217_143327
TPC,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,82.73999786376953,2026-02-17,20260217_143327
SAVA,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-12,-88.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,2.0899999141693115,2026-02-17,20260217_143327
URG,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,,,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,1.5800000429153442,2026-02-17,20260217_143327
WEN,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2026-02-13,5.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,7.480000019073486,2026-02-17,20260217_143327
RHLD,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,186.42999267578125,2026-02-17,20260217_143327
FRPH,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,,,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,23.799999237060547,2026-02-17,20260217_143327
OHI,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2026-04-30,81.0,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,47.400001525878906,2026-02-17,20260217_143327
GBCI,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-01-22,-17.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,51.290000915527344,2026-02-17,20260217_143327
MRVI,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,2.9600000381469727,2026-02-17,20260217_143327
QNBC,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,38.0,2026-02-17,20260217_143327
ANNX,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-13,-87.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,4.889999866485596,2026-02-17,20260217_143327
BRR,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,2.5199999809265137,2026-02-17,20260217_143327
ROLR,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2025-11-11,-89.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,4.03000020980835,2026-02-17,20260217_143327
PODC,35.0,🔵 MODERADA,0.0,100,18.22,0.0,0,,2026-02-11,3.0,Communication Services,improving,0,DJUSTL,,,,,,0,,,,,,,,0,35.0,2.859999895095825,2026-02-17,20260217_143327
ARX,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2025-11-12,-88.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,10.670000076293945,2026-02-17,20260217_143327
NRDE,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,,,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,1.600000023841858,2026-02-17,20260217_143327
ADC,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2026-02-10,2.0,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,78.08000183105469,2026-02-17,20260217_143327
ZIVO,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,10.0,2026-02-17,20260217_143327
FAST,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2026-04-13,64.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,46.40999984741211,2026-02-17,20260217_143327
ACVA,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2026-02-23,15.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,6.610000133514404,2026-02-17,20260217_143327
UPXI,35.0,🔵 MODERADA,0.0,100,18.22,0.0,0,,2026-02-10,2.0,Communication Services,improving,0,DJUSTL,,,,,,0,,,,,,,,0,35.0,0.7689999938011169,2026-02-17,20260217_143327
QNTO,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,15.5,2026-02-17,20260217_143327
STAA,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-10,2.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,16.100000381469727,2026-02-17,20260217_143327
UFI,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2026-04-29,80.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,4.010000228881836,2026-02-17,20260217_143327
SUNS,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2025-11-13,-87.0,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,9.40999984741211,2026-02-17,20260217_143327
ACRV,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,1.6299999952316284,2026-02-17,20260217_143327
ULBI,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2025-11-18,-82.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,6.420000076293945,2026-02-17,20260217_143327
QDEL,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-11,3.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,23.579999923706055,2026-02-17,20260217_143327
NWBI,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-01-26,-13.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,12.989999771118164,2026-02-17,20260217_143327
LUCK,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2026-02-04,-4.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,7.829999923706055,2026-02-17,20260217_143327
BWFG,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-22,73.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,48.7400016784668,2026-02-17,20260217_143327
RLMD,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-13,-87.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,3.7200000286102295,2026-02-17,20260217_143327
LIFE,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,10.289999961853027,2026-02-17,20260217_143327
ASST,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-02-09,1.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,8.329999923706055,2026-02-17,20260217_143327
IPSC,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-13,-87.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,1.75,2026-02-17,20260217_143327
ELAN,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-24,16.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,25.1299991607666,2026-02-17,20260217_143327
PARK,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,19.15999984741211,2026-02-17,20260217_143327
J,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2026-02-03,-5.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,132.7899932861328,2026-02-17,20260217_143327
PEBO,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-21,72.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,33.560001373291016,2026-02-17,20260217_143327
VIRC,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2025-12-08,-62.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,6.289999961853027,2026-02-17,20260217_143327
GRNT,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,,,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,5.050000190734863,2026-02-17,20260217_143327
HYNE,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,14.289999961853027,2026-02-17,20260217_143327
SRBK,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-01-28,-11.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,17.15999984741211,2026-02-17,20260217_143327
UTZ,35.0,🔵 MODERADA,0.0,100,20.85,0.0,0,,2026-02-12,4.0,Consumer Defensive,improving,0,DJUSFB,,,,,,0,,,,,,,,0,35.0,9.350000381469727,2026-02-17,20260217_143327
NKE,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2025-12-18,-52.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,63.130001068115234,2026-02-17,20260217_143327
AGIG,35.0,🔵 MODERADA,0.0,100,31.22,0.0,0,,,,Utilities,improving,0,DJUSUT,,,,,,0,,,,,,,,0,35.0,3.009999990463257,2026-02-17,20260217_143327
MDLN,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-25,17.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,44.54999923706055,2026-02-17,20260217_143327
TTRX,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,3.509999990463257,2026-02-17,20260217_143327
CDNL,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,25.0,2026-02-17,20260217_143327
FOSL,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2025-11-13,-87.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,3.799999952316284,2026-02-17,20260217_143327
INV,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2025-11-13,-87.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,3.0199999809265137,2026-02-17,20260217_143327
TCBI,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-16,67.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,103.41999816894531,2026-02-17,20260217_143327
ATLO,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-16,67.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,27.770000457763672,2026-02-17,20260217_143327
BH,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,,,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,396.75,2026-02-17,20260217_143327
DLHC,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2026-02-09,1.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,5.559999942779541,2026-02-17,20260217_143327
NEOG,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-04-08,59.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,10.9399995803833,2026-02-17,20260217_143327
LB,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,2026-02-25,17.0,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,65.25,2026-02-17,20260217_143327
STRR,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2025-11-13,-87.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,10.149999618530273,2026-02-17,20260217_143327
BOC,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2025-11-13,-87.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,12.5,2026-02-17,20260217_143327
PPTIN,35.0,🔵 MODERADA,0.0,100,50.0,0.0,0,,,,,stable,0,,,,,,,0,,,,,,,,0,35.0,,2026-02-17,20260217_143327
CGEH,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,5.849999904632568,2026-02-17,20260217_143327
VSTS,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2026-02-10,2.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,7.699999809265137,2026-02-17,20260217_143327
RZLT,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-12,4.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,3.8399999141693115,2026-02-17,20260217_143327
CFBK,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-05-05,86.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,31.809999465942383,2026-02-17,20260217_143327
DFDV,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2025-11-12,-88.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,3.890000104904175,2026-02-17,20260217_143327
AEBI,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2025-11-13,-87.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,15.510000228881836,2026-02-17,20260217_143327
CCNE,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-14,65.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,29.68000030517578,2026-02-17,20260217_143327
AZO,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2026-03-03,23.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,3858.159912109375,2026-02-17,20260217_143327
NWPP,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,4.190000057220459,2026-02-17,20260217_143327
AFCG,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2025-11-12,-88.0,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,2.2100000381469727,2026-02-17,20260217_143327
IOR,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,18.0,2026-02-17,20260217_143327
CZNC,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-22,73.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,23.8799991607666,2026-02-17,20260217_143327
FKYS,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,19.25,2026-02-17,20260217_143327
BNTC,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-12,4.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,10.380000114440918,2026-02-17,20260217_143327
GALT,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,2.759999990463257,2026-02-17,20260217_143327
NSPR,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,1.75,2026-02-17,20260217_143327
ANVS,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,2.369999885559082,2026-02-17,20260217_143327
FUSB,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,15.369999885559082,2026-02-17,20260217_143327
LTC,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2026-02-24,16.0,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,39.38999938964844,2026-02-17,20260217_143327
CHUC,35.0,🔵 MODERADA,0.0,100,20.85,0.0,0,,,,Consumer Defensive,improving,0,DJUSFB,,,,,,0,,,,,,,,0,35.0,0.25999999046325684,2026-02-17,20260217_143327
ICU,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,2.4000000953674316,2026-02-17,20260217_143327
SELF,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,,,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,4.989999771118164,2026-02-17,20260217_143327
KVHI,35.0,🔵 MODERADA,0.0,100,18.22,0.0,0,,,,Communication Services,improving,0,DJUSTL,,,,,,0,,,,,,,,0,35.0,6.710000038146973,2026-02-17,20260217_143327
NXDT,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2025-11-13,-87.0,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,4.75,2026-02-17,20260217_143327
MRUS,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-12,-88.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,,2026-02-17,20260217_143327
MHH,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2025-11-12,-88.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,6.909999847412109,2026-02-17,20260217_143327
NBTB,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-23,74.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,45.81999969482422,2026-02-17,20260217_143327
INDV,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-26,18.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,34.58000183105469,2026-02-17,20260217_143327
HQI,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,10.869999885559082,2026-02-17,20260217_143327
SLSN,35.0,🔵 MODERADA,0.0,100,20.85,0.0,0,,2025-11-11,-89.0,Consumer Defensive,improving,0,DJUSFB,,,,,,0,,,,,,,,0,35.0,1.3300000429153442,2026-02-17,20260217_143327
ELWT,35.0,🔵 MODERADA,0.0,100,18.22,0.0,0,,2025-12-08,-62.0,Communication Services,improving,0,DJUSTL,,,,,,0,,,,,,,,0,35.0,5.880000114440918,2026-02-17,20260217_143327
MNR,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,,,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,13.100000381469727,2026-02-17,20260217_143327
OWL,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-30,81.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,12.300000190734863,2026-02-17,20260217_143327
ENR,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2026-05-05,86.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,22.770000457763672,2026-02-17,20260217_143327
ABR,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2026-02-27,19.0,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,7.71999979019165,2026-02-17,20260217_143327
GEF,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2026-01-27,-12.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,76.81999969482422,2026-02-17,20260217_143327
HFFG,35.0,🔵 MODERADA,0.0,100,20.85,0.0,0,,2025-11-10,-90.0,Consumer Defensive,improving,0,DJUSFB,,,,,,0,,,,,,,,0,35.0,1.4800000190734863,2026-02-17,20260217_143327
NP,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2025-11-12,-88.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,18.889999389648438,2026-02-17,20260217_143327
NBBK,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-22,73.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,22.1200008392334,2026-02-17,20260217_143327
FWDI,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,,,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,4.829999923706055,2026-02-17,20260217_143327
PETV,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-12,4.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,0.7360000014305115,2026-02-17,20260217_143327
SCWO,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2025-11-12,-88.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,2.8499999046325684,2026-02-17,20260217_143327
OPTT,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2026-03-16,36.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,0.4399999976158142,2026-02-17,20260217_143327
RMCF,35.0,🔵 MODERADA,0.0,100,20.85,0.0,0,,2026-01-13,-26.0,Consumer Defensive,improving,0,DJUSFB,,,,,,0,,,,,,,,0,35.0,2.759999990463257,2026-02-17,20260217_143327
PHIO,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,1.649999976158142,2026-02-17,20260217_143327
ADMQ,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,0.03220000118017197,2026-02-17,20260217_143327
VENU,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2025-11-14,-86.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,5.349999904632568,2026-02-17,20260217_143327
MMLP,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,2026-02-18,10.0,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,2.799999952316284,2026-02-17,20260217_143327
LAB,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,1.1200000047683716,2026-02-17,20260217_143327
MSBI,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-01-22,-17.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,22.969999313354492,2026-02-17,20260217_143327
LBRA,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,,,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,0.005499999970197678,2026-02-17,20260217_143327
AP,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2025-11-12,-88.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,7.789999961853027,2026-02-17,20260217_143327
EONR,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,,,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,0.3619999885559082,2026-02-17,20260217_143327
IVFH,35.0,🔵 MODERADA,0.0,100,20.85,0.0,0,,2025-11-14,-86.0,Consumer Defensive,improving,0,DJUSFB,,,,,,0,,,,,,,,0,35.0,0.4399999976158142,2026-02-17,20260217_143327
IP,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2026-04-30,81.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,49.099998474121094,2026-02-17,20260217_143327
CBK,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-01-26,-13.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,25.889999389648438,2026-02-17,20260217_143327
AIG,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-02-10,2.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,78.2699966430664,2026-02-17,20260217_143327
AMTB,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-22,73.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,22.440000534057617,2026-02-17,20260217_143327
RLI,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-01-21,-18.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,61.619998931884766,2026-02-17,20260217_143327
BMEA,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,1.25,2026-02-17,20260217_143327
CWBC,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-01-22,-17.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,24.399999618530273,2026-02-17,20260217_143327
PMCB,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,0.6805999875068665,2026-02-17,20260217_143327
TENX,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,12.649999618530273,2026-02-17,20260217_143327
BFLY,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-26,18.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,3.0399999618530273,2026-02-17,20260217_143327
DOMH,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,3.4200000762939453,2026-02-17,20260217_143327
IMMX,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,7.329999923706055,2026-02-17,20260217_143327
TBRG,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,19.5,2026-02-17,20260217_143327
