ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,upside_triangulated_pct,upside_divergence_pts,upside_divergence,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
PGR,0.0,,,,35.3,The Progressive Corporation,71.3,Financial Services,Insurance - Property & Casualty,100.0,60.0,50.3,75.0,50.0,217.49,126383448064.0,35.0,26.8,False,up,26.6,True,1.0,4.9,True,1.0,1.0,2.1,False,249.83,-12.9,5.0,False,"{'roe_pct': 34.9, 'debt_to_equity': 0.24, 'current_ratio': 0.29, 'operating_margin_pct': 18.2}","{'eps_growth_yoy': 26.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 12.8}",230.81,309.0,198.0,21.0,hold,6.1,416.65,91.6,199.4,-8.3,11.96,26.01,0.18,69.7,1.97,True,-0.94,50.8,2.0,47.0,2026-10-14,False,False,6.0,NEUTRAL,10.69,,2.67,,,,,,22.0,0.0,10.6,21.4,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.8x ratio, 62% up volume)",MEGA_FLOAT,579.1,23.0,32.0,35.0,False,up,26.8,2.0,True,1.0,True,1.0,5.0,19.0,29.0,37.9,Bajo 50%,30.4,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,43.285,0.0,0.0,8.0,0.0,3.0,1.0,0.45,-0.8,0.0,0.0,0.0,6.1,-35.6,,0.76,-3.0,2.0,,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,45,0.3529,BAJA,20.63,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,2,0.916,False,-8.97,16.04,-10.75,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
BRK-B,0.0,,,,42.0,Berkshire Hathaway Inc.,74.7,Financial Services,Insurance - Diversified,100.0,70.0,38.7,90.0,60.0,503.045,1076873396224.0,15.0,18.4,False,flat,107.5,True,1.0,19.2,True,1.0,1.0,2.3,False,537.74,-6.5,5.0,False,"{'roe_pct': 12.1, 'debt_to_equity': 0.17, 'current_ratio': 2.89, 'operating_margin_pct': 32.6}","{'eps_growth_yoy': 107.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 22.3}",547.67,604.0,510.0,3.0,buy,8.9,,,,,6.68,51.12,,,,True,-0.41,18.5,75.5,72.0,2026-11-07,False,False,4.0,NEUTRAL,,,0.21,,,,,,19.0,0.0,12.6,22.4,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,DISTRIBUTION,35,"Moderate distribution (0.9x ratio, 45% up volume)",MICRO_FLOAT,1.2,27.0,35.0,15.0,False,flat,18.4,0.0,True,1.0,True,1.0,5.0,,29.0,,Sin datos suficientes,18.4,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,1/3,43.28,0.0,0.0,6.0,0.0,3.0,5.0,0.0,5.25,2.0,0.0,0.0,,,,1.11,0.0,0.0,,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,45,0.4202,BAJA,20.97,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,2,0.785,False,-6.05,8.87,-12.8,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
WST,0.0,,,,40.0,"West Pharmaceutical Services, Inc.",77.6,Healthcare,Medical Instruments & Supplies,100.0,50.0,76.7,95.0,55.0,350.1075,24639082496.0,80.0,76.6,False,up,10.0,True,2.0,8.4,False,0.0,3.5,2.8,False,386.0,-9.3,8.0,True,"{'roe_pct': 19.1, 'debt_to_equity': 0.11, 'current_ratio': 2.82, 'operating_margin_pct': 22.5}","{'eps_growth_yoy': 10.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 17.0}",404.73,459.0,340.0,15.0,none,15.6,107.46,-69.3,141.9,-59.5,1.13,3.95,0.25,11.1,0.25,True,-1.86,155.1,9.0,55.0,2026-10-22,False,False,7.0,NEUTRAL,2.45,19.0,1.94,,,,,,58.3,0.0,12.0,23.3,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.8x ratio, 63% up volume)",HIGH_FLOAT,69.9,0.0,35.3,80.0,False,up,76.6,5.0,True,2.0,False,0.0,5.0,17.0,29.0,44.8,Bajo 50%,30.9,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,False,3/3,43.03999999999999,8.0,0.0,0.0,0.0,3.0,3.0,0.0,0.45,0.0,0.0,0.0,-59.5,80.0,ALTA,1.95,2.0,5.0,121.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,45,0.4003,BAJA,31.76,⚪ WEAK,🔴 Weak,HOLD,50.0,Close to ATH (-9.1% from high) - wait for pullback | Elevated P/E (44.7) - watch valuation | Strong upside (+15.4%) - analyst support,-9.1,NEUTRAL,NONE,True,,,,True,3,0.818,False,-9.29,56.56,24.93,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
INTU,0.0,,,,50.0,Intuit Inc.,79.6,Technology,Software - Application,100.0,100.0,26.7,85.0,65.0,347.22,94977515520.0,15.0,15.0,False,up,704.2,True,2.0,123.4,True,2.0,3.8,2.4,False,705.08,-50.8,2.0,False,"{'roe_pct': 23.6, 'debt_to_equity': 0.44, 'current_ratio': 1.51, 'operating_margin_pct': 17.6}","{'eps_growth_yoy': 704.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.3}",428.61,921.0,290.0,32.0,buy,23.4,346.35,-0.3,164.6,-52.6,6.78,23.54,1.39,29.2,0.67,True,-4.3,24.8,-0.6,84.0,2026-11-19,False,False,9.0,STRONG,5.34,97.0,,NEUTRAL,1.16,100.0,33.0,25.0,16.1,0.0,,23.9,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,265.7,23.0,34.1,15.0,False,up,15.0,2.0,True,2.0,True,2.0,8.0,16.0,29.0,48.3,Bajo 50%,31.3,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,42.84,5.0,0.0,6.0,0.0,3.0,0.0,-4.58,-7.33,0.0,3.0,-3.0,-0.3,49.8,ALTA,2.92,2.0,10.0,26.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-8.0,13,,,0.4599999999999991,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,1,1.149,False,-50.42,37.34,-27.68,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
SBGSY,0.0,,,,37.5,Schneider Electric S.E.,58.2,Industrials,Specialty Industrial Machinery,55.0,50.0,64.7,75.0,50.0,69.41,195071279104.0,80.0,78.1,False,up,,,0.0,,,0.0,,,False,71.98,-3.6,8.0,True,"{'roe_pct': 18.6, 'debt_to_equity': 0.84, 'current_ratio': 1.09, 'operating_margin_pct': 18.2}",{'profit_margin_pct': 11.3},77.8,79.0,76.0,3.0,none,12.1,92.13,32.7,58.01,-16.4,3.21,2.23,1.41,49.7,1.79,,,,14.6,182.0,2027-02-25,False,False,6.0,NEUTRAL,3.16,74.6,0.82,,,,,,46.7,0.0,11.2,17.5,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 46% up volume)",MEGA_FLOAT,2752.5,5.0,28.7,80.0,False,up,78.1,5.0,,0.0,,0.0,0.0,4.0,29.0,89.7,Top 25%,56.4,3.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,False,2/3,42.155,5.0,0.0,3.0,0.0,0.0,3.0,0.0,3.5,0.0,0.0,0.0,12.1,3.9,,1.51,2.0,2.0,86.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,45,0.375,BAJA,35.82,⚪ WEAK,🔴 Weak,AVOID,20.0,Near ATH (-3.7% from high) - poor entry point | Elevated P/E (35.0) - watch valuation,-3.7,NEUTRAL,NONE,False,,,,True,3,0.697,False,-3.63,44.69,-4.83,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
NUE,0.0,,,,46.6,Nucor Corporation,75.8,Basic Materials,Steel,85.0,70.0,74.0,80.0,60.0,251.015,56949198848.0,80.0,79.3,False,down,23.2,True,1.0,12.3,True,1.0,2.1,2.6,False,280.11,-10.4,8.0,True,"{'roe_pct': 14.5, 'debt_to_equity': 0.31, 'current_ratio': 2.51, 'operating_margin_pct': 15.7}","{'eps_growth_yoy': 23.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 8.0}",282.81,305.0,231.0,16.0,buy,12.7,127.74,-49.1,383.7,52.9,1.2,3.01,0.89,17.8,1.41,True,-0.92,23.8,93.8,60.0,2026-10-26,False,False,6.0,NEUTRAL,4.35,11.9,0.14,,,,,,54.7,0.0,14.0,22.7,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,223.4,3.0,36.7,80.0,False,down,79.3,3.0,True,1.0,True,1.0,5.0,,29.0,,Sin datos suficientes,79.3,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,False,3/3,40.25,0.0,0.0,0.0,0.0,3.0,5.0,-0.26,5.87,0.0,0.0,0.0,12.7,10.8,,1.59,2.0,2.0,101.0,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),,0.0,45,0.4658,MEDIA,31.58,⚪ WEAK,🔴 Weak,HOLD,55.0,Close to ATH (-10.4% from high) - wait for pullback,-10.4,NEUTRAL,BUY,False,,,,True,3,1.278,False,-10.29,93.15,30.07,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
CTAS,0.0,,,,2.4,Cintas Corporation,70.8,Industrials,Specialty Business Services,90.0,60.0,50.3,85.0,60.0,203.45,81414496256.0,35.0,40.2,False,up,4.0,True,2.0,6.9,True,1.0,3.5,4.2,False,219.17,-7.2,5.0,False,"{'roe_pct': 40.7, 'debt_to_equity': 0.53, 'current_ratio': 1.43, 'operating_margin_pct': 23.7}","{'eps_growth_yoy': 4.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 17.8}",216.31,250.0,175.0,16.0,buy,6.3,90.31,-55.6,76.75,-62.3,1.8,3.66,1.01,36.7,0.89,True,-1.17,24.6,10.9,26.0,2026-09-23,False,False,8.0,STRONG,3.08,82.2,2.13,,,,,,16.0,0.0,0.7,21.2,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 58% up volume)",MEGA_FLOAT,342.1,23.0,22.0,35.0,False,up,40.2,2.0,True,2.0,True,1.0,8.0,15.0,29.0,51.7,Medio,32.9,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,40.04,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.84,0.0,0.0,0.0,-55.6,65.2,ALTA,0.79,-3.0,10.0,84.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,45,0.024,BAJA,20.58,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,2,0.682,False,-6.58,27.39,-10.77,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
ZTS,0.0,,,,50.0,Zoetis Inc.,58.5,Healthcare,Drug Manufacturers - Specialty & Generic,75.0,60.0,24.0,65.0,65.0,75.4,31157061632.0,15.0,2.7,False,down,-4.2,True,2.0,2.8,True,1.0,4.6,2.5,False,156.49,-51.8,0.0,False,"{'roe_pct': 64.9, 'debt_to_equity': 2.94, 'current_ratio': 3.08, 'operating_margin_pct': 40.7}","{'eps_growth_yoy': -4.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 27.7}",96.0,155.0,80.0,15.0,buy,27.3,71.82,-4.7,61.3,-18.7,6.47,4.88,2.73,33.6,0.95,True,-11.7,14.7,0.8,67.0,2026-11-03,False,False,6.0,NEUTRAL,9.04,42.1,9.62,BEARISH,9.87,60.0,2.0,2.0,0.1000000000000014,0.0,,17.6,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,412.4,23.0,25.1,15.0,False,down,2.7,0.0,True,2.0,True,1.0,8.0,7.0,29.0,79.3,Top 25%,44.2,3.0,0.0,0.0,-5.0,-8.0,0.0,0.0,0.0,False,2/3,39.9,8.0,0.0,6.0,3.0,3.0,1.0,-4.89,-15.66,0.0,3.0,-3.0,-4.7,39.0,MEDIA,3.41,0.0,2.0,28.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,3,,,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,0,0.932,False,-50.96,6.08,-54.76,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
ADP,0.0,,,,50.0,"Automatic Data Processing, Inc.",61.8,Technology,Software - Application,55.0,50.0,75.0,85.0,50.0,285.15,113279467520.0,60.0,50.7,False,up,-3.4,False,0.0,5.8,False,0.0,3.1,4.6,False,305.31,-6.6,6.0,False,"{'roe_pct': 72.2, 'debt_to_equity': 0.91, 'current_ratio': 1.05, 'operating_margin_pct': 23.5}","{'eps_growth_yoy': -3.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.1}",287.27,322.0,225.0,15.0,hold,0.7,258.07,-9.5,109.5,-61.6,4.63,13.2,2.42,60.7,2.04,True,-1.84,13.5,3.9,61.0,2026-10-28,False,False,6.0,NEUTRAL,5.47,173.6,2.17,NEUTRAL,1.07,70.0,1.0,1.0,13.5,0.0,,18.5,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,396.2,23.0,26.5,60.0,False,up,50.7,2.0,False,0.0,False,0.0,0.0,16.0,29.0,48.3,Bajo 50%,31.3,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,2/3,39.72,5.0,0.0,3.0,3.0,3.0,1.0,0.12,11.55,0.0,0.0,0.0,-9.5,36.2,MEDIA,0.09,-3.0,2.0,10.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,45,,,22.68,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,2,0.867,False,-3.75,53.1,22.66,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
ECL,0.0,,,,50.0,Ecolab Inc.,60.3,Basic Materials,Specialty Chemicals,60.0,60.0,50.3,75.0,60.0,286.34,80269295616.0,35.0,34.7,False,up,-8.6,True,1.0,6.0,True,1.0,1.4,2.9,False,309.27,-7.4,6.0,False,"{'roe_pct': 22.0, 'debt_to_equity': 1.38, 'current_ratio': 1.84, 'operating_margin_pct': 18.5}","{'eps_growth_yoy': -8.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 12.6}",324.95,360.0,295.0,21.0,buy,13.5,78.41,-72.6,74.4,-74.0,1.84,5.26,1.0,38.1,1.06,True,-1.56,9.1,3.3,60.0,2026-10-27,False,False,6.0,NEUTRAL,3.16,52.2,9.21,BULLISH,0.0,50.0,1.0,0.0,42.8,0.0,,18.1,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 60% up volume)",MEGA_FLOAT,279.8,3.0,25.8,35.0,False,up,34.7,2.0,True,1.0,True,1.0,5.0,10.0,29.0,69.0,Medio,40.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,False,3/3,39.12,0.0,0.0,0.0,0.0,3.0,1.0,0.09,1.73,0.0,0.0,0.0,-72.6,86.8,ALTA,1.69,2.0,2.0,98.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,37,,,22.53,⚪ WEAK,🔴 Weak,,,,,,,,,,,True,3,0.862,False,-6.88,18.12,-19.45,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
WM,0.0,,,,47.5,"Waste Management, Inc.",66.1,Industrials,Waste Management,100.0,70.0,26.7,45.0,65.0,218.3,87257833472.0,15.0,5.5,False,down,30.2,True,1.0,3.7,True,2.0,1.5,3.2,False,248.13,-12.0,4.0,False,"{'roe_pct': 29.8, 'debt_to_equity': 2.35, 'current_ratio': 0.91, 'operating_margin_pct': 19.0}","{'eps_growth_yoy': 30.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.1}",259.92,277.0,220.0,25.0,buy,19.1,108.01,-50.5,70.8,-67.6,2.69,5.88,1.71,50.1,1.49,True,-1.15,5.0,8.3,60.0,2026-10-26,False,False,8.0,STRONG,3.9,21.3,2.88,BEARISH,4.8,60.0,1.0,1.0,1.1000000000000014,0.0,14.2,19.8,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 40% up volume)",MEGA_FLOAT,398.5,30.0,34.1,15.0,False,down,5.5,0.0,True,1.0,True,2.0,5.0,26.0,29.0,13.8,Bottom 25%,15.5,-3.0,0.0,3.0,0.0,-8.0,0.0,0.0,0.0,False,1/3,38.815,5.0,0.0,0.0,3.0,3.0,3.0,0.0,0.78,0.0,0.0,0.0,-50.5,78.2,ALTA,2.39,2.0,10.0,101.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,45,0.4751,MEDIA,15.61,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,2,0.729,False,-11.7,13.81,-21.47,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
VRSK,72.54545454545455,Excellent,Stage 2 Early,25.24638216364912,50.0,"Verisk Analytics, Inc.",59.1,Industrials,Consulting Services,75.0,60.0,26.7,65.0,65.0,189.365,24646993920.0,15.0,17.1,False,up,1.4,False,0.0,4.9,True,1.0,2.9,2.0,False,273.83,-30.8,1.0,False,"{'current_ratio': 1.0, 'operating_margin_pct': 45.1}","{'eps_growth_yoy': 1.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.2}",237.71,275.0,195.0,17.0,buy,25.5,119.33,-37.0,65.2,-65.6,4.28,8.11,1.07,29.2,0.63,True,-8.73,6.9,-2.4,61.0,2026-10-28,False,False,7.0,NEUTRAL,4.71,113.1,,BULLISH,0.11,60.0,2.0,1.0,43.8,29.0,,17.7,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",HIGH_FLOAT,129.8,27.0,66.8,15.0,False,up,17.1,2.0,False,0.0,True,1.0,2.0,11.0,29.0,65.5,Medio,38.8,0.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,1/3,38.34,5.0,0.0,3.0,0.0,3.0,0.0,0.0,5.62,0.0,0.0,0.0,-37.0,76.8,ALTA,3.19,0.0,5.0,31.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,45,,,34.68272727272728,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,2,0.89,True,-29.85,22.41,-20.65,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
EQIX,0.0,,,,7.0,"Equinix, Inc.",71.8,Real Estate,REIT - Specialty,90.0,70.0,54.0,70.0,60.0,1074.825,106054795264.0,60.0,67.0,False,down,28.1,False,0.0,13.3,True,1.0,1.9,2.8,False,1128.68,-4.8,7.0,True,"{'roe_pct': 10.7, 'debt_to_equity': 1.62, 'current_ratio': 1.13, 'operating_margin_pct': 27.0}","{'eps_growth_yoy': 28.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 15.5}",1234.55,1400.0,1060.0,29.0,buy,14.9,1554.22,44.6,447.84,-58.3,3.56,38.27,1.91,126.8,1.86,False,,4.0,28.8,62.0,2026-10-28,False,False,6.0,NEUTRAL,1.58,7.8,2.0,,,,,,30.6,0.0,2.1,21.5,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 42% up volume)",HIGH_FLOAT,98.3,7.0,23.6,60.0,False,down,67.0,0.0,False,0.0,True,1.0,2.0,,29.0,,Sin datos suficientes,67.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,2/3,38.07,5.0,0.0,3.0,-2.0,0.0,5.0,0.08,2.91,1.0,0.0,0.0,14.9,21.8,MEDIA,1.86,2.0,2.0,126.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,45,0.0698,BAJA,32.68,⚪ WEAK,🔴 Weak,,,,,,,,,,,True,3,1.107,False,-3.69,51.78,-1.18,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
FCNCA,0.0,,,,26.7,"First Citizens BancShares, Inc.",60.8,Financial Services,Banks - Regional,95.0,30.0,50.3,65.0,50.0,2169.08,24495681536.0,35.0,44.9,False,flat,18.3,True,1.0,-0.2,False,0.0,4.8,5.9,False,2296.3,-5.5,7.0,True,"{'roe_pct': 10.7, 'operating_margin_pct': 39.0}","{'eps_growth_yoy': 18.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 25.2}",2342.67,2525.0,2100.0,12.0,hold,8.0,,,,,5.56,132.29,0.39,4.4,0.31,True,-13.48,,12.4,55.0,2026-10-22,False,False,5.0,NEUTRAL,,,0.35,,,,,,38.2,0.0,8.0,18.2,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MICRO_FLOAT,8.1,0.0,26.2,35.0,False,flat,44.9,0.0,True,1.0,False,0.0,2.0,14.0,29.0,55.2,Medio,34.2,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,False,3/3,36.655,0.0,0.0,6.0,0.0,3.0,3.0,0.18,1.65,0.0,0.0,0.0,,,,1.0,0.0,0.0,,1,Appaloosa (Tepper),0,MIXED/INSUFFICIENT (0),,0.0,45,0.2672,BAJA,25.58,⚪ WEAK,🔴 Weak,,,,,,,,,,,True,3,0.914,False,-5.21,34.48,1.95,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
POOL,0.0,,,,12.1,Pool Corporation,76.3,Industrials,Industrial Distribution,100.0,90.0,26.7,80.0,65.0,186.885,6791540736.0,15.0,3.4,False,down,48.1,True,2.0,25.6,True,2.0,11.4,4.1,True,336.15,-44.4,0.0,False,"{'roe_pct': 31.3, 'debt_to_equity': 1.35, 'current_ratio': 2.67, 'operating_margin_pct': 15.1}","{'eps_growth_yoy': 48.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 7.4}",219.5,260.0,185.0,12.0,buy,17.5,86.21,-53.9,108.9,-41.7,3.14,5.86,2.76,46.4,1.26,True,-4.05,16.2,,55.0,2026-10-22,False,False,5.0,NEUTRAL,6.82,34.5,2.12,,,,,,9.5,0.0,3.6,22.9,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",MEDIUM_FLOAT,35.1,20.0,26.5,15.0,False,down,3.4,0.0,True,2.0,True,2.0,8.0,12.0,29.0,62.1,Medio,37.8,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,36.325,5.0,0.0,3.0,3.0,3.0,0.0,-0.39,-2.01,0.0,0.0,0.0,-41.7,65.3,ALTA,2.19,2.0,0.0,45.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,45,0.121,BAJA,0.1299999999999999,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,0,0.759,False,-43.04,8.87,-28.98,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
