ticker,vcp_score,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
CNI,0.0,29.3,Canadian National Railway Compa,71.7,Industrials,Railroads,85.0,70.0,68.7,60.0,60.0,114.89,70243745792.0,60.0,56.1,False,flat,7.5,True,1.0,1.4,True,2.0,,1.4,False,115.8,-0.8,6.0,False,"{'roe_pct': 22.1, 'debt_to_equity': 1.0, 'current_ratio': 0.67, 'operating_margin_pct': 42.4}","{'eps_growth_yoy': np.float64(7.5), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.3}",116.24,132.22,99.16,12.0,buy,1.2,81.31,-29.2,63.16,-45.0,3.39,3.9,2.29,46.9,2.02,True,-3.01,7.9,8.0,0.0,2026-04-29,True,False,7.0,NEUTRAL,7.84,14.5,1.56,,,,,,47.3,0.0,8.8,21.5,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,594.4,3.0,30.3,60.0,False,flat,56.1,0.0,True,1.0,True,2.0,5.0,1,22.0,100.0,Top 10%,54.5,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,3/3,43.345000000000006,0.0,3.0,3.0,3.0,3.0,,,0.0,0.0,0.0,0.15,-3.0,5.0,52,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,29.67,⚪ WEAK,🔴 Weak,AVOID,35.0,Near ATH (-0.8% from high) - poor entry point,-0.8,NEUTRAL,BUY,False
CTAS,64.96875,64.1,Cintas Corporation,66.7,Industrials,Specialty Business Services,90.0,50.0,36.0,90.0,65.0,174.22,69703172096.0,15.0,1.0,False,down,12.1,True,1.0,6.5,False,0.0,3.5,4.1,False,229.24,-24.0,1.0,False,"{'roe_pct': 41.3, 'debt_to_equity': 0.61, 'current_ratio': 1.98, 'operating_margin_pct': 23.2}","{'eps_growth_yoy': np.float64(12.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 17.6}",212.41,255.0,160.0,17.0,buy,21.9,73.41,-57.9,47.4,-72.8,2.16,3.77,1.03,36.7,0.91,True,-1.71,24.3,6.8,78.0,2026-07-16,False,False,8.0,STRONG,3.27,64.5,3.31,,,,,,39.2,26.0,19.2,20.0,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,342.1,23.0,65.2,15.0,False,down,1.0,0.0,True,1.0,False,0.0,2.0,14,22.0,40.9,Bajo 50%,15.4,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,42.585,0.0,0.0,0.0,3.0,3.0,,,0.0,0.0,0.0,2.74,1.0,10.0,74,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-6.0,31.654375,⚪ WEAK,🔴 Weak,BUY,90.0,Good pullback (-24.0% from high) - valid VCP setup | Elevated P/E (36.8) - watch valuation | Strong upside (+21.9%) - analyst support,-24.0,NEUTRAL,BUY,False
TYL,0.0,19.3,"Tyler Technologies, Inc.",48.2,Technology,Software - Application,50.0,50.0,15.0,75.0,65.0,340.46,14634788864.0,15.0,9.6,False,up,-19.1,False,0.0,1.8,False,0.0,4.5,3.4,False,621.34,-45.2,0.0,False,"{'roe_pct': 8.9, 'debt_to_equity': 0.17, 'current_ratio': 1.05, 'operating_margin_pct': 13.2}","{'eps_growth_yoy': np.float64(-19.1), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.5}",438.71,650.0,325.0,21.0,buy,28.9,174.53,-48.7,71.8,-78.9,3.44,11.86,,,,True,-1.18,79.1,1.1,0.0,2026-04-29,True,False,8.0,STRONG,2.79,139.0,21.83,,,,,,0.0,0.0,5.8,14.5,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MEDIUM_FLOAT,42.7,20.0,20.2,15.0,False,up,9.6,2.0,False,0.0,False,0.0,0.0,16,22.0,31.8,Bajo 50%,9.3,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,42.245000000000005,8.0,3.0,0.0,3.0,1.0,,,0.0,0.0,0.0,3.61,3.0,10.0,58,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,
MTD,0.0,50.6,"Mettler-Toledo International, I",73.5,Healthcare,Diagnostics & Research,100.0,80.0,36.0,65.0,65.0,1262.48,25563330560.0,15.0,3.2,False,down,74.7,True,1.0,27.8,True,1.0,3.7,4.2,False,1525.17,-17.2,3.0,False,"{'current_ratio': 1.14, 'operating_margin_pct': 30.7}","{'eps_growth_yoy': np.float64(74.7), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 21.6}",1488.31,1700.0,1200.0,13.0,buy,17.9,884.64,-29.9,714.68,-43.4,2.69,33.93,,,,True,-3.13,16.3,11.9,8.0,2026-05-07,False,True,6.0,NEUTRAL,4.01,110.6,1.45,,,,,,14.200000000000003,0.0,15.2,22.1,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",LOW_FLOAT,20.2,25.0,37.2,15.0,False,down,3.2,0.0,True,1.0,True,1.0,5.0,18,22.0,22.7,Bottom 25%,3.4,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,42.23,0.0,0.0,0.0,3.0,3.0,,,0.0,0.0,0.0,2.24,1.0,2.0,47,0,,0,MIXED/INSUFFICIENT (0),,0.0,7.35,⚪ WEAK,🔴 Weak,,,,,,,
CDNS,67.0,51.9,"Cadence Design Systems, Inc.",76.0,Technology,Software - Application,95.0,80.0,44.0,85.0,60.0,325.31,89815506944.0,35.0,33.4,False,up,41.9,False,0.0,15.9,True,2.0,2.1,2.8,False,376.45,-13.6,3.0,False,"{'roe_pct': 20.7, 'debt_to_equity': 0.44, 'current_ratio': 1.47, 'operating_margin_pct': 29.3}","{'eps_growth_yoy': np.float64(41.9), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.2}",371.53,410.0,275.0,27.0,strong_buy,14.2,161.19,-50.5,98.67,-69.7,1.51,4.91,,,,True,-1.22,14.3,23.0,89.0,2026-07-27,False,False,7.0,NEUTRAL,1.82,44.0,1.51,,,,,,49.2,26.8,15.6,22.8,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEGA_FLOAT,270.7,23.0,65.2,35.0,False,up,33.4,2.0,False,0.0,True,2.0,2.0,16,22.0,31.8,Bajo 50%,9.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,41.995,8.0,0.0,0.0,3.0,5.0,,,0.0,0.0,0.0,1.78,0.0,5.0,91,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-14.0,50.1,⚪ WEAK,🔴 Weak,HOLD,35.0,Close to ATH (-13.6% from high) - wait for pullback | High P/E (75.8) - valuation risk,-13.6,NEUTRAL,STRONG_BUY,True
AI.PA,0.0,82.7,AIR LIQUIDE,58.8,Basic Materials,Specialty Chemicals,55.0,50.0,66.5,70.0,60.0,180.92,104405860352.0,,,,,,,0.0,,,0.0,,,False,189.8,-4.7,5.0,False,"{'roe_pct': 13.4, 'debt_to_equity': 0.51, 'current_ratio': 1.17, 'operating_margin_pct': 19.5}",{'profit_margin_pct': 13.1},197.95,216.0,168.0,20.0,buy,9.4,42.84,-76.3,60.8,-66.4,1.46,2.64,2.04,54.3,1.83,,,,5.3,90.0,2026-07-28,False,False,7.0,NEUTRAL,4.3,18.8,4.32,,,,,,22.4,0.0,24.8,17.6,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.9x ratio, 48% up volume)",MEGA_FLOAT,575.8,28.0,42.4,,,,,0.0,,0.0,,0.0,0.0,11,22.0,54.5,Medio,23.4,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,False,1/3,41.655,0.0,0.0,3.0,0.0,3.0,,,0.0,0.0,0.0,1.18,0.0,5.0,83,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,25.38,⚪ WEAK,🔴 Weak,,,,,,,
V,0.0,58.3,Visa Inc.,71.5,Financial Services,Credit Services,100.0,60.0,36.0,85.0,65.0,309.3,596342603776.0,15.0,0.8,False,down,27.9,True,1.0,13.6,False,0.0,1.4,3.3,False,375.51,-17.6,1.0,False,"{'roe_pct': 54.0, 'debt_to_equity': 0.55, 'current_ratio': 1.11, 'operating_margin_pct': 68.3}","{'eps_growth_yoy': np.float64(27.9), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 50.2}",392.33,450.0,323.0,36.0,strong_buy,26.8,347.05,12.2,199.75,-35.4,3.69,13.11,0.87,22.0,0.69,True,-3.02,42.1,17.4,,,False,False,6.0,NEUTRAL,4.46,381.9,1.21,,,,,,9.899999999999999,0.0,17.5,21.4,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 55% up volume)",MEGA_FLOAT,1739.8,23.0,38.9,15.0,False,down,0.8,0.0,True,1.0,False,0.0,2.0,20,22.0,13.6,Bottom 25%,2.1,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,41.515,0.0,3.0,0.0,3.0,5.0,,,0.0,0.0,0.0,3.35,3.0,2.0,21,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),EXIT,-15.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,
JNJ,0.0,78.0,Johnson & Johnson,66.2,Healthcare,Drug Manufacturers - General,75.0,50.0,62.4,85.0,60.0,227.79,548339908608.0,60.0,54.2,False,down,-5.5,True,2.0,1.3,False,0.0,0.9,2.6,False,251.71,-9.5,6.0,False,"{'roe_pct': 26.4, 'debt_to_equity': 0.68, 'current_ratio': 1.02, 'operating_margin_pct': 27.4}","{'eps_growth_yoy': np.float64(-5.5), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.8}",252.42,285.0,155.0,24.0,buy,10.8,76.48,-66.4,86.3,-62.1,2.28,5.2,2.35,60.2,2.77,True,-1.43,25.0,-37.0,77.0,2026-07-15,False,False,4.0,NEUTRAL,5.77,136.0,,,,,,,38.3,0.0,23.4,19.9,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 42% up volume)",MEGA_FLOAT,2403.4,18.0,43.3,60.0,False,down,54.2,0.0,True,2.0,False,0.0,5.0,,22.0,,Sin datos suficientes,54.2,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,2/3,40.38,0.0,0.0,3.0,3.0,-3.0,,,0.0,0.0,0.0,1.35,0.0,0.0,15,0,,0,MIXED/INSUFFICIENT (0),,0.0,23.12,⚪ WEAK,🔴 Weak,HOLD,55.0,Close to ATH (-9.5% from high) - wait for pullback,-9.5,NEUTRAL,BUY,False
ADP,63.73809523809524,19.6,"Automatic Data Processing, Inc.",48.8,Technology,Software - Application,50.0,50.0,15.0,85.0,55.0,199.17,80194674688.0,15.0,1.7,False,down,-15.0,False,0.0,-3.5,True,2.0,3.9,3.7,False,329.93,-39.6,0.0,False,"{'roe_pct': 73.8, 'debt_to_equity': 0.7, 'current_ratio': 1.03, 'operating_margin_pct': 26.3}","{'eps_growth_yoy': np.float64(-15.0), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.0}",256.47,332.0,208.0,15.0,hold,28.8,179.94,-9.7,119.83,-39.8,4.31,8.59,3.41,60.7,2.0,True,-1.89,13.3,4.6,0.0,2026-04-29,True,False,8.0,STRONG,7.01,192.0,1.45,,,,,,10.0,25.5,5.9,14.6,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",MEGA_FLOAT,401.7,28.0,46.0,15.0,False,down,1.7,0.0,False,0.0,True,2.0,2.0,16,22.0,31.8,Bajo 50%,9.3,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,40.25,8.0,3.0,5.0,3.0,1.0,,,0.0,0.0,0.0,3.6,3.0,10.0,4,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-11.0,14.24904761904762,⚪ WEAK,🔴 Weak,,,,,,,
CB,0.0,34.2,Chubb Limited,72.3,Financial Services,Insurance - Property & Casualty,100.0,60.0,65.1,55.0,60.0,330.34,128335626240.0,60.0,53.1,False,down,141.2,True,1.0,14.3,False,0.0,1.0,2.4,False,345.67,-4.4,6.0,False,"{'roe_pct': 15.4, 'current_ratio': 0.34, 'operating_margin_pct': 20.5}","{'eps_growth_yoy': np.float64(141.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 18.5}",345.26,385.0,291.0,23.0,buy,4.5,,,848.4,156.8,,,1.17,13.7,1.49,True,-2.88,20.5,55.1,90.0,2026-07-28,False,False,6.0,NEUTRAL,10.32,,0.14,,,,,,40.9,0.0,10.3,21.7,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEGA_FLOAT,357.6,3.0,31.9,60.0,False,down,53.1,0.0,True,1.0,False,0.0,2.0,9,22.0,63.6,Medio,27.5,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,3/3,39.629999999999995,0.0,0.0,0.0,3.0,5.0,,,0.0,0.0,0.0,0.56,-3.0,2.0,,0,,0,MIXED/INSUFFICIENT (0),,0.0,29.73,⚪ WEAK,🔴 Weak,AVOID,35.0,Near ATH (-4.4% from high) - poor entry point,-4.4,NEUTRAL,BUY,False
HEI,0.0,24.7,Heico Corporation,58.5,Industrials,Aerospace & Defense,80.0,50.0,15.0,80.0,70.0,263.88,36816117760.0,15.0,0.6,False,down,21.3,False,0.0,7.4,False,0.0,1.0,0.9,False,361.69,-27.0,0.0,False,"{'roe_pct': 16.6, 'debt_to_equity': 0.5, 'current_ratio': 3.06, 'operating_margin_pct': 22.2}","{'eps_growth_yoy': np.float64(21.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 15.4}",354.11,418.0,282.0,19.0,buy,34.2,273.25,3.6,63.0,-76.1,1.88,12.53,0.09,4.8,0.1,False,,8.3,12.5,28.0,2026-05-27,False,False,8.0,STRONG,2.58,52.3,3.32,,,,,,0.0,0.0,7.4,17.6,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",HIGH_FLOAT,122.4,35.0,25.0,15.0,False,down,0.6,0.0,False,0.0,False,0.0,0.0,,22.0,,Sin datos suficientes,0.6,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,39.535,0.0,0.0,0.0,0.0,3.0,,,0.0,0.0,0.0,4.28,3.0,10.0,85,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,
VLTO,0.0,39.4,Veralto Corp,61.3,Industrials,Pollution & Treatment Controls,80.0,50.0,24.0,90.0,65.0,85.6,21020372992.0,15.0,0.0,False,down,12.9,False,0.0,4.8,False,0.0,1.8,1.9,False,110.11,-22.3,1.0,False,"{'roe_pct': 36.5, 'debt_to_equity': 0.93, 'current_ratio': 1.67, 'operating_margin_pct': 22.7}","{'eps_growth_yoy': np.float64(12.9), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 17.1}",108.94,138.0,97.0,17.0,buy,27.3,71.57,-16.4,47.34,-44.7,3.88,3.32,0.61,12.4,,False,,13.2,12.2,,,False,False,6.0,NEUTRAL,5.75,76.0,1.54,,,,,,0.0,0.0,11.8,18.4,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,STRONG_DISTRIBUTION,5,"Strong selling pressure (0.5x ratio, 31% up volume)",MEGA_FLOAT,247.3,43.0,30.2,15.0,False,down,0.0,0.0,False,0.0,False,0.0,0.0,,22.0,,Sin datos suficientes,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,39.19,0.0,3.0,0.0,0.0,3.0,,,0.0,0.0,0.0,3.41,3.0,2.0,28,0,,0,MIXED/INSUFFICIENT (0),,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,
KO,0.0,45.0,Coca-Cola Company (The),57.1,Consumer Defensive,Beverages - Non-Alcoholic,55.0,50.0,50.3,80.0,60.0,78.35,337040015360.0,35.0,40.6,False,down,-31.8,False,0.0,6.2,False,0.0,1.0,2.8,False,82.0,-4.5,6.0,False,"{'roe_pct': 43.4, 'debt_to_equity': 1.23, 'current_ratio': 1.36, 'operating_margin_pct': 34.9}","{'eps_growth_yoy': np.float64(-31.8), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 27.8}",83.67,90.0,71.38,23.0,buy,6.8,20.38,-74.0,57.88,-26.1,0.95,0.75,2.63,64.8,2.9,True,-0.22,10.7,18.2,,,False,False,7.0,NEUTRAL,4.78,91.1,1.25,,,,,,35.6,0.0,13.5,17.1,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,3874.4,8.0,30.6,35.0,False,down,40.6,0.0,False,0.0,False,0.0,0.0,4,22.0,86.4,Top 25%,42.2,3.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,2/3,39.09,0.0,0.0,3.0,3.0,5.0,,,0.0,0.0,0.0,0.85,-3.0,5.0,40,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),CAUTION,-8.0,28.21,⚪ WEAK,🔴 Weak,AVOID,35.0,Near ATH (-4.5% from high) - poor entry point,-4.5,NEUTRAL,BUY,False
ABT,0.0,46.5,Abbott Laboratories,66.8,Healthcare,Medical Devices,100.0,60.0,24.0,70.0,65.0,93.86,163098918912.0,15.0,3.9,False,down,34.0,True,1.0,10.6,False,0.0,1.4,1.7,False,139.06,-32.5,0.0,False,"{'debt_to_equity': 0.27, 'operating_margin_pct': 16.5}","{'eps_growth_yoy': np.float64(34.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.9}",118.64,143.0,92.0,25.0,buy,26.4,,,35.7,-62.0,,,2.68,67.2,1.77,True,-0.55,19.5,-19.7,78.0,2026-07-16,False,False,6.0,NEUTRAL,5.3,42.0,,,,,,,0.0,0.0,13.9,20.0,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 36% up volume)",MEGA_FLOAT,1727.1,38.0,34.0,15.0,False,down,3.9,0.0,True,1.0,False,0.0,2.0,21,22.0,9.1,Bottom 25%,2.0,-3.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,39.045,0.0,0.0,3.0,3.0,-3.0,,,0.0,0.0,0.0,3.3,3.0,2.0,50,0,,0,MIXED/INSUFFICIENT (0),,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,
CSU.TO,0.0,14.6,CONSTELLATION SOFTWARE INC.,50.3,Technology,Software - Application,45.0,70.0,24.0,50.0,70.0,2434.99,51601162240.0,15.0,1.8,False,up,-4.3,False,0.0,19.8,True,1.0,,2.6,False,5300.0,-54.1,0.0,False,"{'roe_pct': 15.5, 'debt_to_equity': 1.36, 'current_ratio': 0.95, 'operating_margin_pct': 17.7}","{'eps_growth_yoy': np.float64(-4.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 4.4}",4079.22,5547.67,3400.74,12.0,strong_buy,67.5,1833.51,-24.7,331.2,-86.4,5.12,124.61,0.23,16.6,0.19,False,,4.5,-61.4,13.0,2026-05-12,False,True,6.0,NEUTRAL,2.18,191.5,,,,,,,0.0,0.0,4.4,15.1,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",LOW_FLOAT,19.8,20.0,19.5,15.0,False,up,1.8,2.0,False,0.0,True,1.0,2.0,16,22.0,31.8,Bajo 50%,9.3,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,38.85,8.0,6.0,0.0,0.0,-3.0,,,0.0,0.0,0.0,8.44,3.0,2.0,55,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,
SYK,0.0,18.3,Stryker Corporation,73.8,Healthcare,Medical Devices,100.0,80.0,24.0,80.0,70.0,321.43,123102625792.0,15.0,0.0,False,down,29.8,True,1.0,22.2,True,1.0,1.3,2.2,False,404.87,-20.6,1.0,False,"{'roe_pct': 15.1, 'debt_to_equity': 0.73, 'current_ratio': 1.89, 'operating_margin_pct': 27.2}","{'eps_growth_yoy': np.float64(29.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 12.9}",419.11,469.0,316.0,27.0,buy,30.4,461.76,43.7,251.7,-21.7,3.39,10.89,1.1,40.5,0.99,False,,,55.9,1.0,2026-04-30,True,False,5.0,NEUTRAL,3.79,47.3,0.34,,,,,,0.0,0.0,5.5,22.1,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 38% up volume)",MEGA_FLOAT,346.5,38.0,27.6,15.0,False,down,0.0,0.0,True,1.0,True,1.0,5.0,21,22.0,9.1,Bottom 25%,2.0,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,38.435,0.0,3.0,0.0,0.0,5.0,,,0.0,0.0,0.0,3.8,3.0,0.0,72,0,,0,MIXED/INSUFFICIENT (0),,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,
ETN,0.0,55.6,"Eaton Corporation, PLC",79.1,Industrials,Specialty Industrial Machinery,100.0,70.0,71.9,75.0,60.0,413.07,160265109504.0,80.0,76.2,False,flat,17.4,True,2.0,10.6,True,1.0,2.0,3.4,False,432.34,-4.5,7.0,True,"{'roe_pct': 21.5, 'debt_to_equity': 0.55, 'current_ratio': 1.32, 'operating_margin_pct': 20.0}","{'eps_growth_yoy': np.float64(17.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 14.9}",412.95,514.0,321.0,28.0,buy,-0.0,187.92,-54.5,197.5,-52.2,1.62,6.7,1.07,39.8,1.59,True,-1.16,21.5,18.9,6.0,2026-05-05,True,False,7.0,NEUTRAL,3.04,64.1,1.41,,,,,,45.4,0.0,16.7,23.7,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,387.3,23.0,40.4,80.0,False,flat,76.2,3.0,True,2.0,True,1.0,8.0,2,22.0,95.5,Top 10%,48.3,5.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,2/3,38.419999999999995,0.0,0.0,0.0,3.0,5.0,,,0.0,0.0,0.0,-0.0,-3.0,5.0,78,0,,0,MIXED/INSUFFICIENT (0),,0.0,33.41,⚪ WEAK,🔴 Weak,AVOID,25.0,Near ATH (-4.5% from high) - poor entry point | Elevated P/E (39.5) - watch valuation,-4.5,NEUTRAL,BUY,False
