ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,dist_ma50_pct,health_details,earnings_details,sin_score_motivo,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,pe_ancla,pe_ancla_n,pe_ancla_dispersion,pe_ancla_fragil,pe_ancla_excluidos,pe_sin_ancla_motivo,pe_eps_usado,pe_eps_motivo,dcf_no_aplicable,ai_descartados,per_share_no_fiable,acciones_efectivas,shares_change_es_gasto,dividend_rate,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,interest_coverage_base,interest_coverage_ebit,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_fecha_conocida,earnings_catalyst,piotroski_score,piotroski_label,piotroski_evaluables,piotroski_motivo,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,modelos_dispersion_pts,modelos_acuerdo,upside_triangulated_pct,upside_divergence_pts,upside_divergence,upside_requiere_verificacion,risk_reward_ratio,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason,tasa_base_frase,tasa_base_n,tasa_base_caida_mediana_pct,tasa_base_caida_peor_pct,tasa_base_arriba_pct,tasa_base_bimodal,soporte_frase,soporte_nivel,soporte_distancia_pct,soporte_dias,soporte_aguanto,soporte_roto,soporte_antiguo
BSX,0.0,,,,35.8,Boston Scientific Corporation,63.5,Healthcare,Medical Devices,85.0,60.0,24.0,75.0,70.0,44.68,64751579136.0,15.0,1.8,False,flat,99.0,True,1.0,11.6,False,0.0,3.2,2.3,False,105.65,-57.7,0.0,False,-4.6,"{'roe_pct': 15.3, 'debt_to_equity': 0.5, 'current_ratio': 1.24, 'operating_margin_pct': 22.9}","{'eps_growth_yoy': 99.0, 'op_growth_yoy': 14.4, 'crecimiento_respaldado': False, 'crecimiento_puntuado': 39.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 17.5, 'score_bruto_sin_capar': 100.0, 'satura': False}",,61.0,94.0,44.0,29.0,buy,36.5,78.51,75.7,,,,,,,,múltiplo propio 62x fuera del rango 8-45,normalizado,tasa fiscal efectiva 4.9% — el beneficio del periodo no es representativo,,,,,,,5.25,2.35,,,,False,,11.5,Operating Income,11.5,15.1,33.0,2026-10-28,False,True,False,8.0,STRONG,9.0,,5.15,53.7,0.87,,,,,,0.8000000000000007,0.0,10.7,19.1,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,1445.0,23.0,29.8,15.0,False,flat,1.8,0.0,True,1.0,False,0.0,2.0,28.0,32.0,15.6,Bottom 25%,8.2,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,38.69,5.0,6.0,0.0,0.0,5.0,-1.61,-1.61,0.0,1.0,-1.5,,,56.1,-39.2,,True,4.56,10.0,53.0,0,,-8,RELIABLE/AVOID (-8),BEST,8.0,6,0.3579,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,,,,False,0,0.789,False,-57.71,5.88,-55.5,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 10 veces anteriores (RSI normal, bajo su MA200 que baja) cayó otro 8% de mediana (peor caso -14%); al año el 100% estaba en positivo (mediana +36%).",10,-8.0,-13.9,100,False,"soporte vivo más cercano en 43.95 (-1.6%), puesto a prueba hace 10 días; aguantó 2 y se rompió 2",43.95,-1.6,10.0,2.0,2.0,False
7741.T,0.0,,,,50.0,HOYA Corporation,76.8,Healthcare,Medical Instruments & Supplies,100.0,80.0,30.0,95.0,65.0,23600.0,7872059015168.0,,,,,25.2,True,2.0,12.4,True,2.0,,,False,30400.0,-22.4,2.0,False,-4.1,"{'roe_pct': 26.5, 'debt_to_equity': 0.04, 'current_ratio': 4.91, 'operating_margin_pct': 32.4}","{'eps_growth_yoy': 25.2, 'op_growth_yoy': 14.6, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 27.2, 'score_bruto_sin_capar': 115.0, 'satura': True}",,30200.0,36000.0,23100.0,15.0,strong_buy,28.0,16147.63,-31.6,24455.82,3.6,múltiplo propio,4.0,0.22,False,,,reportado,,,,,,,295.0,2.98,703.28,1.27,39.7,0.77,,,,,,30.0,35.0,2026-10-30,False,True,False,6.0,NEUTRAL,9.0,,7.6,55.3,1.15,,,,,,10.9,0.0,,23.0,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,334.6,25.0,32.9,,,,,0.0,True,2.0,True,2.0,8.0,10.0,32.0,71.9,Medio,30.5,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,46.47,5.0,0.0,0.0,0.0,5.0,0.22,-1.37,0.0,2.0,0.0,35.2,CONTRADICEN,,59.6,ALTA,False,3.5,2.0,27.0,0,,0,UNRELIABLE/INSUFFICIENT (0),CAUTION,-8.0,46,,,0.1799999999999997,⚪ WEAK,🟡 Average,,,,,,,,,,,False,1,0.74,False,-22.45,19.03,-32.52,downtrend,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 13 veces anteriores (RSI normal, bajo su MA200 que baja) o paró casi donde estaba o se desplomó hasta -24% — sin término medio; al año el 92% estaba en positivo (mediana +38%).",13,-3.1,-24.1,92,True,"soporte vivo más cercano en 23230.91 (-1.5%), puesto a prueba hace 17 días; aguantó 4 y se rompió 1",23230.91,-1.5,17.0,4.0,1.0,False
MANH,0.0,,,,0.3,"Manhattan Associates, Inc.",70.8,Technology,Software - Application,70.0,70.0,75.0,75.0,60.0,209.63,12222471168.0,60.0,67.4,False,up,-11.3,True,2.0,9.3,True,2.0,6.6,4.1,False,227.03,-7.7,6.0,False,6.7,"{'roe_pct': 96.4, 'debt_to_equity': 0.34, 'current_ratio': 0.98, 'operating_margin_pct': 25.0}","{'eps_growth_yoy': -11.3, 'op_growth_yoy': 0.9, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 18.7, 'score_bruto_sin_capar': 70.0, 'satura': False}",,220.7,260.0,180.0,10.0,buy,5.3,169.95,-18.9,,,,,,,,múltiplo propio 68x fuera del rango 8-45,reportado,,,,,,,,3.27,6.85,,,,True,-3.4,,,,-8.6,32.0,2026-10-27,False,True,False,6.0,NEUTRAL,9.0,,2.34,140.7,,,,,,,19.3,0.0,0.1,21.2,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 55% up volume)",HIGH_FLOAT,54.4,20.0,21.3,60.0,False,up,67.4,2.0,True,2.0,True,2.0,8.0,13.0,32.0,62.5,Medio,27.7,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,2/3,45.835,5.0,3.0,0.0,3.0,0.0,1.38,1.38,1.0,0.0,1.5,,,-6.8,24.2,MEDIA,False,0.66,2.0,87.0,0,,0,UNRELIABLE/INSUFFICIENT (0),WATCH,-3.0,7,0.0026,BAJA,23.58,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.78,False,-7.66,76.07,41.07,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 38 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 11% de mediana (peor caso -55%); al año el 74% estaba en positivo (mediana +33%).",38,-11.2,-55.3,74,False,"soporte vivo más cercano en 208.40 (-0.6%), puesto a prueba hace 15 días; aguantó 5 y se rompió 3",208.4,-0.6,15.0,5.0,3.0,False
NYT,0.0,,,,21.9,The New York Times Company,67.0,Communication Services,Publishing,90.0,70.0,24.0,75.0,65.0,63.05,10168930304.0,15.0,3.1,False,down,12.6,True,1.0,11.2,True,1.0,8.6,7.1,True,87.1,-27.6,2.0,False,-8.6,"{'roe_pct': 19.7, 'current_ratio': 1.58, 'operating_margin_pct': 17.1}","{'eps_growth_yoy': 12.6, 'op_growth_yoy': 11.5, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.3, 'score_bruto_sin_capar': 90.0, 'satura': False}",,79.0,90.0,63.0,9.0,buy,25.3,89.0,41.2,75.5,19.7,múltiplo propio,4.0,0.16,False,,,reportado,,,,,,,0.92,6.14,3.87,1.49,32.1,0.95,False,-0.79,420.4,Operating Income,423.0,14.0,40.0,2026-11-04,False,True,False,8.0,STRONG,9.0,,4.74,52.6,1.43,,,,,,6.699999999999999,0.0,6.6,20.1,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,NEUTRAL,55,"No clear pattern (0.9x ratio, 48% up volume)",HIGH_FLOAT,133.7,20.0,26.7,15.0,False,down,3.1,0.0,True,1.0,True,1.0,5.0,,32.0,,Sin datos suficientes,3.1,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,37.79499999999999,0.0,6.0,0.0,0.0,3.0,0.0,1.72,1.0,0.0,0.0,21.5,DISPERSOS,25.3,-5.2,,False,3.16,10.0,66.0,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),,0.0,39,0.2185,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,EVENTO,"<cite index=""1-6"">La caída fue gatillada por un miss en el crecimiento de suscriptores digitales y una reset de guidance</cite> en Q2 2026 (agosto). <cite index=""5-16,6-3"">El free cash flow margin se derrumbó a 1.3% desde 15.1% YoY</cite>, lo que disparó una venta masiva del 14-15% en un día.",https://weissratings.com/en/instant-news-alerts/the-new-york-times-company-nyt-down-14-6-should-i-pull-back-now | https://finance.yahoo.com/markets/stocks/articles/nyt-stock-fell-12-8-173000308.html | https://stockanalysis.com/stocks/nyt/ | https://simplywall.st/stocks/us/media/nyse-nyt/new-york-times/news/new-york-times-nyt-stock-drops-hard-despite-digital-subscrip,False,1,1.285,False,-27.39,17.53,-43.08,downtrend,stage4_ma_alcista,ESPERAR,"Ha perdido la MA200, aunque la media sigue subiendo — corrección dentro de tendencia, espera a que la recupere","las 17 veces anteriores (RSI normal, bajo su MA200 que sube) o paró casi donde estaba o se desplomó hasta -41% — sin término medio; al año el 59% estaba en positivo (mediana +27%).",17,-9.9,-41.3,59,True,"soporte vivo más cercano en 61.97 (-1.7%), puesto a prueba hace 1 días; aguantó 1 de 1 veces",61.97,-1.7,1.0,1.0,0.0,False
ROP,0.0,,,,12.6,"Roper Technologies, Inc.",61.2,Technology,Software - Application,85.0,50.0,38.7,60.0,65.0,364.02,36001894400.0,15.0,14.3,False,up,208.9,True,2.0,8.5,False,0.0,6.5,7.9,False,521.28,-30.2,1.0,False,-6.8,"{'roe_pct': 13.1, 'debt_to_equity': 0.61, 'current_ratio': 0.55, 'operating_margin_pct': 27.7}","{'eps_growth_yoy': 208.9, 'op_growth_yoy': 6.6, 'crecimiento_respaldado': False, 'crecimiento_puntuado': 31.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 30.2, 'score_bruto_sin_capar': 115.0, 'satura': True}",,445.2,550.0,335.0,15.0,buy,22.3,463.83,27.4,797.32,119.0,múltiplo propio,4.0,0.95,False,,,reportado,,,,,,,3.64,7.12,25.92,0.99,14.5,0.61,True,-7.2,5.9,Operating Income,8.6,163.1,27.0,2026-10-22,False,True,False,6.0,NEUTRAL,9.0,,4.76,1424.7,0.06,BEARISH,999.0,70.0,0.0,1.0,0.0,0.0,3.8,18.4,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.0x ratio, 50% up volume)",HIGH_FLOAT,98.4,20.0,22.1,15.0,False,up,14.3,2.0,True,2.0,False,0.0,5.0,13.0,32.0,62.5,Medio,27.7,0.0,0.0,0.0,-5.0,-8.0,0.0,0.0,0.0,False,2/3,37.61,5.0,6.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,91.6,DISPERSOS,27.4,-50.9,,False,2.79,2.0,9.0,0,,-8,RELIABLE/AVOID (-8),BEST,11.0,43,0.1262,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,,,,False,1,0.806,False,-29.67,19.27,-14.01,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 5 veces anteriores (sobrevendido (RSI<25), bajo su MA200 que baja) cayó otro 12% de mediana (peor caso -39%); al año el 60% estaba en positivo (mediana +12%).",5,-12.5,-39.0,60,False,"soporte vivo más cercano en 348.52 (-4.3%), puesto a prueba hace 65 días; aguantó 6 y se rompió 3",348.52,-4.3,65.0,6.0,3.0,False
SGSOY,0.0,,,,35.2,SGS SA,60.5,Industrials,Consulting Services,95.0,50.0,36.0,45.0,55.0,11.39,22527731712.0,15.0,11.1,False,down,15.0,True,2.0,2.2,False,0.0,,,False,12.76,-10.7,4.0,False,-1.5,"{'roe_pct': 76.3, 'debt_to_equity': 4.64, 'current_ratio': 0.95, 'operating_margin_pct': 13.1}","{'eps_growth_yoy': 15.0, 'op_growth_yoy': 5.5, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 9.2, 'score_bruto_sin_capar': 95.0, 'satura': False}",,14.0,14.0,14.0,1.0,none,22.9,16.13,41.6,11.53,1.2,múltiplo propio,4.0,0.19,False,,,reportado,,,,,,,0.41,5.74,0.65,3.58,95.7,3.54,,,,,,-1.8,,,False,False,False,5.0,NEUTRAL,9.0,,3.61,37.7,,,,,,,5.0,0.0,10.6,18.1,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,DISTRIBUTION,35,"Moderate distribution (0.9x ratio, 45% up volume)",MEGA_FLOAT,1690.9,30.0,28.7,15.0,False,down,11.1,0.0,True,2.0,False,0.0,5.0,30.0,32.0,9.4,Bottom 25%,5.7,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,44.96,0.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4,DISPERSOS,22.9,1.5,,False,2.86,0.0,118.0,0,,0,,BEST,5.0,7,0.3522,BAJA,15.05,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,1,0.807,False,-7.17,18.21,-9.45,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 39 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 10% de mediana (peor caso -31%); al año el 62% estaba en positivo (mediana +7%).",39,-9.6,-31.0,62,False,"soporte vivo más cercano en 11.23 (-1.4%), puesto a prueba hace 24 días; aguantó 5 y se rompió 1",11.23,-1.4,24.0,5.0,1.0,False
RACE,0.0,,,,28.3,Ferrari N.V.,76.3,Consumer Cyclical,Auto Manufacturers,95.0,70.0,53.9,90.0,60.0,411.82,72297488384.0,35.0,31.7,False,up,9.0,True,2.0,8.4,True,2.0,2.9,9.9,False,504.49,-18.4,7.0,True,1.9,"{'roe_pct': 45.4, 'debt_to_equity': 0.86, 'current_ratio': 2.43, 'operating_margin_pct': 31.1}","{'eps_growth_yoy': 9.0, 'op_growth_yoy': 9.5, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 22.2, 'score_bruto_sin_capar': 95.0, 'satura': False}",,457.96,523.14,408.1,14.0,strong_buy,11.2,320.12,-22.3,470.51,14.3,múltiplo propio,4.0,0.19,False,,,reportado,,,,,,,4.23,2.48,10.21,1.02,39.0,0.69,True,-1.12,63.9,Operating Income,63.9,10.1,39.0,2026-11-03,False,True,False,9.0,STRONG,9.0,,2.83,46.7,3.24,,,,,,48.4,0.0,8.5,22.9,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 58% up volume)",HIGH_FLOAT,173.5,0.0,31.4,35.0,False,up,31.7,2.0,True,2.0,True,2.0,8.0,,32.0,,Sin datos suficientes,31.7,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,False,3/3,36.935,0.0,0.0,0.0,3.0,3.0,-1.01,-1.43,1.0,1.0,-1.5,36.6,CONTRADICEN,,33.5,MEDIA,False,1.4,10.0,123.0,0,,-8,RELIABLE/AVOID (-8),WATCH,3.0,46,0.2827,BAJA,18.13,⚪ WEAK,🔴 Weak,,,,,,,,,,,True,3,0.964,False,-17.43,33.3,9.77,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado,"las 32 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 9% de mediana (peor caso -36%); al año el 78% estaba en positivo (mediana +16%).",32,-9.3,-36.5,78,False,"soporte vivo más cercano en 404.19 (-1.9%), puesto a prueba hace 20 días; aguantó 5 y se rompió 3",404.19,-1.9,20.0,5.0,3.0,False
FCNCA,0.0,,,,41.3,"First Citizens BancShares, Inc.",64.5,Financial Services,Banks - Regional,95.0,50.0,44.0,65.0,50.0,2056.83,23228028928.0,35.0,25.7,False,down,16.9,True,1.0,2.5,False,0.0,5.3,8.0,False,2296.3,-10.4,4.0,False,-5.2,"{'roe_pct': 10.7, 'operating_margin_pct': 39.0}","{'eps_growth_yoy': 16.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 25.2, 'score_bruto_sin_capar': 95.0, 'satura': False}",,2339.38,2525.0,2100.0,13.0,hold,13.7,,,2013.85,-2.1,múltiplo propio,4.0,1.01,True,,,reportado,,"Banks - Regional: el flujo operativo son depósitos, préstamos o primas, no caja libre para el accionista",,,11293120.0,,8.4,6.97,143.36,0.41,4.4,0.31,True,-12.85,,,,12.4,27.0,2026-10-22,False,True,False,5.0,NEUTRAL,7.0,,,,0.33,,,,,,14.7,0.0,12.4,19.3,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MICRO_FLOAT,8.1,22.0,31.7,35.0,False,down,25.7,0.0,True,1.0,False,0.0,2.0,19.0,32.0,43.8,Bajo 50%,16.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,43.865,0.0,0.0,0.0,3.0,3.0,0.16,-0.14,0.0,0.0,0.0,,,5.8,15.8,,False,1.71,0.0,,1,Appaloosa (Tepper),0,UNRELIABLE/INSUFFICIENT (0),,0.0,46,0.4133,BAJA,15.45,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,1,1.084,False,-10.34,27.2,-9.6,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 43 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 8% de mediana (peor caso -45%); al año el 74% estaba en positivo (mediana +12%).",43,-7.7,-45.4,74,False,"soporte vivo más cercano en 2039.00 (-0.9%), puesto a prueba hace 1 días; aguantó 13 y se rompió 3",2039.0,-0.9,1.0,13.0,3.0,False
WM,0.0,,,,50.0,"Waste Management, Inc.",59.5,Industrials,Waste Management,80.0,70.0,24.0,45.0,65.0,207.96,83124772864.0,15.0,3.5,False,down,8.1,True,1.0,4.0,True,2.0,1.5,2.7,False,248.13,-16.2,3.0,False,-6.9,"{'roe_pct': 29.8, 'debt_to_equity': 2.35, 'current_ratio': 0.91, 'operating_margin_pct': 19.0}","{'eps_growth_yoy': 8.1, 'op_growth_yoy': 6.9, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.1, 'score_bruto_sin_capar': 80.0, 'satura': False}",,259.92,277.0,220.0,25.0,buy,25.0,233.46,12.3,209.2,0.6,múltiplo propio,4.0,0.17,False,,,reportado,,,,,,,3.78,3.96,8.24,1.82,50.1,1.49,False,-0.47,5.2,Operating Income,5.0,8.3,32.0,2026-10-27,False,True,False,8.0,STRONG,9.0,,4.35,22.6,2.75,BULLISH,0.0,60.0,1.0,0.0,7.0,0.0,,17.8,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,STRONG_DISTRIBUTION,5,"Strong selling pressure (0.5x ratio, 32% up volume)",MEGA_FLOAT,398.5,33.0,25.5,15.0,False,down,3.5,0.0,True,1.0,True,2.0,5.0,26.0,32.0,21.9,Bottom 25%,8.8,-3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,1/3,35.8,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.7,COHERENTES,12.3,18.6,,False,3.12,10.0,112.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,-8.0,46,,,5.949999999999999,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,1,0.835,False,-15.48,8.92,-26.23,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias,"las 17 veces anteriores (RSI normal, bajo su MA200 que sube) cayó otro 4% de mediana (peor caso -22%); al año el 100% estaba en positivo (mediana +28%).",17,-4.1,-21.7,100,False,"soporte vivo más cercano en 204.80 (-1.5%), puesto a prueba hace 3 días; aguantó 2 y se rompió 1",204.8,-1.5,3.0,2.0,1.0,False
ICE,79.86842105263158,Excellent,Stage 2 Early,18.10281431422808,12.6,"Intercontinental Exchange, Inc.",68.8,Financial Services,Financial Data & Stock Exchanges,85.0,60.0,53.0,75.0,65.0,156.93,88099635200.0,35.0,44.8,False,up,12.6,False,0.0,10.7,False,0.0,1.1,1.5,False,176.05,-10.9,4.0,False,2.4,"{'roe_pct': 14.1, 'debt_to_equity': 0.69, 'current_ratio': 1.01, 'operating_margin_pct': 52.6}","{'eps_growth_yoy': 12.6, 'op_growth_yoy': 7.3, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 38.2, 'score_bruto_sin_capar': 85.0, 'satura': False}",,187.29,232.0,163.0,14.0,strong_buy,19.3,199.18,26.9,213.75,36.2,múltiplo propio,4.0,0.34,False,,,reportado,,,,,,,2.08,5.36,8.41,1.33,28.2,1.25,True,-1.57,6.9,Operating Income,7.6,14.2,34.0,2026-10-29,False,True,False,8.0,STRONG,9.0,,4.64,114.8,1.26,,,,,,41.4,31.9,3.8,20.6,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 58% up volume)",MEGA_FLOAT,557.5,23.0,56.4,35.0,False,up,44.8,2.0,False,0.0,False,0.0,0.0,9.0,32.0,75.0,Top 25%,32.6,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,35.650000000000006,0.0,6.0,0.0,3.0,3.0,0.0,1.04,0.0,0.0,0.0,9.3,COHERENTES,26.9,-12.2,,False,2.41,10.0,35.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,-5.0,46,0.1262,BAJA,55.81421052631579,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,2,0.912,False,-9.94,29.28,-18.76,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 48 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 6% de mediana (peor caso -32%); al año el 81% estaba en positivo (mediana +18%).",48,-6.0,-31.9,81,False,"soporte vivo más cercano en 155.02 (-1.2%), puesto a prueba hace 16 días; aguantó 6 y se rompió 3",155.02,-1.2,16.0,6.0,3.0,False
