ticker,company,purchase_count,unique_insiders,days_span,first_purchase,last_purchase,total_qty,confidence_score
RHP,"Ryman Hospitality Properties, Inc.",2,1,1,2026-03-02,2026-03-03,15600.0,50
BATRK,"Atlanta Braves Holdings, Inc.",2,1,1,2026-03-02,2026-03-03,21736.0,50
LKFN,Lakeland Financial Corp,2,1,1,2026-03-02,2026-03-03,20000.0,50
PVLA,"Palvella Therapeutics, Inc.",2,1,0,2026-03-03,2026-03-03,6400.0,50
MYGN,Myriad Genetics Inc,2,1,1,2026-03-02,2026-03-03,209014.0,50
CMS,Cms Energy Corp,2,1,1,2026-03-02,2026-03-03,4000.0,50
HMN,Horace Mann Educators Corp /De/,2,1,1,2026-03-02,2026-03-03,7000.0,50
IONQ,"Ionq, Inc.",2,1,1,2026-03-02,2026-03-03,6000.0,50
MSEX,Middlesex Water Co,2,1,1,2026-03-02,2026-03-03,4000.0,50
AHCO,Adapthealth Corp.,2,1,1,2026-03-02,2026-03-03,10000.0,50
IBCP,Independent Bank Corp /Mi/,2,1,1,2026-03-02,2026-03-03,2400.0,50
PMNT,Perfect Moment Ltd.,2,1,1,2026-03-02,2026-03-03,58100.0,50
OESX,"Orion Energy Systems, Inc.",2,1,1,2026-03-02,2026-03-03,1000.0,50
BRN,Barnwell Industries Inc,2,1,1,2026-03-02,2026-03-03,8866.0,50
LOGC,Contextlogic Holdings Inc.,2,1,3,2026-02-27,2026-03-02,3517588.0,50
CADL,"Candel Therapeutics, Inc.",2,1,3,2026-02-27,2026-03-02,1100916.0,50
OFIX,Orthofix Medical Inc.,2,1,3,2026-02-27,2026-03-02,275716.0,50
VNO,Vornado Realty Trust,2,1,3,2026-02-27,2026-03-02,50000.0,50
IPWR,Ideal Power Inc.,2,1,3,2026-02-27,2026-03-02,181818.0,50
CMTG,"Claros Mortgage Trust, Inc.",2,1,3,2026-02-27,2026-03-02,50000.0,50
FRPT,"Freshpet, Inc.",2,1,3,2026-02-27,2026-03-02,1260.0,50
BACQ,Inflection Point Acquisition Corp. IV,2,1,3,2026-02-27,2026-03-02,8656.0,50
INBK,First Internet Bancorp,2,1,3,2026-02-27,2026-03-02,2000.0,50
SRTS,"Sensus Healthcare, Inc.",2,1,3,2026-02-27,2026-03-02,4000.0,50
GOOD,Gladstone Commercial Corp,2,1,3,2026-02-27,2026-03-02,550.0,50
HUM,Humana Inc,2,1,1,2026-02-26,2026-02-27,1620.0,50
AERA,Ai Era Corp.,2,1,1,2026-02-26,2026-02-27,260000.0,50
SMG,Scotts Miracle-Gro Co,2,1,1,2026-02-26,2026-02-27,1386.0,50
MKZR,"Mackenzie Realty Capital, Inc.",2,1,1,2026-02-26,2026-02-27,10000.0,50
NBR,Nabors Industries Ltd,2,1,1,2026-02-25,2026-02-26,12820.0,50
OGE,Oge Energy Corp.,2,1,1,2026-02-25,2026-02-26,20840.0,50
ITIC,Investors Title Co,2,1,1,2026-02-25,2026-02-26,1000.0,50
ACIC,American Coastal Insurance Corp,2,1,1,2026-02-25,2026-02-26,6400.0,50
FBLA,"Fb Bancorp, Inc. /Md/",2,1,1,2026-02-25,2026-02-26,308.0,50
FMNB,Farmers National Banc Corp /Oh/,2,1,1,2026-02-25,2026-02-26,58.0,50
ELF,"E.L.F. Beauty, Inc.",2,1,1,2026-02-24,2026-02-25,10000.0,50
AMRZ,Amrize Ltd,2,1,1,2026-02-24,2026-02-25,2400.0,50
EQBK,Equity Bancshares Inc,2,1,1,2026-02-24,2026-02-25,220.0,50
ARW,"Arrow Electronics, Inc.",2,1,1,2026-02-23,2026-02-24,7920.0,50
BX,Blackstone Inc.,2,1,1,2026-02-23,2026-02-24,1050.0,50
GNSS,Genasys Inc.,2,1,1,2026-02-23,2026-02-24,50914.0,50
NTWK,Netsol Technologies Inc,2,1,1,2026-02-19,2026-02-20,12000.0,50
RXO,"Rxo, Inc.",2,1,1,2026-02-18,2026-02-19,1064552.0,50
KLRS,"Kalaris Therapeutics, Inc.",2,1,1,2026-02-18,2026-02-19,959694.0,50
CMIIU,Columbus Circle Capital Corp II,2,1,1,2026-02-18,2026-02-19,530000.0,50
KVYO,"Klaviyo, Inc.",2,1,1,2026-02-18,2026-02-19,32678.0,50
MDU,Mdu Resources Group Inc,2,1,1,2026-02-18,2026-02-19,10000.0,50
NWWP,New Peoples Bankshares Inc,2,1,1,2026-02-18,2026-02-19,23448.0,50
MPAA,Motorcar Parts of America Inc,2,1,1,2026-02-18,2026-02-19,2000.0,50
BIIB,Biogen Inc.,2,1,1,2026-02-18,2026-02-19,6.0,50
CLF,Cleveland-Cliffs Inc.,2,1,1,2026-02-16,2026-02-17,39400.0,50
RBBN,Ribbon Communications Inc.,2,1,1,2026-02-16,2026-02-17,74000.0,50
ILMN,"Illumina, Inc.",2,1,1,2026-02-12,2026-02-13,400.0,50
GOVB,"Gouverneur Bancorp, Inc./Md/",2,1,1,2026-02-12,2026-02-13,2000.0,50
CME,Cme Group Inc.,2,1,1,2026-01-05,2026-01-06,524.0,50
,Highwater Ethanol LLC,2,1,1,2026-01-05,2026-01-06,8.0,50
KOD,Kodiak Sciences Inc.,2,1,1,2025-12-22,2025-12-23,5217392.0,50
MBAV,M3-Brigade Acquisition V Corp.,2,1,1,2025-12-22,2025-12-23,7058162.0,50
ED,Consolidated Edison Inc,2,1,1,2025-12-22,2025-12-23,2.0,50
FTCI,"Ftc Solar, Inc.",2,1,3,2025-12-19,2025-12-22,21276.0,50
SNEX,Stonex Group Inc.,2,1,3,2025-12-19,2025-12-22,2000.0,50
UNB,Union Bankshares Inc,2,1,3,2025-12-19,2025-12-22,46.0,50
KNSL,"Kinsale Capital Group, Inc.",2,1,1,2025-12-18,2025-12-19,5350.0,50
CTTH,"Ctt Pharmaceutical Holdings, Inc.",2,1,1,2025-12-18,2025-12-19,16600.0,50
ACNB,Acnb Corp,2,1,1,2025-12-18,2025-12-19,10.0,50
APTV,Aptiv Plc,2,1,1,2025-12-17,2025-12-18,7400.0,50
CVR,Chicago Rivet & Machine Co,2,1,1,2025-12-17,2025-12-18,5074.0,50
TXO,"Txo Partners, L.P.",2,1,1,2025-12-17,2025-12-18,4000.0,50
TFSL,Tfs Financial Corp,2,1,1,2025-12-17,2025-12-18,2878.0,50
WVVI,Willamette Valley Vineyards Inc,2,1,1,2025-12-17,2025-12-18,6000.0,50
MRMD,Marimed Inc.,2,1,1,2025-12-17,2025-12-18,90910.0,50
UMH,"Umh Properties, Inc.",2,1,1,2025-12-17,2025-12-18,132.0,50
KVUE,Kenvue Inc.,2,1,1,2025-12-16,2025-12-17,12755388.0,50
WVE,Wave Life Sciences Ltd.,2,1,1,2025-12-16,2025-12-17,2940000.0,50
TWLV,Twelve Seas Investment Co Iii/Cayman,2,1,1,2025-12-16,2025-12-17,600000.0,50
AMCR,Amcor Plc,2,1,1,2025-12-16,2025-12-17,242130.0,50
HLIT,Harmonic Inc.,2,1,1,2025-12-16,2025-12-17,95056.0,50
AAON,"Aaon, Inc.",2,1,1,2025-12-16,2025-12-17,12282.0,50
CLFD,"Clearfield, Inc.",2,1,1,2025-12-16,2025-12-17,20000.0,50
VERA,"Vera Therapeutics, Inc.",2,1,1,2025-12-16,2025-12-17,11764.0,50
HUBG,"Hub Group, Inc.",2,1,1,2025-12-16,2025-12-17,9132.0,50
MAA,Mid America Apartment Communities Inc.,2,1,1,2025-12-16,2025-12-17,1516.0,50
TUSK,"Mammoth Energy Services, Inc.",2,1,1,2025-12-16,2025-12-17,20000.0,50
TEAD,Teads Holding Co.,2,1,1,2025-12-16,2025-12-17,20000.0,50
LFAC,Leapfrog Acquisition Corp,2,1,1,2025-12-11,2025-12-12,657500.0,50
MNR,Mach Natural Resources LP,2,1,1,2025-12-11,2025-12-12,60000.0,50
ALTG,Alta Equipment Group Inc.,2,1,1,2025-12-11,2025-12-12,80000.0,50
ZEUS,Olympic Steel Inc,2,1,1,2025-12-11,2025-12-12,10060.0,50
FSEA,"First Seacoast Bancorp, Inc.",2,1,1,2025-12-11,2025-12-12,4644.0,50
ABCB,Ameris Bancorp,2,1,1,2025-12-11,2025-12-12,616.0,50
NAN,Nuveen New York Quality Municipal Income Fund,2,1,1,2025-12-11,2025-12-12,2000.0,50
MGM,Mgm Resorts International,2,1,1,2025-12-10,2025-12-11,2197496.0,50
MRVI,"Maravai Lifesciences Holdings, Inc.",2,1,1,2025-12-10,2025-12-11,200000.0,50
ABSI,Absci Corp,2,1,1,2025-12-10,2025-12-11,80000.0,50
CCRN,Cross Country Healthcare Inc,2,1,1,2025-12-10,2025-12-11,10000.0,50
OPHC,"Optimumbank Holdings, Inc.",2,1,1,2025-12-10,2025-12-11,15200.0,50
GLBZ,Glen Burnie Bancorp,2,1,1,2025-12-10,2025-12-11,1800.0,50
THFF,First Financial Corp /In/,2,1,1,2025-12-10,2025-12-11,56.0,50
CBIO,"Crescent Biopharma, Inc.",2,1,1,2025-12-09,2025-12-10,2720000.0,50
DMAC,Diamedica Therapeutics Inc.,2,1,1,2025-12-09,2025-12-10,2122554.0,50
NWAX,New America Acquisition I Corp.,2,1,1,2025-12-09,2025-12-10,1200000.0,50
XOMA,Xoma Royalty Corp,2,1,1,2025-12-09,2025-12-10,200000.0,50
LIN,Linde Plc,2,1,1,2025-12-09,2025-12-10,5040.0,50
GMRE,Global Medical Reit Inc.,2,1,1,2025-12-09,2025-12-10,20000.0,50
RNAC,"Cartesian Therapeutics, Inc.",2,1,1,2025-12-09,2025-12-10,60000.0,50
ANVS,"Annovis Bio, Inc.",2,1,1,2025-12-09,2025-12-10,90000.0,50
ECL,Ecolab Inc.,2,1,1,2025-12-09,2025-12-10,1500.0,50
AEBI,Aebi Schmidt Holding AG,2,1,1,2025-12-09,2025-12-10,15000.0,50
NSC,Norfolk Southern Corp,2,1,1,2025-12-09,2025-12-10,408.0,50
ECG,"Everus Construction Group, Inc.",2,1,1,2025-12-09,2025-12-10,500.0,50
DIN,"Dine Brands Global, Inc.",2,1,1,2025-12-09,2025-12-10,1300.0,50
MGEE,Mge Energy Inc,2,1,1,2025-12-09,2025-12-10,540.0,50
MVBF,Mvb Financial Corp,2,1,1,2025-12-09,2025-12-10,1000.0,50
PMTS,Cpi Card Group Inc.,2,1,1,2025-12-08,2025-12-09,400000.0,50
GRDN,"Guardian Pharmacy Services, Inc.",2,1,1,2025-12-08,2025-12-09,6740.0,50
SELF,"Global Self Storage, Inc.",2,1,1,2025-12-08,2025-12-09,32800.0,50
VXRT,"Vaxart, Inc.",2,1,1,2025-12-08,2025-12-09,40000.0,50
BLND,"Blend Labs, Inc.",2,1,3,2025-12-05,2025-12-08,2619646.0,50
SGI,Somnigroup International Inc.,2,1,3,2025-12-05,2025-12-08,64000.0,50
TBRG,"Trubridge, Inc.",2,1,3,2025-12-05,2025-12-08,260000.0,50
TH,Target Hospitality Corp.,2,1,3,2025-12-05,2025-12-08,250000.0,50
RPD,"Rapid7, Inc.",2,1,3,2025-12-05,2025-12-08,83090.0,50
BAER,"Bridger Aerospace Group Holdings, Inc.",2,1,3,2025-12-05,2025-12-08,600000.0,50
LAB,Standard Biotools Inc.,2,1,3,2025-12-05,2025-12-08,700000.0,50
FOSL,"Fossil Group, Inc.",2,1,3,2025-12-05,2025-12-08,56340.0,50
KOSS,Koss Corp,2,1,3,2025-12-05,2025-12-08,5000.0,50
LBRA,1847 Holdings LLC,2,1,3,2025-12-05,2025-12-08,417074.0,50
