ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,upside_triangulated_pct,upside_divergence_pts,upside_divergence,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
ROP,0.0,,,,50.0,"Roper Technologies, Inc.",62.0,Technology,Software - Application,100.0,50.0,24.0,55.0,65.0,364.2,36754104320.0,15.0,13.3,False,down,34.5,True,2.0,7.8,False,0.0,5.6,4.7,False,575.77,-36.7,1.0,False,"{'roe_pct': 9.0, 'debt_to_equity': 0.56, 'current_ratio': 0.53, 'operating_margin_pct': 27.2}","{'eps_growth_yoy': 34.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.1}",451.72,550.0,349.78,15.0,buy,24.0,911.86,150.4,480.6,32.0,5.9,21.5,1.0,21.1,0.59,True,-4.08,7.0,41.4,19.0,2026-07-23,False,True,6.0,NEUTRAL,4.83,1441.1,0.26,,,,,,2.6000000000000014,0.0,,18.6,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 55% up volume)",HIGH_FLOAT,100.4,20.0,26.6,15.0,False,down,13.3,0.0,True,2.0,False,0.0,5.0,22,29.0,27.6,Bajo 50%,19.2,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,5.0,False,2/3,38.8,0.0,6.0,0.0,3.0,5.0,1.1,-0.46,1.0,0.0,1.5,3.0,0.0,2.0,10,0,,-5,MIXED/AVOID (-5),,0.0,45,,,0.0,32.0,-67.2,,⚪ WEAK,🔴 Weak,,,,,,,
TT,0.0,,,,50.0,Trane Technologies plc,56.5,Industrials,Building Products & Equipment,60.0,40.0,52.4,80.0,60.0,478.13,105693257728.0,35.0,48.2,False,down,-31.8,True,1.0,-13.5,True,1.0,2.1,3.3,False,505.87,-5.5,7.0,True,"{'roe_pct': 36.6, 'debt_to_equity': 0.54, 'current_ratio': 1.09, 'operating_margin_pct': 15.5}","{'eps_growth_yoy': -31.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.4}",522.37,570.0,402.0,21.0,buy,9.3,177.22,-62.9,131.0,-72.6,2.52,12.04,0.88,29.6,1.2,True,-1.22,17.3,-1.5,25.0,2026-07-29,False,False,9.0,STRONG,3.57,102.0,,,,,,,34.2,0.0,,16.9,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MEGA_FLOAT,220.5,5.0,24.2,35.0,False,down,48.2,0.0,True,1.0,True,1.0,5.0,12,29.0,62.1,Medio,35.2,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,False,2/3,37.599999999999994,8.0,0.0,0.0,3.0,0.0,0.16,0.41,0.0,0.0,0.0,1.16,0.0,10.0,65,0,,-5,MIXED/AVOID (-5),,0.0,45,,,25.15,-62.9,77.0,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
BRK-B,66.35714285714286,Excellent,Stage Unknown,14.267160277640889,15.8,Berkshire Hathaway Inc. New,71.5,Financial Services,Insurance - Diversified,100.0,60.0,44.0,85.0,50.0,507.78,1095207223296.0,35.0,35.5,False,up,119.6,False,0.0,10.5,False,0.0,1.0,2.3,False,516.85,-1.8,3.0,False,"{'roe_pct': 10.5, 'debt_to_equity': 0.18, 'current_ratio': 2.88, 'operating_margin_pct': 14.4}","{'eps_growth_yoy': 119.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.3}",520.33,570.0,481.0,3.0,none,2.5,1856.94,265.7,1008.6,98.6,5.59,43.79,,,,True,-0.02,14.4,59.8,28.0,2026-08-01,False,False,4.0,NEUTRAL,,,0.2,,,,,,39.7,26.5,4.7,21.4,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MICRO_FLOAT,1.2,20.0,52.7,35.0,False,up,35.5,2.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,35.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,False,2/3,37.38999999999999,0.0,6.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.31,-3.0,0.0,,0,,0,UNRELIABLE/INSUFFICIENT (0),,0.0,45,0.1585,BAJA,55.32857142857143,98.6,-179.6,,⚪ WEAK,🔴 Weak,AVOID,30.0,Near ATH (-1.8% from high) - poor entry point,-1.8,NEUTRAL,NONE,False
DHR,0.0,,,,8.2,Danaher Corporation,67.4,Healthcare,Diagnostics & Research,100.0,50.0,32.0,80.0,65.0,197.93,140089032704.0,35.0,34.7,False,up,85.4,False,0.0,0.3,False,0.0,1.8,2.7,False,242.8,-18.5,2.0,False,"{'roe_pct': 7.1, 'debt_to_equity': 0.37, 'current_ratio': 1.87, 'operating_margin_pct': 22.9}","{'eps_growth_yoy': 85.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.9}",242.35,310.0,200.0,23.0,strong_buy,22.4,126.22,-36.2,51.7,-73.9,3.26,6.45,0.81,26.4,0.44,True,-1.43,17.9,9.8,17.0,2026-07-21,False,True,5.0,NEUTRAL,2.92,39.2,2.19,,,,,,0.0,0.0,2.5,20.2,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,630.6,23.0,22.7,35.0,False,up,34.7,2.0,False,0.0,False,0.0,0.0,14,29.0,55.2,Medio,30.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,5.0,False,2/3,37.370000000000005,5.0,3.0,0.0,3.0,3.0,0.0,-1.24,0.0,0.0,0.0,2.8,2.0,0.0,112,0,,0,UNRELIABLE/INSUFFICIENT (0),,0.0,45,0.0818,BAJA,0.0,-36.2,77.4,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
MSCI,0.0,,,,34.7,MSCI Inc.,67.3,Financial Services,Financial Data & Stock Exchanges,100.0,60.0,44.0,50.0,60.0,603.11,43862736896.0,35.0,34.7,False,down,33.7,True,1.0,10.1,False,0.0,2.9,2.9,False,644.68,-6.4,6.0,False,"{'current_ratio': 0.86, 'operating_margin_pct': 53.7}","{'eps_growth_yoy': 33.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 40.7}",690.44,730.0,550.0,16.0,buy,14.5,703.29,16.6,524.7,-13.0,2.75,16.58,1.36,42.5,1.01,True,-6.12,7.7,49.1,17.0,2026-07-21,False,True,8.0,STRONG,3.4,851.3,0.54,BEARISH,999.0,60.0,0.0,1.0,32.6,0.0,10.4,20.2,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.0x ratio, 49% up volume)",HIGH_FLOAT,68.9,0.0,30.6,35.0,False,down,34.7,0.0,True,1.0,False,0.0,2.0,19,29.0,37.9,Bajo 50%,23.2,0.0,0.0,3.0,5.0,-8.0,0.0,0.0,0.0,False,3/3,37.255,0.0,0.0,0.0,3.0,5.0,0.0,0.27,0.0,0.0,0.0,1.81,2.0,10.0,40,0,,-8,RELIABLE/AVOID (-8),WATCH,0.0,45,0.3472,MEDIA,23.23,14.5,12.7,,⚪ WEAK,🔴 Weak,,,,,,,
AXP,61.8,Excellent,Stage Unknown,11.433337731919371,8.2,American Express Company,64.6,Financial Services,Credit Services,80.0,50.0,46.7,85.0,60.0,351.96,240151609344.0,35.0,45.3,False,flat,3.0,True,1.0,5.9,False,0.0,2.3,4.2,False,387.49,-9.2,4.0,False,"{'roe_pct': 34.4, 'debt_to_equity': 1.78, 'current_ratio': 1.57, 'operating_margin_pct': 21.2}","{'eps_growth_yoy': 3.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.3}",366.58,450.0,312.0,25.0,buy,4.2,,,281.78,-19.9,,,1.08,21.3,1.1,True,-2.71,,12.3,20.0,2026-07-24,False,True,4.0,NEUTRAL,,,0.99,,,,,,21.6,24.7,2.5,19.4,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",MEGA_FLOAT,529.3,30.0,46.6,35.0,False,flat,45.3,0.0,True,1.0,False,0.0,2.0,9,29.0,72.4,Medio,40.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,37.24999999999999,0.0,0.0,0.0,3.0,3.0,0.78,1.39,1.0,0.0,0.0,0.52,-3.0,0.0,,1,Berkshire Hathaway (Buffett),-5,MIXED/AVOID (-5),CAUTION,2.0,22,0.0815,BAJA,46.36,-7.8,24.1,MEDIA,⚪ WEAK,🔴 Weak,,,,,,,
VRSK,0.0,,,,50.0,"Verisk Analytics, Inc.",53.0,Industrials,Consulting Services,65.0,50.0,24.0,65.0,65.0,188.35,24677963776.0,15.0,15.0,False,flat,-7.5,True,1.0,1.3,False,0.0,7.8,4.4,False,308.19,-38.9,1.0,False,"{'current_ratio': 1.02, 'operating_margin_pct': 45.0}","{'eps_growth_yoy': -7.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 29.3}",220.47,275.0,185.0,17.0,buy,17.1,114.49,-39.2,65.5,-65.2,3.83,7.21,1.06,28.2,0.63,True,-8.31,7.7,3.4,25.0,2026-07-29,False,False,7.0,NEUTRAL,4.66,113.1,4.53,,,,,,0.0,0.0,,15.9,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 42% up volume)",HIGH_FLOAT,130.6,27.0,22.7,15.0,False,flat,15.0,0.0,True,1.0,False,0.0,2.0,20,29.0,34.5,Bajo 50%,22.5,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,36.900000000000006,8.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.14,2.0,5.0,35,0,,-8,RELIABLE/AVOID (-8),,0.0,45,,,0.0,-39.2,69.3,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
BRO,0.0,,,,9.2,"Brown & Brown, Inc.",73.5,Financial Services,Insurance Brokers,100.0,90.0,24.0,75.0,50.0,70.0,23726348288.0,15.0,20.5,False,flat,84.4,True,2.0,50.5,True,1.0,6.5,5.7,False,108.66,-35.6,2.0,False,"{'roe_pct': 11.9, 'debt_to_equity': 0.64, 'current_ratio': 1.02, 'operating_margin_pct': 47.2}","{'eps_growth_yoy': 84.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 18.4}",72.44,90.0,60.0,16.0,hold,3.5,66.09,-5.6,30.7,-56.1,6.42,4.49,0.92,20.5,0.65,True,-1.59,5.0,-3.2,23.0,2026-07-27,False,False,4.0,NEUTRAL,5.43,175.4,,,,,,,4.0,0.0,2.8,22.1,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,292.0,25.0,24.8,15.0,False,flat,20.5,0.0,True,2.0,True,1.0,8.0,16,29.0,48.3,Bajo 50%,27.9,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,36.36,0.0,6.0,0.0,3.0,0.0,1.31,-0.77,1.0,0.0,1.5,0.44,-3.0,0.0,15,0,,-8,RELIABLE/AVOID (-8),BEST,5.0,37,0.0925,BAJA,0.0,-5.6,34.4,MEDIA,⚪ WEAK,🔴 Weak,,,,,,,
COF,0.0,,,,43.7,Capital One Financial Corporati,59.8,Financial Services,Credit Services,68.0,70.0,32.0,60.0,65.0,205.12,126357905408.0,35.0,29.0,False,flat,,True,1.0,21.1,False,0.0,2.0,2.2,False,259.64,-21.0,2.0,False,"{'roe_pct': 3.3, 'operating_margin_pct': 28.6}","{'positive_quarters': 3, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 8.9}",256.23,310.0,214.0,22.0,buy,24.9,,,32.6,-84.1,,,1.56,86.1,1.65,True,-5.55,,-3.2,17.0,2026-07-21,False,True,5.0,NEUTRAL,,,,,,,,,0.0,0.0,13.1,17.9,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,609.4,25.0,31.0,35.0,False,flat,29.0,0.0,True,1.0,False,0.0,2.0,9,29.0,72.4,Medio,40.4,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,5.0,False,1/3,36.105,0.0,0.0,0.0,3.0,0.0,0.61,0.41,1.0,0.0,0.0,3.11,0.0,0.0,,1,Berkshire Hathaway (Buffett),8,RELIABLE/BUY (+8),,0.0,44,0.4372,MEDIA,0.0,-29.6,109.0,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
FICO,57.1375,Excellent,Stage Unknown,33.06773206624472,50.0,Fair Isaac Corporation,74.8,Technology,Software - Application,100.0,90.0,26.7,70.0,65.0,1270.83,29471698944.0,15.0,20.5,False,up,45.5,True,2.0,28.9,True,2.0,10.5,6.1,True,1998.01,-36.4,2.0,False,"{'current_ratio': 2.22, 'operating_margin_pct': 58.2}","{'eps_growth_yoy': 45.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 33.7}",1528.55,2400.0,707.0,20.0,buy,20.3,1335.91,5.1,945.6,-25.6,2.48,31.5,,,0.09,True,-6.15,7.2,69.0,25.0,2026-07-29,False,False,7.0,NEUTRAL,2.84,996.8,0.34,,,,,,52.7,22.9,,22.4,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.4x ratio, 55% up volume)",LOW_FLOAT,22.5,20.0,64.7,15.0,False,up,20.5,2.0,True,2.0,True,2.0,8.0,22,29.0,27.6,Bajo 50%,19.2,0.0,3.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,35.92,0.0,0.0,0.0,3.0,5.0,-0.39,-0.19,0.0,0.0,0.0,2.54,2.0,5.0,51,0,,-5,MIXED/AVOID (-5),,0.0,45,,,28.548750000000005,5.1,30.6,MEDIA,⚪ WEAK,🔴 Weak,BUY,90.0,Good pullback (-36.4% from high) - valid VCP setup | Elevated P/E (40.3) - watch valuation | Strong upside (+20.3%) - analyst support,-36.4,NEUTRAL,BUY,True
LRLCY,0.0,,,,8.2,L'Oreal Co.,54.2,Consumer Defensive,Household & Personal Products,55.0,50.0,36.0,80.0,60.0,88.64,235959320576.0,15.0,20.7,False,flat,,,0.0,,,0.0,,,False,95.48,-7.2,5.0,False,"{'roe_pct': 18.0, 'debt_to_equity': 0.34, 'current_ratio': 1.45, 'operating_margin_pct': 19.2}",{'profit_margin_pct': 13.9},100.67,103.0,98.0,3.0,strong_buy,13.6,32.69,-63.1,26.1,-70.6,2.51,2.22,1.9,60.9,1.52,,,,0.4,25.0,2026-07-29,False,False,6.0,NEUTRAL,3.72,69.9,63.23,,,,,,6.0,0.0,2.5,16.3,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,66,200 MA declining - structural weakness,ACCUMULATION,70,"Moderate accumulation (1.3x ratio, 54% up volume)",MEGA_FLOAT,1278.3,23.0,18.7,15.0,False,flat,20.7,0.0,,0.0,,0.0,0.0,13,29.0,58.6,Medio,34.4,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,35.84,0.0,0.0,3.0,0.0,1.0,0.33,0.33,0.0,0.0,0.0,1.7,2.0,2.0,74,0,,3,MIXED/BUY (+3),,0.0,28,0.0815,BAJA,18.92,-63.1,80.4,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
KR,0.0,,,,10.0,Kroger Company (The),64.8,Consumer Defensive,Grocery Stores,78.0,100.0,27.0,30.0,65.0,58.22,35668324352.0,15.0,9.1,False,down,48.3,False,0.0,35.9,True,2.0,5.0,4.2,False,76.58,-24.0,2.0,False,"{'roe_pct': 13.8, 'debt_to_equity': 3.73, 'current_ratio': 0.79, 'operating_margin_pct': 3.2}","{'eps_growth_yoy': 48.3, 'positive_quarters': 3, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 0.7}",71.41,86.0,58.0,22.0,buy,22.7,109.66,88.4,22.57,-61.2,8.4,4.89,2.47,80.1,2.01,True,-7.66,3.0,9.2,68.0,2026-09-10,False,False,7.0,NEUTRAL,2.71,5.9,0.8,,,,,,0.0,0.0,3.0,19.4,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",MEGA_FLOAT,793.5,30.0,22.4,15.0,False,down,9.1,0.0,False,0.0,True,2.0,2.0,,29.0,,Sin datos suficientes,9.1,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,35.42,0.0,8.0,0.0,3.0,3.0,0.98,-5.48,1.0,2.0,0.0,2.84,2.0,5.0,122,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),,0.0,45,0.0996,BAJA,0.0,22.7,9.1,,⚪ WEAK,🔴 Weak,,,,,,,
CDNS,67.0,Excellent,Stage Unknown,19.201083050717983,50.0,"Cadence Design Systems, Inc.",77.1,Technology,Software - Application,100.0,60.0,66.6,85.0,60.0,373.14,102917988352.0,60.0,54.8,False,up,109.7,False,0.0,15.6,False,0.0,1.8,2.1,False,416.69,-10.5,6.0,False,"{'roe_pct': 20.7, 'debt_to_equity': 0.47, 'current_ratio': 1.47, 'operating_margin_pct': 29.7}","{'eps_growth_yoy': 109.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.2}",388.78,450.0,275.0,25.0,strong_buy,4.2,178.28,-52.2,98.67,-73.6,1.46,5.44,,,,True,-0.97,14.4,23.0,23.0,2026-07-27,False,False,7.0,NEUTRAL,1.57,44.0,1.73,,,,,,58.3,26.8,,23.1,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,274.5,23.0,71.3,60.0,False,up,54.8,2.0,False,0.0,False,0.0,0.0,22,29.0,27.6,Bajo 50%,19.2,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,2/3,34.839999999999996,0.0,0.0,0.0,3.0,5.0,0.0,1.26,1.0,0.0,0.0,0.52,-3.0,5.0,113,0,,-8,RELIABLE/AVOID (-8),,0.0,45,,,57.71,-52.2,67.1,ALTA,⚪ WEAK,🔴 Weak,HOLD,35.0,Close to ATH (-10.5% from high) - wait for pullback | High P/E (87.0) - valuation risk,-10.5,NEUTRAL,STRONG_BUY,True
ECL,0.0,,,,50.0,Ecolab Inc.,51.3,Basic Materials,Specialty Chemicals,50.0,50.0,44.0,60.0,60.0,283.36,79748128768.0,35.0,42.2,False,flat,-17.5,False,0.0,1.0,False,0.0,1.5,2.0,False,309.27,-8.4,4.0,False,"{'roe_pct': 22.4, 'debt_to_equity': 0.92, 'current_ratio': 0.99, 'operating_margin_pct': 16.9}","{'eps_growth_yoy': -17.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 12.8}",317.38,345.0,270.0,21.0,buy,12.0,101.51,-64.2,74.0,-73.9,1.99,5.64,1.03,37.4,1.06,True,-1.22,9.3,7.8,24.0,2026-07-28,False,False,6.0,NEUTRAL,3.22,52.2,3.8,,,,,,6.0,0.0,,15.4,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,50,200 MA declining - structural weakness,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,280.8,23.0,22.0,35.0,False,flat,42.2,0.0,False,0.0,False,0.0,0.0,5,29.0,86.2,Top 25%,47.7,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,34.519999999999996,0.0,0.0,0.0,3.0,3.0,0.0,0.3,0.0,0.0,0.0,1.5,2.0,2.0,96,0,,-8,RELIABLE/AVOID (-8),,0.0,15,,,14.129999999999999,-64.2,81.1,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
ITRK.L,0.0,,,,4.3,INTERTEK GROUP PLC ORD 1P,62.0,Industrials,Specialty Business Services,55.0,50.0,79.0,75.0,60.0,5820.0,8933479424.0,,,,,,,0.0,,,0.0,,,False,5820.0,0.0,6.0,False,"{'roe_pct': 28.2, 'debt_to_equity': 1.46, 'current_ratio': 1.08, 'operating_margin_pct': 18.5}",{'profit_margin_pct': 10.0},5843.85,6200.0,5450.0,13.0,buy,0.4,3473.0,-40.3,2160.0,-62.9,4.06,2.36,2.84,74.0,2.64,,,,-4.0,27.0,2026-07-31,False,False,4.0,NEUTRAL,5.27,63.8,,,,,,,10.0,0.0,1.3,18.6,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",HIGH_FLOAT,150.4,20.0,19.9,,,,,0.0,,0.0,,0.0,0.0,21,29.0,31.0,Bajo 50%,22.2,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,2/3,34.315,8.0,3.0,3.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.05,-3.0,0.0,44,0,,-8,RELIABLE/AVOID (-8),BEST,5.0,44,0.0435,BAJA,28.7,-40.3,52.0,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
KD,0.0,,,,50.0,"Kyndryl Holdings, Inc.",39.0,Technology,Information Technology Services,45.0,50.0,15.0,30.0,55.0,12.25,2701335808.0,15.0,3.9,False,down,-69.6,False,0.0,0.7,False,0.0,12.8,7.3,True,44.2,-72.3,1.0,False,"{'roe_pct': 15.1, 'debt_to_equity': 3.84, 'current_ratio': 0.88, 'operating_margin_pct': 4.1}","{'eps_growth_yoy': -69.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 1.3}",14.1,16.5,13.0,5.0,hold,15.1,186.67,1423.8,8.5,-30.6,103.56,12.69,,,,True,-14.73,5.7,-29.2,32.0,2026-08-05,False,False,6.0,NEUTRAL,9.78,14.9,,,,,,,0.0,0.0,,11.7,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",MEGA_FLOAT,202.4,30.0,16.7,15.0,False,down,3.9,0.0,False,0.0,False,0.0,0.0,29,29.0,3.4,Bottom 25%,9.2,-3.0,3.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,33.6,0.0,8.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,1.89,2.0,2.0,48,1,Appaloosa (Tepper),-8,RELIABLE/AVOID (-8),,0.0,0,,,0.0,15.1,-681.5,,⚪ WEAK,🔴 Weak,,,,,,,
TJX,0.0,,,,50.0,"TJX Companies, Inc. (The)",52.0,Consumer Cyclical,Apparel Retail,65.0,30.0,36.0,75.0,65.0,154.26,170411687936.0,15.0,24.4,False,down,7.2,False,0.0,-0.5,False,0.0,1.6,2.7,False,170.0,-9.3,4.0,False,"{'roe_pct': 61.3, 'debt_to_equity': 1.36, 'current_ratio': 1.14, 'operating_margin_pct': 11.8}","{'eps_growth_yoy': 7.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 9.4}",177.63,197.0,125.0,19.0,strong_buy,15.2,161.5,4.7,150.6,-2.4,2.53,3.91,1.24,33.1,1.33,True,-1.47,104.7,29.3,46.0,2026-08-19,False,False,7.0,NEUTRAL,4.12,36.2,0.91,,,,,,3.0,0.0,,15.6,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,83,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 56% up volume)",MEGA_FLOAT,1102.2,23.0,22.3,15.0,False,down,24.4,0.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,24.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,33.55,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.9,2.0,5.0,84,0,,-8,RELIABLE/AVOID (-8),,0.0,30,,,14.2,4.7,14.0,,⚪ WEAK,🔴 Weak,,,,,,,
