ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,upside_triangulated_pct,upside_divergence_pts,upside_divergence,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes,entry_price,stop_loss,exit_price,risk_pct,reward_pct,entry_timing,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
TYL,0.0,,,,25.7,"Tyler Technologies, Inc.",62.2,Technology,Software - Application,80.0,50.0,42.3,75.0,60.0,379.27,15531967488.0,15.0,23.6,False,up,10.8,False,0.0,8.3,False,0.0,10.6,4.5,True,566.58,-33.1,3.0,False,"{'roe_pct': 9.7, 'debt_to_equity': 0.48, 'current_ratio': 1.55, 'operating_margin_pct': 14.7}","{'eps_growth_yoy': 10.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.4}",426.64,525.0,335.0,22.0,buy,12.5,356.81,-5.9,119.35,-68.5,3.83,14.52,,,,True,-5.98,65.3,15.5,54.0,2026-10-28,False,False,8.0,STRONG,2.47,139.0,1.59,,,,,,3.3999999999999986,0.0,7.7,18.7,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,70,"Moderate accumulation (1.3x ratio, 56% up volume)",MEDIUM_FLOAT,38.0,20.0,26.4,15.0,False,up,23.6,2.0,False,0.0,False,0.0,0.0,18.0,29.0,41.4,Bajo 50%,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,False,2/3,39.165,0.0,0.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,-5.9,49.7,ALTA,1.56,2.0,10.0,77.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,9.0,21,0.2572,BAJA,6.22,⚪ WEAK,🔴 Weak,,,,,,,,,,,371.68,341.95,537.54,8.0,44.62,BUY ON PULLBACK - Wait for 2-5% dip,False,1,0.948,False,-33.06,40.1,-14.35,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
KR,0.0,,,,27.1,The Kroger Co.,64.2,Consumer Defensive,Grocery Stores,78.0,100.0,24.0,30.0,65.0,58.51,35845992448.0,15.0,8.3,False,down,48.3,False,0.0,35.9,True,2.0,4.5,4.3,False,76.58,-23.6,3.0,False,"{'roe_pct': 13.8, 'debt_to_equity': 3.73, 'current_ratio': 0.79, 'operating_margin_pct': 3.2}","{'eps_growth_yoy': 48.3, 'positive_quarters': 3, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 0.7}",70.27,86.0,57.0,22.0,buy,20.1,109.66,87.4,22.7,-61.2,8.35,4.89,,,,True,-7.62,3.0,9.2,7.0,2026-09-11,True,False,7.0,NEUTRAL,2.71,5.9,0.8,,,,,,6.399999999999999,0.0,8.1,19.3,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,793.6,23.0,27.4,15.0,False,down,8.3,0.0,False,0.0,True,2.0,2.0,,29.0,,Sin datos suficientes,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,39.035,0.0,0.0,8.0,0.0,3.0,3.0,-0.32,-0.51,0.0,0.0,0.0,20.1,7.0,,2.51,2.0,5.0,125.0,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),,0.0,46,0.271,BAJA,6.42,⚪ WEAK,🔴 Weak,,,,,,,,,,,57.34,53.67,77.76,6.4,35.61,BUY ON PULLBACK - Wait for 2-5% dip,False,2,0.811,False,-22.67,8.79,-35.69,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
ZTS,0.0,,,,41.9,Zoetis Inc.,58.5,Healthcare,Drug Manufacturers - Specialty & Generic,75.0,60.0,24.0,65.0,65.0,76.29,31524829184.0,15.0,3.3,False,down,-4.2,True,2.0,2.8,True,1.0,4.6,2.5,False,155.15,-50.8,1.0,False,"{'roe_pct': 64.9, 'debt_to_equity': 2.94, 'current_ratio': 3.08, 'operating_margin_pct': 40.7}","{'eps_growth_yoy': -4.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 27.7}",96.0,155.0,80.0,15.0,buy,25.8,71.82,-5.9,61.4,-19.5,6.4,4.88,2.78,33.6,0.95,True,-11.56,14.7,0.8,60.0,2026-11-03,False,False,6.0,NEUTRAL,9.16,42.1,9.73,BEARISH,31.82,60.0,1.0,1.0,5.100000000000001,0.0,12.6,17.6,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEGA_FLOAT,412.4,23.0,30.1,15.0,False,down,3.3,0.0,True,2.0,True,1.0,8.0,7.0,29.0,79.3,Top 25%,40.6,3.0,0.0,0.0,-5.0,-8.0,0.0,0.0,0.0,False,2/3,38.995,0.0,0.0,6.0,3.0,3.0,1.0,0.0,-13.37,0.0,1.0,0.0,-5.9,38.5,MEDIA,3.22,0.0,2.0,29.0,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,11,0.4195,BAJA,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,,74.76,69.58,124.96,6.93,67.14,BUY ON PULLBACK - Wait for 2-5% dip,False,1,0.891,False,-49.88,7.49,-52.06,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
VEEV,0.0,,,,1.2,Veeva Systems Inc.,83.8,Healthcare,Health Information Services,100.0,80.0,75.0,85.0,60.0,284.38,46043639808.0,60.0,63.4,False,up,30.3,True,1.0,11.9,True,2.0,4.0,3.5,False,310.5,-8.4,5.0,False,"{'roe_pct': 14.4, 'debt_to_equity': 0.02, 'current_ratio': 5.46, 'operating_margin_pct': 29.6}","{'eps_growth_yoy': 30.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 29.3}",294.07,350.0,180.0,27.0,buy,3.4,329.43,15.8,185.1,-34.9,2.73,7.77,,,,True,-0.49,,27.6,82.0,2026-11-25,False,False,7.0,NEUTRAL,2.35,14.1,0.7,,,,,,18.5,0.0,0.4,25.1,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,95,"Strong institutional buying (2.9x ratio, 73% up volume)",HIGH_FLOAT,148.3,20.0,25.5,60.0,False,up,63.4,2.0,True,1.0,True,2.0,5.0,,29.0,,Sin datos suficientes,63.4,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,38.58,0.0,0.0,0.0,0.0,3.0,5.0,12.91,20.45,5.0,0.0,3.0,3.4,13.0,,0.42,-3.0,5.0,123.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,1.0,46,0.0117,BAJA,21.88,⚪ WEAK,🔴 Weak,,,,,,,,,,,278.69,256.4,352.75,8.0,26.57,BUY NOW - At target entry price,False,2,1.459,False,-8.41,92.08,29.87,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
VLTO,0.0,,,,36.4,Veralto Corporation,67.1,Industrials,Pollution & Treatment Controls,70.0,70.0,46.7,85.0,65.0,97.88,23862491136.0,35.0,30.8,False,up,0.8,False,0.0,5.0,True,2.0,2.9,3.9,False,109.86,-10.9,4.0,False,"{'roe_pct': 34.3, 'debt_to_equity': 1.16, 'current_ratio': 1.77, 'operating_margin_pct': 21.4}","{'eps_growth_yoy': 0.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 17.3}",113.33,136.0,100.0,15.0,buy,15.8,65.53,-33.1,40.3,-58.8,3.38,3.31,0.53,12.6,,True,-1.82,14.1,10.1,47.0,2026-10-21,False,False,6.0,NEUTRAL,5.01,76.0,2.03,,,,,,15.0,0.0,10.9,20.1,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.8x ratio, 62% up volume)",MEGA_FLOAT,243.2,23.0,31.0,35.0,False,up,30.8,2.0,False,0.0,True,2.0,2.0,,29.0,,Sin datos suficientes,30.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,38.16,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.5,0.0,0.0,0.0,-33.1,61.8,ALTA,1.98,2.0,2.0,38.0,0,,0,UNRELIABLE/INSUFFICIENT (0),,0.0,46,0.3645,BAJA,15.71,⚪ WEAK,🔴 Weak,,,,,,,,,,,97.68,93.84,122.47,3.92,25.39,BUY NOW - At target entry price,False,2,0.755,False,-10.43,22.48,-11.53,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
EQIX,0.0,,,,4.0,"Equinix, Inc.",72.3,Real Estate,REIT - Specialty,90.0,70.0,54.0,70.0,65.0,1040.83,102700449792.0,60.0,57.4,False,down,28.1,False,0.0,13.3,True,1.0,1.9,2.8,False,1128.68,-7.8,6.0,False,"{'roe_pct': 10.7, 'debt_to_equity': 1.62, 'current_ratio': 1.13, 'operating_margin_pct': 27.0}","{'eps_growth_yoy': 28.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 15.5}",1234.55,1400.0,1060.0,29.0,buy,18.6,1554.22,49.3,446.11,-57.1,3.68,38.27,2.03,126.8,1.86,False,,4.0,28.8,54.0,2026-10-28,False,False,6.0,NEUTRAL,1.63,7.8,1.93,,,,,,25.9,0.0,1.2,21.7,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 42% up volume)",HIGH_FLOAT,98.3,7.0,22.9,60.0,False,down,57.4,0.0,False,0.0,True,1.0,2.0,,29.0,,Sin datos suficientes,57.4,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,2/3,38.120000000000005,5.0,0.0,3.0,-2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,18.6,22.5,MEDIA,2.33,2.0,2.0,126.0,0,,0,UNRELIABLE/INSUFFICIENT (0),,0.0,46,0.0405,BAJA,23.73,⚪ WEAK,🔴 Weak,,,,,,,,,,,1022.28,982.2,1283.24,3.92,25.53,BUY NOW - At target entry price,False,2,1.13,False,-6.96,46.64,-3.46,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
DSGX,0.0,,,,12.2,The Descartes Systems Group Inc.,70.2,Technology,Software - Application,100.0,50.0,38.7,90.0,65.0,80.75,6919534080.0,15.0,19.4,False,up,27.5,True,1.0,7.7,False,0.0,,5.7,False,109.0,-25.9,2.0,False,"{'roe_pct': 11.4, 'debt_to_equity': 0.0, 'current_ratio': 2.05, 'operating_margin_pct': 32.9}","{'eps_growth_yoy': 27.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 23.3}",100.23,126.0,82.0,13.0,buy,24.1,132.77,64.4,62.1,-23.1,3.88,3.13,,,,True,-0.3,243.4,34.1,6.0,2026-09-10,True,False,6.0,NEUTRAL,3.32,77.7,0.74,,,,,,3.6999999999999993,0.0,3.7,21.1,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,16,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.1x ratio, 51% up volume)",HIGH_FLOAT,85.5,20.0,24.7,15.0,False,up,19.4,2.0,True,1.0,False,0.0,2.0,18.0,29.0,41.4,Bajo 50%,27.7,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,37.99,0.0,0.0,3.0,0.0,3.0,5.0,0.0,0.45,0.0,0.0,0.0,24.1,3.4,,3.01,0.0,2.0,83.0,0,,0,UNRELIABLE/INSUFFICIENT (0),,0.0,35,0.1223,BAJA,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,,79.14,72.8,109.33,8.0,38.16,BUY NOW - At target entry price,False,2,0.903,False,-25.92,29.08,-3.04,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
PG,0.0,,,,28.9,The Procter & Gamble Company,48.7,Consumer Defensive,Household & Personal Products,50.0,40.0,36.0,70.0,60.0,146.92,341505703936.0,15.0,10.2,False,down,-35.9,False,0.0,-5.3,True,1.0,1.1,3.0,False,167.25,-12.2,3.0,False,"{'roe_pct': 30.3, 'debt_to_equity': 0.64, 'current_ratio': 0.68, 'operating_margin_pct': 22.1}","{'eps_growth_yoy': -35.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 18.4}",160.61,186.0,143.0,23.0,buy,9.3,84.07,-42.8,65.8,-55.2,3.89,5.71,2.95,64.3,2.5,True,-1.47,24.3,-10.8,48.0,2026-10-22,False,False,6.0,NEUTRAL,5.78,83.8,,BULLISH,0.0,70.0,5.0,0.0,8.0,0.0,8.7,14.6,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,2320.1,23.0,23.3,15.0,False,down,10.2,0.0,False,0.0,True,1.0,2.0,23.0,29.0,24.1,Bottom 25%,22.0,-3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,False,2/3,37.925,0.0,0.0,3.0,3.0,3.0,-3.0,0.0,-0.05,0.0,0.0,0.0,-42.8,58.3,ALTA,1.16,0.0,2.0,21.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,45,0.2893,BAJA,13.87,⚪ WEAK,🔴 Weak,,,,,,,,,,,144.98,139.3,184.16,3.92,27.02,BUY NOW - At target entry price,False,2,0.785,False,-10.83,9.13,-18.53,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
FCNCA,0.0,,,,22.4,"First Citizens BancShares, Inc.",62.8,Financial Services,Banks - Regional,95.0,30.0,60.3,65.0,50.0,2203.43,24883599360.0,60.0,50.3,False,flat,18.3,True,1.0,-0.2,False,0.0,4.8,5.9,False,2296.3,-4.0,6.0,False,"{'roe_pct': 10.7, 'operating_margin_pct': 39.0}","{'eps_growth_yoy': 18.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 25.2}",2342.67,2525.0,2100.0,12.0,hold,6.3,,,,,5.47,132.29,,,,True,-13.27,,12.4,48.0,2026-10-22,False,False,5.0,NEUTRAL,,,0.36,,,,,,20.6,0.0,6.7,18.8,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MICRO_FLOAT,8.1,20.0,25.6,60.0,False,flat,50.3,0.0,True,1.0,False,0.0,2.0,6.0,29.0,82.8,Top 25%,40.8,3.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,2/3,37.24,0.0,0.0,6.0,0.0,3.0,3.0,0.0,0.18,0.0,0.0,0.0,,,,0.79,-3.0,0.0,,1,Appaloosa (Tepper),0,UNRELIABLE/INSUFFICIENT (0),,0.0,39,0.2239,BAJA,28.78,⚪ WEAK,🔴 Weak,,,,,,,,,,,2225.46,2089.89,2684.01,6.09,20.6,BUY NOW - At target entry price,False,2,0.9,False,-3.95,36.27,1.07,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
SHW,0.0,,,,16.0,The Sherwin-Williams Company,65.5,Basic Materials,Specialty Chemicals,90.0,70.0,38.7,45.0,65.0,332.26,80658825216.0,15.0,22.7,False,down,1.3,True,2.0,6.8,True,2.0,2.6,3.2,False,377.77,-12.0,3.0,False,"{'roe_pct': 65.1, 'debt_to_equity': 3.9, 'current_ratio': 0.73, 'operating_margin_pct': 18.1}","{'eps_growth_yoy': 1.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 11.0}",391.0,420.0,340.0,22.0,buy,17.7,242.0,-27.2,155.3,-53.3,3.11,10.32,0.97,29.3,0.87,True,-3.25,7.8,14.3,53.0,2026-10-27,False,False,6.0,NEUTRAL,4.01,62.0,1.71,,,,,,12.4,0.0,4.8,19.6,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",MEGA_FLOAT,224.7,23.0,24.4,15.0,False,down,22.7,0.0,True,2.0,True,2.0,8.0,11.0,29.0,65.5,Medio,36.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,37.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.23,0.0,0.0,0.0,-27.2,58.0,ALTA,2.21,2.0,2.0,70.0,0,,0,UNRELIABLE/INSUFFICIENT (0),,0.0,35,0.1602,BAJA,15.55,⚪ WEAK,🔴 Weak,,,,,,,,,,,334.34,321.22,417.56,3.92,24.89,BUY NOW - At target entry price,False,1,0.719,False,-11.42,14.89,-14.39,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
TJX,0.0,,,,2.9,"The TJX Companies, Inc.",47.8,Consumer Cyclical,Apparel Retail,65.0,30.0,15.0,75.0,65.0,132.19,146030870528.0,15.0,0.0,False,down,7.2,False,0.0,-0.5,False,0.0,1.8,4.0,False,170.0,-22.2,3.0,False,"{'roe_pct': 62.2, 'debt_to_equity': 1.34, 'current_ratio': 1.15, 'operating_margin_pct': 10.9}","{'eps_growth_yoy': 7.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 9.7}",169.8,198.0,136.0,20.0,buy,28.5,133.55,1.0,128.15,-3.1,3.01,3.98,1.46,32.5,1.35,True,-1.72,104.7,23.6,75.0,2026-11-18,False,False,7.0,NEUTRAL,4.8,36.2,0.97,,,,,,0.0,0.0,0.9,14.3,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 40% up volume)",MEGA_FLOAT,1097.4,30.0,15.2,15.0,False,down,0.0,0.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,36.265,0.0,0.0,3.0,0.0,3.0,5.0,-0.35,-4.18,0.0,3.0,0.0,1.0,29.6,MEDIA,3.56,0.0,5.0,68.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,46,0.0293,BAJA,4.779999999999999,⚪ WEAK,🔴 Weak,,,,,,,,,,,132.19,127.55,175.03,3.51,32.41,BUY NOW - At target entry price,False,1,0.691,False,-22.0,1.57,-32.1,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
ALLY,0.0,,,,50.0,Ally Financial Inc.,65.4,Financial Services,Credit Services,90.0,60.0,39.6,60.0,65.0,43.59,13260063744.0,15.0,22.5,False,down,3.0,True,2.0,7.3,True,1.0,4.3,4.0,False,47.29,-7.8,4.0,False,"{'roe_pct': 9.7, 'operating_margin_pct': 25.3}","{'eps_growth_yoy': 3.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 18.4}",53.77,58.0,45.0,18.0,buy,23.4,,,58.59,34.4,-4.12,-1.79,2.81,28.2,3.2,True,-12.59,,13.5,42.0,2026-10-16,False,False,5.0,NEUTRAL,,,0.5,,,,,,11.0,0.0,,19.6,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 55% up volume)",MEGA_FLOAT,271.9,23.0,28.0,15.0,False,down,22.5,0.0,True,2.0,True,1.0,8.0,12.0,29.0,62.1,Medio,36.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,False,2/3,35.959999999999994,0.0,0.0,-5.0,3.0,3.0,3.0,0.13,0.13,0.0,0.0,0.0,28.9,-11.0,,2.92,2.0,0.0,,1,Berkshire Hathaway (Buffett),0,UNRELIABLE/INSUFFICIENT (0),,0.0,39,,,15.54,⚪ WEAK,🔴 Weak,,,,,,,,,,,42.72,40.63,53.79,4.89,25.92,BUY ON PULLBACK - Wait for 2-5% dip,False,1,0.808,False,-7.18,23.03,0.48,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
ICE,0.0,,,,6.7,"Intercontinental Exchange, Inc.",70.3,Financial Services,Financial Data & Stock Exchanges,85.0,70.0,50.3,75.0,60.0,164.59,92399919104.0,35.0,46.2,False,up,17.4,False,0.0,20.1,False,0.0,1.5,1.9,False,176.59,-6.8,5.0,False,"{'roe_pct': 14.1, 'debt_to_equity': 0.69, 'current_ratio': 1.01, 'operating_margin_pct': 52.6}","{'eps_growth_yoy': 17.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 38.2}",186.64,232.0,163.0,14.0,strong_buy,13.4,151.13,-8.2,104.94,-36.2,3.93,6.47,1.32,28.2,1.25,True,-2.27,7.6,14.2,55.0,2026-10-29,False,False,8.0,STRONG,4.6,118.3,1.32,,,,,,11.1,0.0,2.0,21.1,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (2.0x ratio, 64% up volume)",MEGA_FLOAT,557.5,23.0,23.1,35.0,False,up,46.2,2.0,False,0.0,False,0.0,0.0,5.0,29.0,86.2,Top 25%,43.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,35.955,0.0,0.0,3.0,0.0,3.0,3.0,0.69,2.42,1.0,0.0,0.0,-8.2,35.6,MEDIA,1.68,2.0,10.0,30.0,0,,0,UNRELIABLE/INSUFFICIENT (0),CAUTION,-11.0,46,0.0667,BAJA,20.53,⚪ WEAK,🔴 Weak,,,,,,,,,,,,,,,,,False,1,0.884,False,-5.86,35.14,-15.87,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
SBGSY,0.0,,,,16.0,Schneider Electric S.E.,57.8,Industrials,Specialty Industrial Machinery,55.0,50.0,60.3,75.0,55.0,66.6,187173978112.0,60.0,55.5,False,flat,,,0.0,,,0.0,,,False,71.98,-7.5,7.0,True,"{'roe_pct': 18.6, 'debt_to_equity': 0.84, 'current_ratio': 1.09, 'operating_margin_pct': 18.2}",{'profit_margin_pct': 11.3},77.8,79.0,76.0,3.0,none,16.8,91.94,38.0,58.01,-12.9,3.34,2.22,1.48,49.7,1.78,,,,14.6,174.0,2027-02-25,False,False,6.0,NEUTRAL,3.3,74.6,0.79,,,,,,32.1,0.0,4.8,17.3,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEGA_FLOAT,2752.5,3.0,22.1,60.0,False,flat,55.5,0.0,,0.0,,0.0,0.0,8.0,29.0,75.9,Top 25%,39.8,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,False,3/3,35.919999999999995,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.8,4.2,,2.1,2.0,2.0,86.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,44,0.1602,BAJA,25.28,⚪ WEAK,🔴 Weak,,,,,,,,,,,,,,,,,True,3,0.782,False,-7.47,34.62,1.17,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
