ticker,precio,vcp_score,calidad_patron,num_contracciones,contracciones,profundidad_base,etapa_analisis,trend_score,volumen_score,breakout_potential,listo_comprar,sector,market_cap,razon,fecha_scan
GPN,81.22000122070312,92.02380952380952,Excellent,21,10.6% → 4.4% → 8.4% → 18.6% → 6.1% → 7.1% → 3.4% → 4.0% → 6.5% → 5.8% → 4.0% → 8.8% → 3.5% → 4.5% → 9.8% → 14.2% → 4.8% → 22.2% → 27.5% → 13.0% → 3.9%,27.517588554660367,Stage 2 Strong,85.0,82.61904761904762,100.0,True,Industrials,19947956224,VCP 21 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 27.5% | Stage 2 Strong,2025-07-11 10:31:28
TPR,97.63999938964844,87.64285714285714,Excellent,7,10.8% → 24.7% → 11.4% → 22.3% → 14.7% → 6.8% → 10.1%,24.739207556922004,Stage 2 Strong,85.0,60.714285714285715,100.0,True,Consumer Cyclical,20774569984,VCP 7 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 24.7% | Stage 2 Strong,2025-07-11 10:31:28
RCL,341.3599853515625,86.85,Excellent,10,14.6% → 9.4% → 7.3% → 7.1% → 13.2% → 21.4% → 8.6% → 27.9% → 16.1% → 9.1%,27.926702676632743,Stage 2 Strong,85.0,56.75,100.0,True,Consumer Cyclical,94864629760,VCP 10 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 27.9% | Stage 2 Strong,2025-07-11 10:31:28
ABNB,137.0,86.55,Excellent,20,27.0% → 3.5% → 5.1% → 4.6% → 7.3% → 4.9% → 3.5% → 12.6% → 4.9% → 3.5% → 9.2% → 4.7% → 7.9% → 7.4% → 5.2% → 27.3% → 3.9% → 23.8% → 14.5% → 10.6%,27.316533368282197,Stage 2 Strong,85.0,61.25,88.0,True,Consumer Cyclical,84650795008,VCP 20 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 27.3% | Stage 2 Strong,2025-07-11 10:31:28
KEYS,164.83999633789062,86.3952380952381,Excellent,21,10.2% → 3.4% → 5.0% → 6.8% → 5.9% → 11.1% → 4.1% → 4.9% → 7.8% → 3.9% → 5.6% → 5.3% → 5.0% → 3.2% → 21.0% → 23.9% → 12.3% → 6.6% → 3.2% → 3.4% → 11.3%,23.901739216912517,Stage 2 Strong,75.0,70.47619047619048,98.0,True,Technology,28533143552,VCP 21 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 23.9% | Stage 2 Strong,2025-07-11 10:31:28
HAL,22.15999984741211,86.0,Excellent,20,13.3% → 3.8% → 14.7% → 9.9% → 5.4% → 12.0% → 6.3% → 21.3% → 5.2% → 17.2% → 9.6% → 11.8% → 5.1% → 3.8% → 5.4% → 27.3% → 16.9% → 15.3% → 12.7% → 4.4%,27.272727276680353,Stage 2 Strong,75.0,72.5,90.0,True,Energy,19155015680,VCP 20 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 27.3% | Stage 2 Strong,2025-07-11 10:31:28
EPAM,177.75,85.13333333333334,Excellent,21,11.5% → 14.2% → 4.8% → 5.0% → 5.5% → 6.7% → 6.0% → 4.3% → 6.8% → 4.1% → 9.3% → 4.7% → 7.0% → 12.1% → 3.8% → 4.2% → 48.6% → 13.1% → 5.3% → 6.7% → 10.1%,48.64312494554484,Stage 2 Strong,75.0,71.66666666666667,83.0,True,Technology,10070017024,VCP 21 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 48.6% | Stage 2 Strong,2025-07-11 10:31:28
CEG,313.6199951171875,84.15,Excellent,10,10.0% → 26.4% → 5.7% → 40.6% → 9.2% → 30.2% → 16.2% → 8.5% → 5.7% → 16.4%,40.60832487542438,Stage 2 Strong,75.0,68.25,80.0,False,Utilities,98293833728,VCP 10 contracciones (Excellent) | Base: 40.6% | Stage 2 Strong,2025-07-11 10:31:28
BXP,70.27999877929688,82.85,Excellent,20,14.8% → 4.9% → 3.5% → 4.9% → 4.2% → 11.8% → 7.9% → 7.1% → 12.7% → 11.2% → 5.3% → 9.5% → 6.1% → 7.1% → 8.8% → 8.8% → 4.9% → 20.2% → 9.9% → 6.6%,20.206032511459092,Stage 2 (Uptrend),65.0,69.25,95.0,True,Real Estate,12646464512,VCP 20 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 20.2% | Stage 2 (Uptrend),2025-07-11 10:31:28
BIIB,135.3300018310547,82.625,Excellent,20,12.9% → 10.3% → 7.0% → 11.2% → 6.6% → 9.0% → 8.8% → 12.6% → 12.2% → 10.7% → 14.1% → 4.7% → 5.0% → 11.8% → 24.6% → 4.2% → 8.1% → 4.5% → 5.5% → 3.9%,24.614646848464766,Stage 2 (Uptrend),65.0,65.625,100.0,True,Healthcare,20173914112,VCP 20 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 24.6% | Stage 2 (Uptrend),2025-07-11 10:31:28
LLY,790.6500244140625,81.025,Excellent,20,11.1% → 3.8% → 7.9% → 4.3% → 8.6% → 5.2% → 15.5% → 15.9% → 4.1% → 11.1% → 6.1% → 10.0% → 3.7% → 4.6% → 15.0% → 22.6% → 5.9% → 21.1% → 7.1% → 8.4%,22.61120965620624,Stage 2 (Uptrend),55.0,75.125,95.0,True,Healthcare,713159213056,VCP 20 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 22.6% | Stage 2 (Uptrend),2025-07-11 10:31:28
VRTX,479.5299987792969,80.19047619047619,Excellent,21,10.3% → 3.2% → 7.9% → 7.0% → 5.2% → 7.2% → 14.4% → 4.4% → 3.5% → 20.3% → 3.4% → 3.8% → 9.3% → 9.3% → 10.2% → 5.8% → 17.1% → 5.8% → 4.6% → 3.6% → 5.1%,20.31674979267303,Stage 2 (Uptrend),55.0,68.45238095238095,100.0,True,Healthcare,123287158784,VCP 21 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 20.3% | Stage 2 (Uptrend),2025-07-11 10:31:28
DDOG,137.49000549316406,79.81818181818181,Excellent,22,21.2% → 6.8% → 3.6% → 5.4% → 10.6% → 4.5% → 6.1% → 7.0% → 8.4% → 9.3% → 4.3% → 16.7% → 7.4% → 6.8% → 9.7% → 4.2% → 34.0% → 4.3% → 27.3% → 12.7% → 5.1% → 3.3%,34.031268589001776,Stage 2 Strong,75.0,49.09090909090909,75.0,True,Technology,45733023744,VCP 22 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 34.0% | Stage 2 Strong,2025-07-11 10:31:28
ECL,266.7900085449219,79.42857142857143,Excellent,14,11.3% → 4.5% → 3.8% → 3.4% → 7.7% → 4.6% → 7.5% → 5.4% → 3.4% → 3.5% → 8.8% → 3.3% → 14.0% → 3.6%,13.95403198880783,Stage 2 Early,50.0,72.14285714285714,100.0,True,Basic Materials,75638431744,VCP 14 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 14.0% | Stage 2 Early,2025-07-11 10:31:28
STLD,137.3699951171875,78.70454545454545,Excellent,22,15.0% → 10.2% → 3.9% → 15.7% → 4.1% → 8.2% → 4.2% → 12.1% → 23.4% → 5.9% → 8.4% → 5.7% → 5.8% → 7.2% → 15.1% → 5.9% → 20.4% → 11.9% → 5.0% → 4.5% → 11.0% → 10.4%,23.372083259347857,Stage 2 Early,50.0,68.52272727272727,100.0,True,Basic Materials,20586403840,VCP 22 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 23.4% | Stage 2 Early,2025-07-11 10:31:28
SBAC,232.7899932861328,78.42857142857143,Excellent,21,10.4% → 6.2% → 3.8% → 5.4% → 4.9% → 14.0% → 5.9% → 12.4% → 6.5% → 5.9% → 6.4% → 3.6% → 5.5% → 5.8% → 6.4% → 4.6% → 14.2% → 5.4% → 9.9% → 4.1% → 4.4%,14.234617403999374,Stage 2 Early,50.0,67.14285714285714,100.0,True,Real Estate,25012121600,VCP 21 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 14.2% | Stage 2 Early,2025-07-11 10:31:28
VMC,270.7300109863281,78.02083333333334,Excellent,24,14.3% → 12.5% → 4.2% → 8.0% → 4.6% → 4.1% → 8.3% → 3.3% → 10.7% → 4.2% → 4.6% → 3.3% → 4.2% → 8.8% → 23.1% → 5.4% → 7.5% → 9.7% → 6.5% → 3.3% → 3.1% → 4.7% → 5.9% → 5.2%,23.10556683367543,Stage 2 Early,50.0,65.10416666666667,100.0,True,Basic Materials,35867664384,VCP 24 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 23.1% | Stage 2 Early,2025-07-11 10:31:28
TTWO,235.3300018310547,77.92857142857143,Excellent,7,14.7% → 6.3% → 11.3% → 5.8% → 7.3% → 3.4% → 3.2%,14.651697908980177,Stage 2 Early,50.0,64.64285714285714,100.0,True,Communication Services,43038801920,VCP 7 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 14.7% | Stage 2 Early,2025-07-11 10:31:28
FSLR,165.08999633789062,77.36363636363636,Excellent,22,16.1% → 6.8% → 17.2% → 6.7% → 27.4% → 11.2% → 21.6% → 10.9% → 9.1% → 15.9% → 7.1% → 10.4% → 18.8% → 8.4% → 14.4% → 25.6% → 10.9% → 10.7% → 17.1% → 10.1% → 17.7% → 26.6%,27.371347186352956,Stage 2 Strong,65.0,66.81818181818181,45.0,False,Technology,17704910848,VCP 22 contracciones (Excellent) | Base: 27.4% | Stage 2 Strong,2025-07-11 10:31:28
ETR,82.12000274658203,76.875,Excellent,16,10.5% → 3.2% → 7.0% → 3.3% → 3.0% → 10.3% → 5.7% → 10.3% → 4.8% → 13.4% → 5.9% → 4.5% → 6.5% → 4.8% → 3.5% → 3.9%,13.386819880002484,Stage 1-2 Transition,40.0,74.375,100.0,False,Utilities,36949979136,VCP 16 contracciones (Excellent) | Base: 13.4% | Stage 1-2 Transition,2025-07-11 10:31:28
CDW,179.6999969482422,76.15,Excellent,20,13.3% → 10.2% → 4.3% → 6.0% → 5.0% → 15.2% → 15.5% → 4.1% → 4.4% → 5.7% → 5.2% → 4.2% → 3.8% → 16.0% → 16.2% → 8.9% → 17.0% → 11.4% → 7.4% → 9.3%,16.998118941976305,Stage 2 Early,40.0,75.75,90.0,False,Technology,23663794176,VCP 20 contracciones (Excellent) | Base: 17.0% | Stage 2 Early,2025-07-11 10:31:28
TKO,172.88999938964844,74.94444444444444,Excellent,9,23.2% → 7.2% → 16.3% → 9.4% → 6.2% → 8.0% → 6.5% → 5.1% → 3.9%,23.1503721500467,Stage 2 Early,40.0,72.22222222222223,85.0,False,Communication Services,14222985216,VCP 9 contracciones (Excellent) | Base: 23.2% | Stage 2 Early,2025-07-11 10:31:28
CF,95.76000213623047,74.92857142857143,Excellent,7,10.7% → 16.7% → 9.5% → 9.4% → 4.5% → 6.1% → 17.1%,17.109806955128217,Stage 2 Early,40.0,82.14285714285714,65.0,False,Basic Materials,15514078208,VCP 7 contracciones (Excellent) | Base: 17.1% | Stage 2 Early,2025-07-11 10:31:28
CVS,65.62000274658203,74.78571428571429,Excellent,14,16.3% → 5.9% → 16.8% → 28.0% → 4.5% → 8.7% → 7.9% → 4.6% → 12.4% → 10.4% → 9.2% → 14.8% → 6.9% → 3.7%,27.964280758767767,Stage 2 Early,40.0,71.42857142857143,85.0,False,Healthcare,83010617344,VCP 14 contracciones (Excellent) | Base: 28.0% | Stage 2 Early,2025-07-11 10:31:28
INTU,747.9000244140625,74.22222222222223,Excellent,9,12.4% → 3.5% → 10.0% → 10.2% → 6.5% → 11.8% → 4.4% → 14.8% → 6.9%,14.77600238744185,Stage 2 Early,40.0,73.61111111111111,75.0,False,Technology,208624467968,VCP 9 contracciones (Excellent) | Base: 14.8% | Stage 2 Early,2025-07-11 10:31:28
CRWD,487.1099853515625,73.94444444444444,Excellent,9,18.9% → 25.3% → 7.4% → 14.0% → 20.8% → 11.1% → 10.3% → 5.8% → 4.4%,25.27242529281388,Stage 2 Early,40.0,67.22222222222223,85.0,False,Technology,121411190784,VCP 9 contracciones (Excellent) | Base: 25.3% | Stage 2 Early,2025-07-11 10:31:28
GL,119.12999725341797,73.85714285714286,Excellent,14,12.6% → 4.3% → 4.7% → 10.8% → 3.4% → 3.2% → 5.8% → 5.6% → 7.8% → 18.1% → 6.4% → 11.8% → 5.3% → 3.6%,18.0604386516085,Stage Unknown,25.0,81.78571428571429,100.0,False,Financial Services,9961269248,VCP 14 contracciones (Excellent) | Base: 18.1% | Stage Unknown,2025-07-11 10:31:28
ATO,154.3699951171875,73.29166666666666,Excellent,12,10.7% → 5.0% → 3.1% → 6.0% → 3.8% → 6.1% → 4.4% → 3.1% → 10.2% → 3.3% → 10.4% → 5.5%,10.70421916138313,Stage 1-2 Transition,30.0,71.45833333333333,100.0,False,Utilities,24722972672,VCP 12 contracciones (Excellent) | Base: 10.7% | Stage 1-2 Transition,2025-07-11 10:31:28
HIG,121.94999694824219,72.95454545454545,Excellent,11,10.8% → 14.7% → 5.3% → 7.8% → 3.8% → 3.8% → 4.4% → 14.1% → 5.7% → 3.2% → 5.0%,14.684254989502218,Stage 1-2 Transition,30.0,69.77272727272727,100.0,False,Financial Services,34669043712,VCP 11 contracciones (Excellent) | Base: 14.7% | Stage 1-2 Transition,2025-07-11 10:31:28
IEX,185.4199981689453,72.89473684210526,Excellent,19,10.1% → 6.8% → 5.0% → 5.9% → 4.9% → 5.4% → 12.8% → 4.6% → 3.6% → 15.6% → 4.8% → 10.9% → 3.9% → 18.3% → 9.8% → 6.2% → 3.2% → 6.8% → 4.2%,18.277741018419768,Stage Unknown,25.0,76.97368421052632,100.0,False,Industrials,14086488064,VCP 19 contracciones (Excellent) | Base: 18.3% | Stage Unknown,2025-07-11 10:31:28
AAPL,212.41000366210938,71.85294117647058,Excellent,17,13.1% → 7.0% → 4.5% → 3.9% → 5.0% → 3.2% → 7.2% → 3.1% → 15.7% → 8.7% → 8.3% → 13.7% → 25.0% → 10.9% → 9.9% → 9.6% → 3.4%,25.002208301918007,Stage Unknown,25.0,71.76470588235294,100.0,False,Technology,3191608967168,VCP 17 contracciones (Excellent) | Base: 25.0% | Stage Unknown,2025-07-11 10:31:28
EMN,81.55999755859375,71.63157894736842,Excellent,19,10.7% → 6.3% → 6.6% → 12.2% → 4.7% → 3.4% → 16.6% → 6.5% → 4.3% → 4.2% → 11.2% → 10.3% → 23.1% → 13.1% → 9.9% → 4.7% → 5.5% → 3.8% → 6.8%,23.093613825563597,Stage Unknown,25.0,70.65789473684211,100.0,False,Basic Materials,9567069184,VCP 19 contracciones (Excellent) | Base: 23.1% | Stage Unknown,2025-07-11 10:31:28
WMB,57.779998779296875,71.57142857142857,Excellent,14,13.3% → 3.5% → 13.7% → 7.4% → 7.7% → 10.6% → 5.0% → 16.3% → 7.4% → 4.2% → 6.6% → 3.3% → 4.8% → 4.1%,16.33414321852853,Stage 1-2 Transition,30.0,70.35714285714286,85.0,False,Energy,70549962752,VCP 14 contracciones (Excellent) | Base: 16.3% | Stage 1-2 Transition,2025-07-11 10:31:28
WRB,69.1500015258789,71.375,Excellent,4,18.0% → 4.3% → 3.1% → 5.8%,18.00209086616856,Stage 1-2 Transition,30.0,69.375,85.0,False,Financial Services,26232467456,VCP 4 contracciones (Excellent) | Base: 18.0% | Stage 1-2 Transition,2025-07-11 10:31:28
DAY,58.27000045776367,71.21052631578948,Excellent,19,16.7% → 3.6% → 10.3% → 3.9% → 4.1% → 3.6% → 10.9% → 5.2% → 13.7% → 7.8% → 5.3% → 10.0% → 12.7% → 25.1% → 20.9% → 8.8% → 13.7% → 6.4% → 8.7%,25.119933658982816,Stage Unknown,25.0,68.55263157894737,100.0,False,Technology,9316265984,VCP 19 contracciones (Excellent) | Base: 25.1% | Stage Unknown,2025-07-11 10:31:28
POOL,311.29998779296875,71.0,Excellent,25,12.3% → 5.3% → 6.9% → 4.1% → 4.0% → 6.5% → 6.5% → 6.6% → 7.2% → 6.5% → 6.7% → 10.7% → 8.8% → 9.0% → 3.9% → 7.8% → 4.4% → 15.3% → 5.5% → 13.0% → 7.4% → 10.7% → 5.1% → 8.9% → 9.4%,15.288250084019928,Stage Unknown,25.0,67.5,100.0,False,Industrials,11811156992,VCP 25 contracciones (Excellent) | Base: 15.3% | Stage Unknown,2025-07-11 10:31:28
TRV,255.99000549316406,71.0,Excellent,15,10.3% → 3.2% → 9.8% → 5.9% → 6.4% → 5.5% → 5.5% → 4.9% → 3.7% → 5.6% → 3.9% → 13.4% → 3.1% → 4.4% → 6.5%,13.443770734710498,Stage 1-2 Transition,30.0,72.5,75.0,False,Financial Services,58151460864,VCP 15 contracciones (Excellent) | Base: 13.4% | Stage 1-2 Transition,2025-07-11 10:31:28
PAYC,229.36000061035156,70.42857142857143,Excellent,14,17.7% → 8.4% → 3.7% → 8.6% → 4.3% → 8.0% → 9.6% → 11.9% → 4.9% → 18.8% → 9.0% → 3.5% → 3.8% → 3.7%,18.804989033462167,Stage 1-2 Transition,30.0,69.64285714285714,75.0,False,Technology,12848174080,VCP 14 contracciones (Excellent) | Base: 18.8% | Stage 1-2 Transition,2025-07-11 10:31:28
PODD,297.3999938964844,70.16666666666667,Excellent,3,10.3% → 3.5% → 3.6%,10.254149452091163,Stage 1-2 Transition,30.0,63.333333333333336,85.0,False,Healthcare,20929492992,VCP 3 contracciones (Excellent) | Base: 10.3% | Stage 1-2 Transition,2025-07-11 10:31:28
MET,78.37000274658203,69.75,Excellent,14,15.2% → 7.0% → 3.0% → 12.5% → 4.3% → 11.6% → 5.1% → 7.7% → 11.1% → 23.3% → 12.0% → 5.9% → 4.8% → 7.2%,23.282355814884752,Stage Unknown,25.0,66.25,90.0,False,Financial Services,52697006080,VCP 14 contracciones (Excellent) | Base: 23.3% | Stage Unknown,2025-07-11 10:31:28
EQT,54.52000045776367,69.625,Excellent,8,18.5% → 11.8% → 7.1% → 21.1% → 11.8% → 9.2% → 5.0% → 6.6%,21.140274609990694,Stage 1-2 Transition,30.0,73.125,60.0,False,Energy,32637089792,VCP 8 contracciones (Excellent) | Base: 21.1% | Stage 1-2 Transition,2025-07-11 10:31:28
OMC,73.43000030517578,69.4,Excellent,20,10.8% → 4.9% → 3.5% → 3.8% → 6.2% → 10.1% → 19.6% → 6.4% → 4.2% → 9.3% → 6.1% → 11.1% → 4.0% → 16.7% → 9.4% → 4.7% → 5.1% → 7.0% → 6.8% → 7.7%,19.578369576013486,Stage Unknown,15.0,79.5,90.0,False,Communication Services,14564546560,VCP 20 contracciones (Excellent) | Base: 19.6% | Stage Unknown,2025-07-11 10:31:28
ROP,549.7999877929688,68.85294117647058,Excellent,17,10.1% → 7.2% → 9.9% → 3.9% → 3.9% → 5.6% → 3.6% → 5.7% → 13.8% → 3.9% → 3.3% → 3.7% → 6.0% → 13.4% → 6.4% → 3.5% → 3.7%,13.75935724221046,Stage Unknown,15.0,71.76470588235294,100.0,False,Technology,59111747584,VCP 17 contracciones (Excellent) | Base: 13.8% | Stage Unknown,2025-07-11 10:31:28
EG,340.45001220703125,68.3,Excellent,20,11.8% → 3.3% → 6.8% → 3.6% → 9.5% → 5.8% → 11.0% → 3.6% → 11.7% → 6.4% → 12.3% → 5.8% → 4.5% → 13.6% → 5.2% → 3.3% → 9.7% → 6.6% → 5.8% → 3.1%,13.56257059884638,Stage Unknown,15.0,69.0,100.0,False,Financial Services,14492003328,VCP 20 contracciones (Excellent) | Base: 13.6% | Stage Unknown,2025-07-11 10:31:28
INVH,32.380001068115234,67.90625,Excellent,16,11.1% → 3.6% → 6.8% → 4.7% → 9.4% → 11.1% → 4.6% → 6.1% → 7.3% → 4.5% → 4.1% → 6.2% → 16.3% → 3.5% → 7.3% → 5.3%,16.324782559722056,Stage Unknown,15.0,67.03125,100.0,False,Real Estate,19914962944,VCP 16 contracciones (Excellent) | Base: 16.3% | Stage Unknown,2025-07-11 10:31:28
CTRA,25.100000381469727,67.83333333333334,Excellent,18,11.9% → 3.4% → 9.4% → 6.2% → 3.7% → 6.7% → 7.2% → 11.4% → 9.0% → 9.3% → 5.8% → 13.0% → 5.4% → 18.8% → 6.4% → 5.3% → 12.8% → 5.3%,18.82916750582402,Stage Unknown,15.0,71.66666666666667,90.0,False,Energy,19157852160,VCP 18 contracciones (Excellent) | Base: 18.8% | Stage Unknown,2025-07-11 10:31:28
COST,970.1699829101562,67.6,Excellent,10,10.5% → 3.6% → 3.1% → 5.5% → 17.3% → 12.4% → 5.7% → 3.4% → 3.6% → 8.7%,17.302064871862584,Stage Unknown,15.0,70.5,90.0,False,Consumer Defensive,430248067072,VCP 10 contracciones (Excellent) | Base: 17.3% | Stage Unknown,2025-07-11 10:31:28
FANG,143.02999877929688,67.525,Excellent,20,11.9% → 3.8% → 4.5% → 15.8% → 11.1% → 10.4% → 7.0% → 4.7% → 4.4% → 18.3% → 15.3% → 9.3% → 14.0% → 5.6% → 29.5% → 17.0% → 8.7% → 9.9% → 3.9% → 5.0%,29.533937291883767,Stage Unknown,15.0,70.125,90.0,False,Energy,42056400896,VCP 20 contracciones (Excellent) | Base: 29.5% | Stage Unknown,2025-07-11 10:31:28
FTNT,100.19999694824219,67.43333333333334,Excellent,15,10.9% → 4.3% → 6.6% → 4.7% → 10.1% → 4.3% → 6.1% → 7.9% → 16.2% → 20.2% → 9.2% → 14.7% → 4.4% → 5.9% → 4.8%,20.168067352184018,Stage Unknown,15.0,72.16666666666667,85.0,False,Technology,76694683648,VCP 15 contracciones (Excellent) | Base: 20.2% | Stage Unknown,2025-07-11 10:31:28
EXE,105.19999694824219,66.625,Excellent,4,16.4% → 5.7% → 6.3% → 7.3%,16.377989221443507,Stage Unknown,15.0,80.625,60.0,False,Energy,25035390976,VCP 4 contracciones (Excellent) | Base: 16.4% | Stage Unknown,2025-07-11 10:31:28
PGR,249.3800048828125,66.35714285714286,Excellent,14,10.8% → 7.0% → 6.0% → 4.4% → 5.7% → 3.9% → 4.7% → 8.7% → 14.5% → 10.3% → 4.4% → 5.4% → 11.2% → 3.3%,14.454257942432053,Stage Unknown,15.0,66.78571428571429,85.0,False,Financial Services,146192547840,VCP 14 contracciones (Excellent) | Base: 14.5% | Stage Unknown,2025-07-11 10:31:28
CRM,263.9700012207031,66.33333333333334,Excellent,15,11.2% → 3.4% → 4.1% → 3.7% → 9.4% → 7.0% → 5.8% → 13.9% → 3.6% → 26.5% → 20.8% → 13.1% → 14.0% → 6.1% → 4.7%,26.516647400159716,Stage Unknown,15.0,59.166666666666664,100.0,False,Technology,252355313664,VCP 15 contracciones (Excellent) | Base: 26.5% | Stage Unknown,2025-07-11 10:31:28
CTSH,76.7300033569336,66.06666666666666,Excellent,15,10.9% → 4.4% → 4.4% → 4.5% → 4.8% → 6.3% → 8.4% → 5.1% → 6.9% → 9.8% → 13.2% → 18.6% → 10.3% → 3.1% → 4.2%,18.628909743085426,Stage Unknown,15.0,65.33333333333333,85.0,False,Technology,37823442944,VCP 15 contracciones (Excellent) | Base: 18.6% | Stage Unknown,2025-07-11 10:31:28
ADBE,371.42999267578125,65.42105263157895,Excellent,19,11.0% → 3.4% → 4.9% → 13.8% → 8.6% → 7.4% → 3.5% → 8.7% → 4.1% → 22.5% → 3.0% → 10.3% → 3.9% → 7.2% → 17.4% → 17.9% → 8.8% → 3.7% → 5.1%,22.482526923187166,Stage Unknown,15.0,69.60526315789474,70.0,False,Technology,157560602624,VCP 19 contracciones (Excellent) | Base: 22.5% | Stage Unknown,2025-07-11 10:31:28
KMX,66.94000244140625,64.85416666666666,Excellent,24,15.0% → 4.1% → 14.1% → 10.0% → 12.2% → 6.4% → 4.9% → 3.8% → 6.6% → 5.0% → 7.7% → 10.0% → 8.2% → 6.2% → 4.9% → 6.6% → 9.4% → 20.5% → 13.9% → 24.6% → 9.3% → 12.8% → 5.0% → 7.3%,24.59958738399081,Stage Unknown,15.0,64.27083333333333,75.0,False,Consumer Cyclical,10045819904,VCP 24 contracciones (Excellent) | Base: 24.6% | Stage Unknown,2025-07-11 10:31:28
BG,76.54000091552734,64.6,Excellent,20,17.6% → 4.3% → 3.1% → 6.9% → 6.3% → 11.2% → 10.1% → 3.3% → 5.5% → 14.4% → 4.7% → 6.7% → 15.0% → 6.0% → 7.9% → 4.9% → 13.2% → 8.2% → 7.9% → 8.5%,17.55133577608117,Stage Unknown,15.0,70.5,60.0,False,Consumer Defensive,15491466240,VCP 20 contracciones (Excellent) | Base: 17.6% | Stage Unknown,2025-07-11 10:31:28
HUM,232.17999267578125,63.9375,Excellent,24,15.5% → 3.5% → 19.6% → 34.2% → 8.8% → 6.9% → 7.8% → 9.8% → 12.3% → 20.3% → 7.6% → 8.2% → 20.4% → 8.6% → 5.0% → 8.8% → 3.0% → 11.7% → 18.2% → 5.0% → 23.1% → 13.6% → 4.5% → 4.2%,34.240708023574165,Stage Unknown,5.0,69.6875,85.0,False,Healthcare,28022499328,VCP 24 contracciones (Excellent) | Base: 34.2% | Stage Unknown,2025-07-11 10:31:28
DECK,104.94999694824219,62.15909090909091,Excellent,22,17.7% → 12.7% → 9.8% → 6.7% → 7.5% → 8.7% → 8.4% → 5.4% → 3.7% → 5.7% → 5.6% → 6.0% → 8.1% → 4.7% → 24.5% → 36.9% → 14.6% → 21.4% → 15.5% → 6.0% → 7.2% → 27.0%,36.89484414586558,Stage Unknown,5.0,73.29545454545455,60.0,False,Consumer Cyclical,15689288704,VCP 22 contracciones (Excellent) | Base: 36.9% | Stage Unknown,2025-07-11 10:31:28
ENPH,42.970001220703125,61.36,Excellent,25,21.3% → 4.6% → 22.8% → 39.2% → 6.6% → 35.2% → 7.3% → 12.7% → 14.4% → 8.8% → 23.5% → 8.6% → 13.2% → 11.1% → 23.2% → 13.6% → 9.0% → 8.5% → 25.5% → 10.8% → 18.1% → 10.8% → 19.3% → 27.5% → 29.7%,39.23448861110802,Stage Unknown,5.0,64.3,70.0,False,Technology,5653734912,VCP 25 contracciones (Excellent) | Base: 39.2% | Stage Unknown,2025-07-11 10:31:28
TSLA,309.8699951171875,60.15625,Excellent,16,13.8% → 5.3% → 9.8% → 15.0% → 19.8% → 12.6% → 22.6% → 40.9% → 16.6% → 24.8% → 18.9% → 8.2% → 8.1% → 6.6% → 25.7% → 6.6%,40.92121564872036,Stage Unknown,5.0,63.28125,60.0,False,Consumer Cyclical,1045268987904,VCP 16 contracciones (Excellent) | Base: 40.9% | Stage Unknown,2025-07-11 10:31:28
